time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,accommodation_suitability,number,percentage
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,19 to 21 years,No information,1,1
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,342,St. Helens,E08000013,19 to 21 years,Total,137,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,17 to 18 years,Accommodation considered not suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,17 to 18 years,Accommodation considered suitable,53,93
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,17 to 18 years,No information,c,c
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,17 to 18 years,Total,57,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,19 to 21 years,Accommodation considered not suitable,6,5
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,19 to 21 years,Accommodation considered suitable,119,92
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,19 to 21 years,No information,5,4
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,343,Sefton,E08000014,19 to 21 years,Total,130,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,17 to 18 years,Accommodation considered not suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,17 to 18 years,Accommodation considered suitable,86,95
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,17 to 18 years,No information,c,c
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,17 to 18 years,Total,91,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,19 to 21 years,Accommodation considered not suitable,10,5
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,19 to 21 years,Accommodation considered suitable,206,94
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,19 to 21 years,No information,3,1
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,19 to 21 years,Total,219,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,17 to 18 years,Accommodation considered not suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,17 to 18 years,Accommodation considered suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,17 to 18 years,No information,c,c
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,17 to 18 years,Total,77,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,19 to 21 years,Accommodation considered not suitable,10,6
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,19 to 21 years,Accommodation considered suitable,141,90
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,19 to 21 years,No information,6,4
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,19 to 21 years,Total,157,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,17 to 18 years,Accommodation considered not suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,17 to 18 years,Accommodation considered suitable,211,95
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,17 to 18 years,No information,c,c
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,17 to 18 years,Total,222,100
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,19 to 21 years,Accommodation considered not suitable,45,7
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,19 to 21 years,Accommodation considered suitable,591,89
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,19 to 21 years,No information,27,4
2022,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,19 to 21 years,Total,663,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,17 to 18 years,Accommodation considered not suitable,8,8
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,17 to 18 years,Accommodation considered suitable,83,85
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,17 to 18 years,No information,7,7
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,17 to 18 years,Total,98,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,19 to 21 years,Accommodation considered not suitable,20,9
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,19 to 21 years,Accommodation considered suitable,184,82
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,19 to 21 years,No information,20,9
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,"Kingston upon Hull, City of",E06000010,19 to 21 years,Total,224,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,17 to 18 years,Accommodation considered not suitable,0,0
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,17 to 18 years,Accommodation considered suitable,44,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,17 to 18 years,No information,0,0
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,17 to 18 years,Total,44,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,19 to 21 years,Accommodation considered not suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,19 to 21 years,Accommodation considered suitable,113,95
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,19 to 21 years,No information,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,East Riding of Yorkshire,E06000011,19 to 21 years,Total,119,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,17 to 18 years,Accommodation considered not suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,17 to 18 years,Accommodation considered suitable,55,89
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,17 to 18 years,No information,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,17 to 18 years,Total,62,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,19 to 21 years,Accommodation considered not suitable,10,9
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,19 to 21 years,Accommodation considered suitable,96,87
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,19 to 21 years,No information,4,4
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,North East Lincolnshire,E06000012,19 to 21 years,Total,110,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,17 to 18 years,Accommodation considered not suitable,0,0
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,17 to 18 years,Accommodation considered suitable,24,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,17 to 18 years,No information,0,0
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,17 to 18 years,Total,24,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,19 to 21 years,Accommodation considered not suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,19 to 21 years,Accommodation considered suitable,92,96
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,19 to 21 years,No information,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,North Lincolnshire,E06000013,19 to 21 years,Total,96,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,17 to 18 years,Accommodation considered not suitable,0,0
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,17 to 18 years,Accommodation considered suitable,26,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,17 to 18 years,No information,0,0
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,17 to 18 years,Total,26,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,19 to 21 years,Accommodation considered not suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,19 to 21 years,Accommodation considered suitable,75,96
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,19 to 21 years,No information,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,York,E06000014,19 to 21 years,Total,78,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,17 to 18 years,Accommodation considered not suitable,0,0
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,17 to 18 years,Accommodation considered suitable,21,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,17 to 18 years,No information,0,0
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,17 to 18 years,Total,21,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,19 to 21 years,Accommodation considered not suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,19 to 21 years,Accommodation considered suitable,61,92
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,19 to 21 years,No information,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,Barnsley,E08000016,19 to 21 years,Total,66,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,17 to 18 years,Accommodation considered not suitable,7,10
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,17 to 18 years,Accommodation considered suitable,62,90
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,17 to 18 years,No information,0,0
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,17 to 18 years,Total,69,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,19 to 21 years,Accommodation considered not suitable,11,6
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,19 to 21 years,Accommodation considered suitable,163,90
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,19 to 21 years,No information,8,4
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,Doncaster,E08000017,19 to 21 years,Total,182,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,17 to 18 years,Accommodation considered not suitable,0,0
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,17 to 18 years,Accommodation considered suitable,56,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,17 to 18 years,No information,0,0
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,17 to 18 years,Total,56,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,19 to 21 years,Accommodation considered not suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,19 to 21 years,Accommodation considered suitable,162,92
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,19 to 21 years,No information,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,Rotherham,E08000018,19 to 21 years,Total,176,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,17 to 18 years,Accommodation considered not suitable,10,10
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,17 to 18 years,Accommodation considered suitable,87,84
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,17 to 18 years,No information,7,7
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,17 to 18 years,Total,104,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,19 to 21 years,Accommodation considered not suitable,15,5
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,19 to 21 years,Accommodation considered suitable,237,86
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,19 to 21 years,No information,22,8
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,Sheffield,E08000019,19 to 21 years,Total,274,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,17 to 18 years,Accommodation considered not suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,17 to 18 years,Accommodation considered suitable,140,95
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,17 to 18 years,No information,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,17 to 18 years,Total,148,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,19 to 21 years,Accommodation considered not suitable,23,7
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,19 to 21 years,Accommodation considered suitable,312,89
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,19 to 21 years,No information,16,5
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,Bradford,E08000032,19 to 21 years,Total,351,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,17 to 18 years,Accommodation considered not suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,17 to 18 years,Accommodation considered suitable,42,93
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,17 to 18 years,No information,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,17 to 18 years,Total,45,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,19 to 21 years,Accommodation considered not suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,19 to 21 years,Accommodation considered suitable,92,93
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,19 to 21 years,No information,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,Calderdale,E08000033,19 to 21 years,Total,99,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,17 to 18 years,Accommodation considered not suitable,6,10
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,17 to 18 years,Accommodation considered suitable,53,87
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,17 to 18 years,No information,2,3
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,17 to 18 years,Total,61,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,19 to 21 years,Accommodation considered not suitable,17,7
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,19 to 21 years,Accommodation considered suitable,211,91
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,19 to 21 years,No information,4,2
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,Kirklees,E08000034,19 to 21 years,Total,232,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,17 to 18 years,Accommodation considered not suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,17 to 18 years,Accommodation considered suitable,164,90
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,17 to 18 years,No information,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,17 to 18 years,Total,183,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,19 to 21 years,Accommodation considered not suitable,11,2
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,19 to 21 years,Accommodation considered suitable,422,90
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,19 to 21 years,No information,34,7
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,Leeds,E08000035,19 to 21 years,Total,467,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,17 to 18 years,Accommodation considered not suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,17 to 18 years,Accommodation considered suitable,54,89
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,17 to 18 years,No information,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,17 to 18 years,Total,61,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,19 to 21 years,Accommodation considered not suitable,11,6
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,19 to 21 years,Accommodation considered suitable,162,86
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,19 to 21 years,No information,15,8
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,Wakefield,E08000036,19 to 21 years,Total,188,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,17 to 18 years,Accommodation considered not suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,17 to 18 years,Accommodation considered suitable,50,85
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,17 to 18 years,No information,c,c
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,17 to 18 years,Total,59,100
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,19 to 21 years,Accommodation considered not suitable,13,7
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,19 to 21 years,Accommodation considered suitable,171,89
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,19 to 21 years,No information,8,4
2022,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,North Yorkshire,E10000023,19 to 21 years,Total,192,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,17 to 18 years,Accommodation considered not suitable,7,9
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,17 to 18 years,Accommodation considered suitable,72,90
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,17 to 18 years,No information,1,1
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,17 to 18 years,Total,80,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,19 to 21 years,Accommodation considered not suitable,13,6
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,19 to 21 years,Accommodation considered suitable,181,90
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,19 to 21 years,No information,7,3
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,19 to 21 years,Total,201,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,17 to 18 years,Accommodation considered not suitable,0,0
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,17 to 18 years,Accommodation considered suitable,72,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,17 to 18 years,No information,0,0
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,17 to 18 years,Total,72,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,19 to 21 years,Accommodation considered not suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,19 to 21 years,Accommodation considered suitable,188,97
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,19 to 21 years,No information,c,c
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,19 to 21 years,Total,194,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,17 to 18 years,Accommodation considered not suitable,0,0
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,17 to 18 years,Accommodation considered suitable,11,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,17 to 18 years,No information,0,0
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,17 to 18 years,Total,11,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,19 to 21 years,Accommodation considered not suitable,0,0
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,19 to 21 years,Accommodation considered suitable,14,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,19 to 21 years,No information,0,0
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,19 to 21 years,Total,14,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,17 to 18 years,Accommodation considered not suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,17 to 18 years,Accommodation considered suitable,90,96
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,17 to 18 years,No information,c,c
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,17 to 18 years,Total,94,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,19 to 21 years,Accommodation considered not suitable,16,6
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,19 to 21 years,Accommodation considered suitable,264,94
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,19 to 21 years,No information,0,0
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,19 to 21 years,Total,280,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,17 to 18 years,Accommodation considered not suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,17 to 18 years,Accommodation considered suitable,52,91
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,17 to 18 years,No information,c,c
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,17 to 18 years,Total,57,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,19 to 21 years,Accommodation considered not suitable,16,9
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,19 to 21 years,Accommodation considered suitable,150,82
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,19 to 21 years,No information,18,10
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,19 to 21 years,Total,184,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,17 to 18 years,Accommodation considered not suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,17 to 18 years,Accommodation considered suitable,96,91
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,17 to 18 years,No information,c,c
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,17 to 18 years,Total,105,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,19 to 21 years,Accommodation considered not suitable,9,3
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,19 to 21 years,Accommodation considered suitable,264,83
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,19 to 21 years,No information,45,14
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,19 to 21 years,Total,318,100
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,17 to 18 years,Accommodation considered not suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,17 to 18 years,Accommodation considered suitable,c,c
2022,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,17 to 18 years,No information,c,c
