time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,change_measure,social_worker_stability,number,percentage
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,Social worker changes over 24 months,With no social worker change,34,10
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,Social worker changes over 24 months,With one social worker change,84,24
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,Social worker changes over 24 months,With two or more social worker changes,230,66
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,Social worker changes across 12 months,Total,403,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,Social worker changes across 12 months,With no social worker change,163,40
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,Social worker changes across 12 months,With one social worker change,146,36
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,Social worker changes across 12 months,With two or more social worker changes,94,23
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,Social worker changes over 24 months,Total,403,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,Social worker changes over 24 months,With no social worker change,61,15
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,Social worker changes over 24 months,With one social worker change,166,41
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,Social worker changes over 24 months,With two or more social worker changes,176,44
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,Social worker changes across 12 months,Total,900,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,Social worker changes across 12 months,With no social worker change,339,38
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,Social worker changes across 12 months,With one social worker change,261,29
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,Social worker changes across 12 months,With two or more social worker changes,300,33
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,Social worker changes over 24 months,Total,900,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,Social worker changes over 24 months,With no social worker change,168,19
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,Social worker changes over 24 months,With one social worker change,180,20
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,Social worker changes over 24 months,With two or more social worker changes,552,61
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,Social worker changes across 12 months,Total,393,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,Social worker changes across 12 months,With no social worker change,166,42
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,Social worker changes across 12 months,With one social worker change,148,38
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,Social worker changes across 12 months,With two or more social worker changes,79,20
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,Social worker changes over 24 months,Total,393,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,Social worker changes over 24 months,With no social worker change,55,14
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,Social worker changes over 24 months,With one social worker change,115,29
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,Social worker changes over 24 months,With two or more social worker changes,223,57
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,Social worker changes across 12 months,Total,1737,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,Social worker changes across 12 months,With no social worker change,859,49
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,Social worker changes across 12 months,With one social worker change,513,30
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,Social worker changes across 12 months,With two or more social worker changes,365,21
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,Social worker changes over 24 months,Total,1737,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,Social worker changes over 24 months,With no social worker change,434,25
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,Social worker changes over 24 months,With one social worker change,476,27
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,Social worker changes over 24 months,With two or more social worker changes,827,48
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,Social worker changes across 12 months,Total,698,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,Social worker changes across 12 months,With no social worker change,282,40
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,Social worker changes across 12 months,With one social worker change,218,31
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,Social worker changes across 12 months,With two or more social worker changes,198,28
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,Social worker changes over 24 months,Total,698,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,Social worker changes over 24 months,With no social worker change,110,16
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,Social worker changes over 24 months,With one social worker change,214,31
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,Social worker changes over 24 months,With two or more social worker changes,374,54
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,Social worker changes across 12 months,Total,623,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,Social worker changes across 12 months,With no social worker change,224,36
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,Social worker changes across 12 months,With one social worker change,175,28
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,Social worker changes across 12 months,With two or more social worker changes,224,36
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,Social worker changes over 24 months,Total,623,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,Social worker changes over 24 months,With no social worker change,81,13
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,Social worker changes over 24 months,With one social worker change,151,24
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,Social worker changes over 24 months,With two or more social worker changes,391,63
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,Social worker changes across 12 months,Total,860,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,Social worker changes across 12 months,With no social worker change,275,32
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,Social worker changes across 12 months,With one social worker change,292,34
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,Social worker changes across 12 months,With two or more social worker changes,293,34
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,Social worker changes over 24 months,Total,860,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,Social worker changes over 24 months,With no social worker change,73,8
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,Social worker changes over 24 months,With one social worker change,179,21
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,Social worker changes over 24 months,With two or more social worker changes,608,71
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,Social worker changes across 12 months,Total,458,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,Social worker changes across 12 months,With no social worker change,179,39
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,Social worker changes across 12 months,With one social worker change,182,40
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,Social worker changes across 12 months,With two or more social worker changes,97,21
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,Social worker changes over 24 months,Total,458,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,Social worker changes over 24 months,With no social worker change,117,26
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,Social worker changes over 24 months,With one social worker change,122,27
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,Social worker changes over 24 months,With two or more social worker changes,219,48
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,Social worker changes across 12 months,Total,666,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,Social worker changes across 12 months,With no social worker change,206,31
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,Social worker changes across 12 months,With one social worker change,286,43
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,Social worker changes across 12 months,With two or more social worker changes,174,26
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,Social worker changes over 24 months,Total,666,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,Social worker changes over 24 months,With no social worker change,94,14
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,Social worker changes over 24 months,With one social worker change,172,26
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,Social worker changes over 24 months,With two or more social worker changes,400,60
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,Social worker changes across 12 months,Total,584,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,Social worker changes across 12 months,With no social worker change,256,44
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,Social worker changes across 12 months,With one social worker change,156,27
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,Social worker changes across 12 months,With two or more social worker changes,172,29
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,Social worker changes over 24 months,Total,584,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,Social worker changes over 24 months,With no social worker change,125,21
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,Social worker changes over 24 months,With one social worker change,102,17
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,Social worker changes over 24 months,With two or more social worker changes,357,61
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,Social worker changes across 12 months,Total,1204,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,Social worker changes across 12 months,With no social worker change,438,36
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,Social worker changes across 12 months,With one social worker change,403,33
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,Social worker changes across 12 months,With two or more social worker changes,363,30
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,Social worker changes over 24 months,Total,1204,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,Social worker changes over 24 months,With no social worker change,193,16
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,Social worker changes over 24 months,With one social worker change,284,24
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,Social worker changes over 24 months,With two or more social worker changes,727,60
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,Social worker changes across 12 months,Total,744,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,Social worker changes across 12 months,With no social worker change,237,32
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,Social worker changes across 12 months,With one social worker change,301,40
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,Social worker changes across 12 months,With two or more social worker changes,206,28
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,Social worker changes over 24 months,Total,744,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,Social worker changes over 24 months,With no social worker change,110,15
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,Social worker changes over 24 months,With one social worker change,204,27
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,Social worker changes over 24 months,With two or more social worker changes,430,58
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,Social worker changes across 12 months,Total,818,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,Social worker changes across 12 months,With no social worker change,268,33
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,Social worker changes across 12 months,With one social worker change,305,37
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,Social worker changes across 12 months,With two or more social worker changes,245,30
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,Social worker changes over 24 months,Total,818,100
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,Social worker changes over 24 months,With no social worker change,135,17
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,Social worker changes over 24 months,With one social worker change,193,24
2020,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,Social worker changes over 24 months,With two or more social worker changes,490,60
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,Social worker changes across 12 months,Total,369,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,Social worker changes across 12 months,With no social worker change,105,28
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,Social worker changes across 12 months,With one social worker change,136,37
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,Social worker changes across 12 months,With two or more social worker changes,128,35
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,Social worker changes over 24 months,Total,369,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,Social worker changes over 24 months,With no social worker change,58,16
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,Social worker changes over 24 months,With one social worker change,72,20
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,Social worker changes over 24 months,With two or more social worker changes,239,65
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,Social worker changes across 12 months,Total,381,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,Social worker changes across 12 months,With no social worker change,73,19
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,Social worker changes across 12 months,With one social worker change,161,42
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,Social worker changes across 12 months,With two or more social worker changes,147,39
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,Social worker changes over 24 months,Total,381,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,Social worker changes over 24 months,With no social worker change,50,13
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,Social worker changes over 24 months,With one social worker change,53,14
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,Social worker changes over 24 months,With two or more social worker changes,278,73
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,Social worker changes across 12 months,Total,308,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,Social worker changes across 12 months,With no social worker change,78,25
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,Social worker changes across 12 months,With one social worker change,109,35
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,Social worker changes across 12 months,With two or more social worker changes,121,39
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,Social worker changes over 24 months,Total,308,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,Social worker changes over 24 months,With no social worker change,25,8
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,Social worker changes over 24 months,With one social worker change,69,22
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,Social worker changes over 24 months,With two or more social worker changes,214,69
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,Social worker changes across 12 months,Total,297,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,Social worker changes across 12 months,With no social worker change,60,20
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,Social worker changes across 12 months,With one social worker change,95,32
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,Social worker changes across 12 months,With two or more social worker changes,142,48
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,Social worker changes over 24 months,Total,297,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,Social worker changes over 24 months,With no social worker change,31,10
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,Social worker changes over 24 months,With one social worker change,32,11
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,Social worker changes over 24 months,With two or more social worker changes,234,79
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,Social worker changes across 12 months,Total,253,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,Social worker changes across 12 months,With no social worker change,93,37
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,Social worker changes across 12 months,With one social worker change,94,37
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,Social worker changes across 12 months,With two or more social worker changes,66,26
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,Social worker changes over 24 months,Total,253,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,Social worker changes over 24 months,With no social worker change,25,10
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,Social worker changes over 24 months,With one social worker change,72,28
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,Social worker changes over 24 months,With two or more social worker changes,156,62
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,Social worker changes across 12 months,Total,307,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,Social worker changes across 12 months,With no social worker change,118,38
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,Social worker changes across 12 months,With one social worker change,114,37
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,Social worker changes across 12 months,With two or more social worker changes,75,24
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,Social worker changes over 24 months,Total,307,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,Social worker changes over 24 months,With no social worker change,64,21
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,Social worker changes over 24 months,With one social worker change,49,16
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,Social worker changes over 24 months,With two or more social worker changes,194,63
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,Social worker changes across 12 months,Total,708,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,Social worker changes across 12 months,With no social worker change,247,35
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,Social worker changes across 12 months,With one social worker change,254,36
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,Social worker changes across 12 months,With two or more social worker changes,207,29
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,Social worker changes over 24 months,Total,708,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,Social worker changes over 24 months,With no social worker change,57,8
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,Social worker changes over 24 months,With one social worker change,138,19
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,Cambridgeshire,E10000003,Social worker changes over 24 months,With two or more social worker changes,513,72
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,Social worker changes across 12 months,Total,1057,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,Social worker changes across 12 months,With no social worker change,384,36
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,Social worker changes across 12 months,With one social worker change,392,37
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,Social worker changes across 12 months,With two or more social worker changes,281,27
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,Social worker changes over 24 months,Total,1057,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,Social worker changes over 24 months,With no social worker change,196,19
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,Social worker changes over 24 months,With one social worker change,313,30
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,Essex,E10000012,Social worker changes over 24 months,With two or more social worker changes,548,52
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,Social worker changes across 12 months,Total,948,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,Social worker changes across 12 months,With no social worker change,419,44
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,Social worker changes across 12 months,With one social worker change,379,40
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,Social worker changes across 12 months,With two or more social worker changes,150,16
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,Social worker changes over 24 months,Total,948,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,Social worker changes over 24 months,With no social worker change,225,24
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,Social worker changes over 24 months,With one social worker change,293,31
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,Hertfordshire,E10000015,Social worker changes over 24 months,With two or more social worker changes,430,45
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,Social worker changes across 12 months,Total,1104,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,Social worker changes across 12 months,With no social worker change,363,33
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,Social worker changes across 12 months,With one social worker change,423,38
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,Social worker changes across 12 months,With two or more social worker changes,318,29
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,Social worker changes over 24 months,Total,1104,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,Social worker changes over 24 months,With no social worker change,130,12
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,Social worker changes over 24 months,With one social worker change,248,22
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,Norfolk,E10000020,Social worker changes over 24 months,With two or more social worker changes,726,66
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,Social worker changes across 12 months,Total,934,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,Social worker changes across 12 months,With no social worker change,454,49
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,Social worker changes across 12 months,With one social worker change,319,34
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,Social worker changes across 12 months,With two or more social worker changes,161,17
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,Social worker changes over 24 months,Total,934,100
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,Social worker changes over 24 months,With no social worker change,186,20
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,Social worker changes over 24 months,With one social worker change,344,37
2020,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,Suffolk,E10000029,Social worker changes over 24 months,With two or more social worker changes,404,43
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,Social worker changes across 12 months,Total,417,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,Social worker changes across 12 months,With no social worker change,82,20
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,Social worker changes across 12 months,With one social worker change,184,44
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,Social worker changes across 12 months,With two or more social worker changes,151,36
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,Social worker changes over 24 months,Total,417,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,Social worker changes over 24 months,With no social worker change,34,8
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,Social worker changes over 24 months,With one social worker change,132,32
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,887,Medway,E06000035,Social worker changes over 24 months,With two or more social worker changes,251,60
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,Social worker changes across 12 months,Total,142,100
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,Social worker changes across 12 months,With no social worker change,47,33
2020,Reporting year,Local authority,E92000001,England,E12000008,South East,867,Bracknell Forest,E06000036,Social worker changes across 12 months,With one social worker change,54,38
