time_period,time_identifier,geographic_level,country_code,country_name,cla_group,population_group,characteristic,placement_stability,number,percentage
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3d. Chinese,Total children,70,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3d. Chinese,With 1 placement during the year,50,78
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3d. Chinese,With 2 placements during the year,10,19
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3d. Chinese,With 3 or more placements during the year,c,c
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3e. Any other Asian background,Total children,990,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3e. Any other Asian background,With 1 placement during the year,730,74
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3e. Any other Asian background,With 2 placements during the year,210,21
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,3e. Any other Asian background,With 3 or more placements during the year,50,5
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",Total children,3680,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",With 1 placement during the year,2650,72
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",With 2 placements during the year,700,19
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",With 3 or more placements during the year,320,9
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4a. Caribbean,Total children,1010,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4a. Caribbean,With 1 placement during the year,710,71
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4a. Caribbean,With 2 placements during the year,200,20
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4a. Caribbean,With 3 or more placements during the year,100,10
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4b. African,Total children,1830,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4b. African,With 1 placement during the year,1310,72
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4b. African,With 2 placements during the year,360,20
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4b. African,With 3 or more placements during the year,150,8
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4c. Any other Black background,Total children,840,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4c. Any other Black background,With 1 placement during the year,630,74
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4c. Any other Black background,With 2 placements during the year,140,17
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,4c. Any other Black background,With 3 or more placements during the year,70,9
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,5. Total other ethnic group,Total children,1410,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,5. Total other ethnic group,With 1 placement during the year,970,69
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,5. Total other ethnic group,With 2 placements during the year,340,24
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,5. Total other ethnic group,With 3 or more placements during the year,100,7
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6. Total refused or information not yet available,Total children,120,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6. Total refused or information not yet available,With 1 placement during the year,70,53
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6. Total refused or information not yet available,With 2 placements during the year,40,35
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6. Total refused or information not yet available,With 3 or more placements during the year,10,11
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6a. Refused,Total children,20,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6a. Refused,With 1 placement during the year,10,62
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6a. Refused,With 2 placements during the year,10,33
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6a. Refused,With 3 or more placements during the year,c,c
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6b. Information not yet obtained,Total children,100,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6b. Information not yet obtained,With 1 placement during the year,50,51
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6b. Information not yet obtained,With 2 placements during the year,40,36
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,6b. Information not yet obtained,With 3 or more placements during the year,10,13
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,Total children,Total children,58990,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,Total children,With 1 placement during the year,43260,73
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,Total children,With 2 placements during the year,11060,19
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Ethnicity,Total children,With 3 or more placements during the year,4670,8
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Care orders,Total children,50190,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Care orders,With 1 placement during the year,37750,75
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Care orders,With 2 placements during the year,8650,17
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Care orders,With 3 or more placements during the year,3790,8
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Detained for child protection,Total children,20,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Detained for child protection,With 1 placement during the year,10,40
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Detained for child protection,With 2 placements during the year,10,45
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Detained for child protection,With 3 or more placements during the year,c,c
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Placement order granted,Total children,2460,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Placement order granted,With 1 placement during the year,1420,58
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Placement order granted,With 2 placements during the year,930,38
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Placement order granted,With 3 or more placements during the year,100,4
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Total children,Total children,58990,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Total children,With 1 placement during the year,43260,73
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Total children,With 2 placements during the year,11060,19
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Total children,With 3 or more placements during the year,4670,8
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,Total children,6290,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,With 1 placement during the year,4070,65
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,With 2 placements during the year,1460,23
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Voluntary agreements under S20 CA 1989,With 3 or more placements during the year,760,12
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Youth justice legal statuses,Total children,30,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Youth justice legal statuses,With 1 placement during the year,10,33
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Youth justice legal statuses,With 2 placements during the year,10,21
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First legal status during the year,Youth justice legal statuses,With 3 or more placements during the year,20,45
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Foster placements,Total children,46760,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Foster placements,With 1 placement during the year,35580,76
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Foster placements,With 2 placements during the year,8360,18
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Foster placements,With 3 or more placements during the year,2820,6
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other placement,Total children,240,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other placement,With 1 placement during the year,110,45
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other placement,With 2 placements during the year,60,25
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other placement,With 3 or more placements during the year,70,30
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other residential settings,Total children,530,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other residential settings,With 1 placement during the year,170,31
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other residential settings,With 2 placements during the year,200,38
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Other residential settings,With 3 or more placements during the year,170,31
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed for adoption,Total children,350,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed for adoption,With 1 placement during the year,310,89
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed for adoption,With 2 placements during the year,40,10
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed for adoption,With 3 or more placements during the year,c,c
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed in the community,Total children,510,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed in the community,With 1 placement during the year,260,52
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed in the community,With 2 placements during the year,140,27
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed in the community,With 3 or more placements during the year,110,21
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,Total children,3380,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,With 1 placement during the year,2610,77
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,With 2 placements during the year,450,13
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Placed with parents or other person with parental responsibility,With 3 or more placements during the year,320,9
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Residential schools,Total children,80,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Residential schools,With 1 placement during the year,70,83
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Residential schools,With 2 placements during the year,10,15
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Residential schools,With 3 or more placements during the year,c,c
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",Total children,7140,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",With 1 placement during the year,4170,58
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",With 2 placements during the year,1800,25
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,"Secure units, children's homes and semi-independent living accommodation",With 3 or more placements during the year,1170,16
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Total children,Total children,58990,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Total children,With 1 placement during the year,43260,73
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Total children,With 2 placements during the year,11060,19
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,First placement during the year,Total children,With 3 or more placements during the year,4670,8
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Female,Total children,26210,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Female,With 1 placement during the year,19080,73
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Female,With 2 placements during the year,4930,19
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Female,With 3 or more placements during the year,2190,8
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Male,Total children,32790,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Male,With 1 placement during the year,24180,74
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Male,With 2 placements during the year,6130,19
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Male,With 3 or more placements during the year,2480,8
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Total children,Total children,58990,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Total children,With 1 placement during the year,43260,73
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Total children,With 2 placements during the year,11060,19
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Gender,Total children,With 3 or more placements during the year,4670,8
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,Total children,56880,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,With 1 placement during the year,41820,74
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,With 2 placements during the year,10550,19
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,With 3 or more placements during the year,4510,8
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Total children,Total children,58990,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Total children,With 1 placement during the year,43260,73
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Total children,With 2 placements during the year,11060,19
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Total children,With 3 or more placements during the year,4670,8
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,Total children,2110,100
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,With 1 placement during the year,1440,68
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,With 2 placements during the year,510,24
2021,Reporting year,National,E92000001,England,CLA 12 months on 31 March,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,With 3 or more placements during the year,160,7
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,1 to 4 years,Total children,4350,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,1 to 4 years,With 1 placement during the year,2680,62
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,1 to 4 years,With 2 placements during the year,1230,28
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,1 to 4 years,With 3 or more placements during the year,440,10
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,10 to 15 years,Total children,5260,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,10 to 15 years,With 1 placement during the year,3110,59
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,10 to 15 years,With 2 placements during the year,1370,26
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,10 to 15 years,With 3 or more placements during the year,780,15
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,16 years and over,Total children,4490,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,16 years and over,With 1 placement during the year,2740,61
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,16 years and over,With 2 placements during the year,1130,25
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,16 years and over,With 3 or more placements during the year,610,14
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,5 to 9 years,Total children,3770,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,5 to 9 years,With 1 placement during the year,2420,64
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,5 to 9 years,With 2 placements during the year,970,26
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,5 to 9 years,With 3 or more placements during the year,380,10
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,Total children,Total children,21790,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,Total children,With 1 placement during the year,13120,60
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,Total children,With 2 placements during the year,5950,27
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,Total children,With 3 or more placements during the year,2720,12
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,Under 1 year,Total children,3930,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,Under 1 year,With 1 placement during the year,2170,55
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,Under 1 year,With 2 placements during the year,1240,32
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Age group,Under 1 year,With 3 or more placements during the year,510,13
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1. Total White,Total children,15110,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1. Total White,With 1 placement during the year,9050,60
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1. Total White,With 2 placements during the year,4090,27
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1. Total White,With 3 or more placements during the year,1980,13
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1a. White British,Total children,14040,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1a. White British,With 1 placement during the year,8450,60
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1a. White British,With 2 placements during the year,3770,27
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1a. White British,With 3 or more placements during the year,1820,13
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1b. White Irish,Total children,50,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1b. White Irish,With 1 placement during the year,20,40
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1b. White Irish,With 2 placements during the year,20,32
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1b. White Irish,With 3 or more placements during the year,10,28
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1c. Traveller of Irish Heritage,Total children,60,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1c. Traveller of Irish Heritage,With 1 placement during the year,30,52
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1c. Traveller of Irish Heritage,With 2 placements during the year,20,30
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1c. Traveller of Irish Heritage,With 3 or more placements during the year,10,18
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1d. Gypsy Roma,Total children,120,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1d. Gypsy Roma,With 1 placement during the year,70,58
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1d. Gypsy Roma,With 2 placements during the year,30,26
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1d. Gypsy Roma,With 3 or more placements during the year,20,16
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1e. Any other White background,Total children,840,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1e. Any other White background,With 1 placement during the year,480,57
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1e. Any other White background,With 2 placements during the year,250,30
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,1e. Any other White background,With 3 or more placements during the year,120,14
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,2. Total Mixed or Multiple ethnic groups,Total children,2200,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,2. Total Mixed or Multiple ethnic groups,With 1 placement during the year,1280,58
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,2. Total Mixed or Multiple ethnic groups,With 2 placements during the year,630,29
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,2. Total Mixed or Multiple ethnic groups,With 3 or more placements during the year,290,13
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,2a. White and Black Caribbean,Total children,710,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,2a. White and Black Caribbean,With 1 placement during the year,420,60
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,2a. White and Black Caribbean,With 2 placements during the year,200,28
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,2a. White and Black Caribbean,With 3 or more placements during the year,90,13
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,2b. White and Black African,Total children,260,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,2b. White and Black African,With 1 placement during the year,150,56
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,2b. White and Black African,With 2 placements during the year,60,25
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,2b. White and Black African,With 3 or more placements during the year,50,19
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,2c. White and Asian,Total children,460,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,2c. White and Asian,With 1 placement during the year,250,54
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,2c. White and Asian,With 2 placements during the year,160,34
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,2c. White and Asian,With 3 or more placements during the year,60,12
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,2d. Any other Mixed background,Total children,770,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,2d. Any other Mixed background,With 1 placement during the year,460,60
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,2d. Any other Mixed background,With 2 placements during the year,220,28
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,2d. Any other Mixed background,With 3 or more placements during the year,100,13
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3. Total Asian or Asian British,Total children,1250,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3. Total Asian or Asian British,With 1 placement during the year,780,62
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3. Total Asian or Asian British,With 2 placements during the year,340,27
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3. Total Asian or Asian British,With 3 or more placements during the year,130,10
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3a. Indian,Total children,90,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3a. Indian,With 1 placement during the year,60,65
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3a. Indian,With 2 placements during the year,30,29
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3a. Indian,With 3 or more placements during the year,c,c
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3b. Pakistani,Total children,330,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3b. Pakistani,With 1 placement during the year,200,60
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3b. Pakistani,With 2 placements during the year,90,26
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3b. Pakistani,With 3 or more placements during the year,50,14
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3c. Bangladeshi,Total children,130,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3c. Bangladeshi,With 1 placement during the year,80,60
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3c. Bangladeshi,With 2 placements during the year,40,29
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3c. Bangladeshi,With 3 or more placements during the year,10,10
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3d. Chinese,Total children,30,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3d. Chinese,With 1 placement during the year,20,55
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3d. Chinese,With 2 placements during the year,10,42
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3d. Chinese,With 3 or more placements during the year,c,c
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3e. Any other Asian background,Total children,670,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3e. Any other Asian background,With 1 placement during the year,430,64
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3e. Any other Asian background,With 2 placements during the year,180,27
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,3e. Any other Asian background,With 3 or more placements during the year,70,10
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",Total children,1880,100
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",With 1 placement during the year,1150,61
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",With 2 placements during the year,520,28
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",With 3 or more placements during the year,200,11
2021,Reporting year,National,E92000001,England,CLA less than 12 months on 31 March,Ethnicity,4a. Caribbean,Total children,400,100
