time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,stay_put,number,percentage
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,Barnsley,E08000016,Aged 18,Total living with former foster carers in the current year,11,79
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,Barnsley,E08000016,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,14,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,Barnsley,E08000016,Aged 19 to 20,Total living with former foster carers in the current year,7,32
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,Barnsley,E08000016,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,22,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,Doncaster,E08000017,Aged 18,Total living with former foster carers in the current year,11,55
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,Doncaster,E08000017,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,20,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,Doncaster,E08000017,Aged 19 to 20,Total living with former foster carers in the current year,10,24
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,Doncaster,E08000017,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,42,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,Rotherham,E08000018,Aged 18,Total living with former foster carers in the current year,c,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,Rotherham,E08000018,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,7,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,Rotherham,E08000018,Aged 19 to 20,Total living with former foster carers in the current year,13,42
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,Rotherham,E08000018,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,31,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,Sheffield,E08000019,Aged 18,Total living with former foster carers in the current year,28,85
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,Sheffield,E08000019,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,33,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,Sheffield,E08000019,Aged 19 to 20,Total living with former foster carers in the current year,41,60
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,Sheffield,E08000019,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,68,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,Bradford,E08000032,Aged 18,Total living with former foster carers in the current year,27,61
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,Bradford,E08000032,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,44,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,Bradford,E08000032,Aged 19 to 20,Total living with former foster carers in the current year,30,52
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,Bradford,E08000032,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,58,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,Calderdale,E08000033,Aged 18,Total living with former foster carers in the current year,7,58
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,Calderdale,E08000033,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,12,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,Calderdale,E08000033,Aged 19 to 20,Total living with former foster carers in the current year,6,29
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,Calderdale,E08000033,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,21,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,Kirklees,E08000034,Aged 18,Total living with former foster carers in the current year,19,46
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,Kirklees,E08000034,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,41,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,Kirklees,E08000034,Aged 19 to 20,Total living with former foster carers in the current year,c,c
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,Kirklees,E08000034,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,43,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,Leeds,E08000035,Aged 18,Total living with former foster carers in the current year,49,71
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,Leeds,E08000035,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,69,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,Leeds,E08000035,Aged 19 to 20,Total living with former foster carers in the current year,50,45
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,Leeds,E08000035,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,112,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,Wakefield,E08000036,Aged 18,Total living with former foster carers in the current year,8,73
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,Wakefield,E08000036,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,11,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,Wakefield,E08000036,Aged 19 to 20,Total living with former foster carers in the current year,9,30
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,Wakefield,E08000036,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,30,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,North Yorkshire,E10000023,Aged 18,Total living with former foster carers in the current year,24,69
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,North Yorkshire,E10000023,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,35,100
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,North Yorkshire,E10000023,Aged 19 to 20,Total living with former foster carers in the current year,16,36
2021,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,North Yorkshire,E10000023,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,44,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,Aged 18,Total living with former foster carers in the current year,13,81
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,16,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,Aged 19 to 20,Total living with former foster carers in the current year,8,31
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,Derby,E06000015,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,26,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,Aged 18,Total living with former foster carers in the current year,11,58
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,19,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,Aged 19 to 20,Total living with former foster carers in the current year,6,16
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,Leicester,E06000016,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,37,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,Aged 18,Total living with former foster carers in the current year,0,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,0,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,Aged 19 to 20,Total living with former foster carers in the current year,c,c
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,Rutland,E06000017,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,c,c
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,Aged 18,Total living with former foster carers in the current year,19,79
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,24,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,Aged 19 to 20,Total living with former foster carers in the current year,14,26
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,Nottingham,E06000018,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,53,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,Aged 18,Total living with former foster carers in the current year,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,Aged 19 to 20,Total living with former foster carers in the current year,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,North Northamptonshire,E06000061,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,Aged 18,Total living with former foster carers in the current year,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,Aged 19 to 20,Total living with former foster carers in the current year,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,West Northamptonshire,E06000062,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,z,z
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,Aged 18,Total living with former foster carers in the current year,25,81
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,31,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,Aged 19 to 20,Total living with former foster carers in the current year,19,28
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,Derbyshire,E10000007,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,67,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,Aged 18,Total living with former foster carers in the current year,16,64
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,25,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,Aged 19 to 20,Total living with former foster carers in the current year,11,34
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,Leicestershire,E10000018,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,32,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,Aged 18,Total living with former foster carers in the current year,10,42
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,24,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,Aged 19 to 20,Total living with former foster carers in the current year,29,45
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,Lincolnshire,E10000019,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,64,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,Aged 18,Total living with former foster carers in the current year,20,56
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,36,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,Aged 19 to 20,Total living with former foster carers in the current year,29,38
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,Northamptonshire,E10000021,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,76,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,Aged 18,Total living with former foster carers in the current year,32,71
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,45,100
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,Aged 19 to 20,Total living with former foster carers in the current year,20,27
2021,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,Nottinghamshire,E10000024,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,73,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,Aged 18,Total living with former foster carers in the current year,11,61
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,18,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,Aged 19 to 20,Total living with former foster carers in the current year,6,25
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,"Herefordshire, County of",E06000019,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,24,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,Aged 18,Total living with former foster carers in the current year,8,57
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,14,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,Aged 19 to 20,Total living with former foster carers in the current year,c,c
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,Telford and Wrekin,E06000020,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,17,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,Aged 18,Total living with former foster carers in the current year,c,c
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,7,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,Aged 19 to 20,Total living with former foster carers in the current year,13,45
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,Stoke-on-Trent,E06000021,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,29,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,Aged 18,Total living with former foster carers in the current year,c,c
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,9,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,Aged 19 to 20,Total living with former foster carers in the current year,c,c
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,Shropshire,E06000051,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,20,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,Aged 18,Total living with former foster carers in the current year,48,57
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,84,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,Aged 19 to 20,Total living with former foster carers in the current year,67,45
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,Birmingham,E08000025,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,150,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,Aged 18,Total living with former foster carers in the current year,23,82
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,28,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,Aged 19 to 20,Total living with former foster carers in the current year,11,24
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,Coventry,E08000026,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,46,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,Aged 18,Total living with former foster carers in the current year,20,69
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,29,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,Aged 19 to 20,Total living with former foster carers in the current year,19,37
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,Dudley,E08000027,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,52,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,Aged 18,Total living with former foster carers in the current year,12,52
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,23,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,Aged 19 to 20,Total living with former foster carers in the current year,10,24
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,Sandwell,E08000028,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,41,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,Aged 18,Total living with former foster carers in the current year,19,79
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,24,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,Aged 19 to 20,Total living with former foster carers in the current year,13,30
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,Solihull,E08000029,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,44,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,Aged 18,Total living with former foster carers in the current year,14,70
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,20,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,Aged 19 to 20,Total living with former foster carers in the current year,17,46
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,Walsall,E08000030,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,37,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,Aged 18,Total living with former foster carers in the current year,15,54
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,28,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,Aged 19 to 20,Total living with former foster carers in the current year,10,27
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,Wolverhampton,E08000031,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,37,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,Aged 18,Total living with former foster carers in the current year,30,88
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,34,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,Aged 19 to 20,Total living with former foster carers in the current year,21,28
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,Staffordshire,E10000028,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,74,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,Aged 18,Total living with former foster carers in the current year,20,53
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,38,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,Aged 19 to 20,Total living with former foster carers in the current year,20,18
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,Warwickshire,E10000031,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,112,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,Aged 18,Total living with former foster carers in the current year,19,61
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,31,100
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,Aged 19 to 20,Total living with former foster carers in the current year,9,15
2021,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,Worcestershire,E10000034,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,62,100
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,Aged 18,Total living with former foster carers in the current year,c,c
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,13,100
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,Aged 19 to 20,Total living with former foster carers in the current year,11,25
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,Peterborough,E06000031,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,44,100
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,Aged 18,Total living with former foster carers in the current year,20,95
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,21,100
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,Aged 19 to 20,Total living with former foster carers in the current year,12,32
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,Luton,E06000032,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,37,100
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,Aged 18,Total living with former foster carers in the current year,c,c
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,16,100
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,Aged 19 to 20,Total living with former foster carers in the current year,7,29
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,Southend-on-Sea,E06000033,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,24,100
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,Aged 18,Total living with former foster carers in the current year,13,72
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,18,100
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,Aged 19 to 20,Total living with former foster carers in the current year,c,c
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,Thurrock,E06000034,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,46,100
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,Aged 18,Total living with former foster carers in the current year,c,c
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,9,100
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,Aged 19 to 20,Total living with former foster carers in the current year,6,38
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,Bedford,E06000055,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,16,100
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,Aged 18,Total living with former foster carers in the current year,c,c
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,Aged 18,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,9,100
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,Aged 19 to 20,Total living with former foster carers in the current year,c,c
2021,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,Central Bedfordshire,E06000056,Aged 19 to 20,Young people who ceased to be looked after in a foster placement on their 18th birthday and were eligible for care leavers support,17,100
