time_period,time_identifier,geographic_level,country_code,country_name,age_group,CLA_group,characteristic,measure,number,percentage
2020,Reporting year,National,E92000001,England,21 years,Care leavers group,Total in education other than higher education,Activity of care leaver,1200,12
2020,Reporting year,National,E92000001,England,21 years,Care leavers group,Total in touch,LA in-touch with the care leaver,10040,100
2020,Reporting year,National,E92000001,England,21 years,Care leavers group,Total in training or employment,Activity of care leaver,2850,28
2020,Reporting year,National,E92000001,England,21 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,21 years,Care leavers group,Total information not known,Activity of care leaver,1250,12
2020,Reporting year,National,E92000001,England,21 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,4020,40
2020,Reporting year,National,E92000001,England,21 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,310,3
2020,Reporting year,National,E92000001,England,21 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,280,3
2020,Reporting year,National,E92000001,England,21 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,210,2
2020,Reporting year,National,E92000001,England,21 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,160,2
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Female,Gender,3970,38
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,1060,10
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,770,7
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Full-time in training or employment,Activity of care leaver,1910,18
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,790,8
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,9170,88
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,LA not in touch,Activity of care leaver,640,6
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Male,Gender,6490,62
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,770,7
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Owing to illness or disability,Activity of care leaver,930,9
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Owing to other reasons,Activity of care leaver,2770,26
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,730,7
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,340,3
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,20,k
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Part-time in training or employment,Activity of care leaver,860,8
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Total activity of care leavers,Activity of care leaver,10460,100
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Total gender,Gender,10460,100
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Total in apprenticeship,Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Total in education other than higher education,Activity of care leaver,1400,13
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Total in touch,LA in-touch with the care leaver,10460,100
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Total in training or employment,Activity of care leaver,2760,26
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Total information not known,Activity of care leaver,1090,10
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,4420,42
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,340,3
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,320,3
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,180,2
2021,Reporting year,National,E92000001,England,21 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,130,1
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Female,Gender,4150,39
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,1130,11
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,770,7
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,130,1
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Full-time in training or employment,Activity of care leaver,z,z
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,2100,20
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,800,8
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,9530,89
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,LA not in touch,Activity of care leaver,640,6
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Male,Gender,6570,61
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,710,7
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Owing to illness or disability,Activity of care leaver,920,9
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Owing to other reasons,Activity of care leaver,2630,25
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,710,7
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,280,3
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,30,k
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,20,k
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Part-time in training or employment,Activity of care leaver,z,z
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,940,9
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Total activity of care leavers,Activity of care leaver,10720,100
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Total gender,Gender,10720,100
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Total in apprenticeship,Activity of care leaver,140,1
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Total in education other than higher education,Activity of care leaver,1410,13
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Total in touch,LA in-touch with the care leaver,10720,100
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Total in training or employment,Activity of care leaver,z,z
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,3050,28
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Total information not known,Activity of care leaver,1050,10
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,4260,40
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,310,3
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,280,3
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,160,2
2022,Reporting year,National,E92000001,England,21 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,130,1
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Female,Gender,3940,42
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,1370,14
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,590,6
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time in training or employment,Activity of care leaver,1710,18
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,620,7
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,8380,89
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,LA not in touch,Activity of care leaver,500,5
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Male,Gender,5490,58
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,660,7
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Owing to illness or disability,Activity of care leaver,1020,11
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Owing to other reasons,Activity of care leaver,2140,23
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,660,7
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,300,3
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,30,k
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time in training or employment,Activity of care leaver,760,8
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Total activity of care leavers,Activity of care leaver,9430,100
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Total gender,Gender,9430,100
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in apprenticeship,Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in education other than higher education,Activity of care leaver,1670,18
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in touch,LA in-touch with the care leaver,9430,100
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in training or employment,Activity of care leaver,2470,26
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Total information not known,Activity of care leaver,860,9
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,3820,41
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,200,2
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,190,2
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,190,2
2018,Reporting year,National,E92000001,England,20 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,160,2
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Female,Gender,3940,39
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,1580,16
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,640,6
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time in training or employment,Activity of care leaver,1770,18
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,660,7
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,8940,89
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,LA not in touch,Activity of care leaver,620,6
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Male,Gender,6090,61
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,750,7
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Owing to illness or disability,Activity of care leaver,970,10
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Owing to other reasons,Activity of care leaver,2370,24
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,660,7
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,310,3
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,30,k
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time in training or employment,Activity of care leaver,800,8
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Total activity of care leavers,Activity of care leaver,10030,100
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Total gender,Gender,10030,100
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in apprenticeship,Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in education other than higher education,Activity of care leaver,1880,19
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in touch,LA in-touch with the care leaver,10030,100
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in training or employment,Activity of care leaver,2560,26
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Total information not known,Activity of care leaver,920,9
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,4000,40
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,190,2
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,170,2
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,160,2
2019,Reporting year,National,E92000001,England,20 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,130,1
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Female,Gender,3960,38
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,1640,16
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,610,6
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time in training or employment,Activity of care leaver,1870,18
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,640,6
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,9420,90
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,LA not in touch,Activity of care leaver,590,6
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Male,Gender,6500,62
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,670,6
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Owing to illness or disability,Activity of care leaver,910,9
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Owing to other reasons,Activity of care leaver,2540,24
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,630,6
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,370,4
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,30,k
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time in training or employment,Activity of care leaver,960,9
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Total activity of care leavers,Activity of care leaver,10460,100
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Total gender,Gender,10460,100
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in apprenticeship,Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in education other than higher education,Activity of care leaver,2010,19
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in touch,LA in-touch with the care leaver,10460,100
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in training or employment,Activity of care leaver,2830,27
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Total information not known,Activity of care leaver,890,9
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,4080,39
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,200,2
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,170,2
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,180,2
2020,Reporting year,National,E92000001,England,20 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,140,1
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Female,Gender,4160,39
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,1800,17
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,670,6
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time in training or employment,Activity of care leaver,1840,17
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,690,6
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,9900,92
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,LA not in touch,Activity of care leaver,460,4
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Male,Gender,6590,61
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,540,5
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Owing to illness or disability,Activity of care leaver,810,8
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Owing to other reasons,Activity of care leaver,3060,28
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,670,6
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,320,3
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,20,k
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time in training or employment,Activity of care leaver,850,8
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Total activity of care leavers,Activity of care leaver,10750,100
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Total gender,Gender,10750,100
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in apprenticeship,Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in education other than higher education,Activity of care leaver,2110,20
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in touch,LA in-touch with the care leaver,10750,100
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in training or employment,Activity of care leaver,2690,25
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Total information not known,Activity of care leaver,730,7
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,4540,42
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,200,2
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,180,2
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,120,1
2021,Reporting year,National,E92000001,England,20 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,90,1
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Female,Gender,4020,36
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,1970,18
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,710,6
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,170,2
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time in training or employment,Activity of care leaver,z,z
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,1880,17
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,750,7
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,10460,93
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,LA not in touch,Activity of care leaver,450,4
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Male,Gender,7220,64
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,510,5
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Owing to illness or disability,Activity of care leaver,800,7
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Owing to other reasons,Activity of care leaver,2990,27
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,580,5
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,450,4
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,40,k
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,20,k
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time in training or employment,Activity of care leaver,z,z
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,930,8
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Total activity of care leavers,Activity of care leaver,11240,100
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Total gender,Gender,11240,100
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in apprenticeship,Activity of care leaver,190,2
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in education other than higher education,Activity of care leaver,2420,22
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in touch,LA in-touch with the care leaver,11240,100
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in training or employment,Activity of care leaver,z,z
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Total in training or employment (excl. apprenticeship),Activity of care leaver,2810,25
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Total information not known,Activity of care leaver,680,6
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,"Total not in education, training or employment",Activity of care leaver,4370,39
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Young person no longer requires services,LA in-touch with the care leaver,150,1
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Young person no longer requires services from LA,Activity of care leaver,140,1
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Young person refuses contact,LA in-touch with the care leaver,130,1
2022,Reporting year,National,E92000001,England,20 years,Care leavers group,Young person refuses contact from LA,Activity of care leaver,90,1
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Female,Gender,3960,39
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time education other than higher education,Activity of care leaver,2670,26
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time higher education i.e. studies beyond A level,Activity of care leaver,480,5
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time in an apprenticeship,Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time in training or employment,Activity of care leaver,1590,16
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Full-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,In higher education i.e. studies beyond A level,Activity of care leaver,510,5
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,In touch with Care Leaver,LA in-touch with the care leaver,9180,91
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,LA not in touch,Activity of care leaver,460,5
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Male,Gender,6120,61
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Not in touch with Care Leaver,LA in-touch with the care leaver,570,6
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Owing to illness or disability,Activity of care leaver,760,7
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Owing to other reasons,Activity of care leaver,2320,23
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Owing to pregnancy or parenting,Activity of care leaver,520,5
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time education other than higher education,Activity of care leaver,310,3
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time higher education i.e. studies beyond A level,Activity of care leaver,30,k
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time in an apprenticeship,Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time in training or employment,Activity of care leaver,660,7
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Part-time in training or employment (excl. apprenticeship),Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Total activity of care leavers,Activity of care leaver,10090,100
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Total gender,Gender,10090,100
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in apprenticeship,Activity of care leaver,z,z
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in education other than higher education,Activity of care leaver,2980,30
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in touch,LA in-touch with the care leaver,10090,100
2018,Reporting year,National,E92000001,England,19 years,Care leavers group,Total in training or employment,Activity of care leaver,2250,22
