time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,reason_for_change,number,percentage
2021,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Change to/Implementation of care plan,2920,38
2021,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Child requests placement to end,170,2
2021,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Custody,30,k
2021,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Other,2340,30
2021,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Resignation or closure of provision,20,k
2021,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Responsible/Area authority requests placement to end,110,1
2021,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Standards of care concern,40,1
2021,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,All Placements,8620,16
2021,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Allegation (s47),70,1
2021,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Approval removed,40,k
2021,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Carer requests placement end other than due to child's behaviour,580,7
2021,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Carer requests placement ends due to child's behaviour,1070,12
2021,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Change in the status of a placement only,1050,12
2021,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Change to/Implementation of care plan,2950,34
2021,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Child requests placement to end,310,4
2021,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Custody,70,1
2021,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Other,2200,25
2021,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Resignation or closure of provision,40,k
2021,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Responsible/Area authority requests placement to end,160,2
2021,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Standards of care concern,90,1
2021,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,All Placements,13090,24
2021,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Allegation (s47),130,1
2021,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Approval removed,80,1
2021,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Carer requests placement end other than due to child's behaviour,790,6
2021,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Carer requests placement ends due to child's behaviour,1550,12
2021,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Change in the status of a placement only,2140,16
2021,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Change to/Implementation of care plan,4310,33
2021,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Child requests placement to end,580,4
2021,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Custody,60,k
2021,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Other,2940,22
2021,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Resignation or closure of provision,90,1
2021,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Responsible/Area authority requests placement to end,220,2
2021,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Standards of care concern,200,2
2021,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,All Placements,9840,18
2021,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Allegation (s47),120,1
2021,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Approval removed,50,1
2021,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Carer requests placement end other than due to child's behaviour,480,5
2021,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Carer requests placement ends due to child's behaviour,930,9
2021,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Change in the status of a placement only,1750,18
2021,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Change to/Implementation of care plan,3870,39
2021,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Child requests placement to end,400,4
2021,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Custody,30,k
2021,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Other,1890,19
2021,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Resignation or closure of provision,100,1
2021,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Responsible/Area authority requests placement to end,130,1
2021,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Standards of care concern,100,1
2021,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,All Placements,8430,16
2021,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Allegation (s47),80,1
2021,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Approval removed,40,k
2021,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Carer requests placement end other than due to child's behaviour,370,4
2021,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Carer requests placement ends due to child's behaviour,620,7
2021,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Change in the status of a placement only,2070,24
2021,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Change to/Implementation of care plan,3100,37
2021,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Child requests placement to end,310,4
2021,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Custody,10,k
2021,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Other,1590,19
2021,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Resignation or closure of provision,70,1
2021,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Responsible/Area authority requests placement to end,90,1
2021,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Standards of care concern,90,1
2021,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,All Placements,2980,6
2021,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Allegation (s47),40,1
2021,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Approval removed,20,1
2021,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Carer requests placement end other than due to child's behaviour,130,4
2021,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Carer requests placement ends due to child's behaviour,210,7
2021,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Change in the status of a placement only,970,33
2021,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Change to/Implementation of care plan,870,29
2021,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Child requests placement to end,120,4
2021,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Custody,c,c
2021,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Other,500,17
2021,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Resignation or closure of provision,40,1
2021,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Responsible/Area authority requests placement to end,30,1
2021,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Standards of care concern,50,2
2021,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,All Placements,1850,3
2021,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Allegation (s47),30,1
2021,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Approval removed,20,1
2021,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Carer requests placement end other than due to child's behaviour,90,5
2021,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Carer requests placement ends due to child's behaviour,180,9
2021,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Change in the status of a placement only,630,34
2021,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Change to/Implementation of care plan,430,23
2021,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Child requests placement to end,100,5
2021,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Custody,c,c
2021,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Other,290,16
2021,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Resignation or closure of provision,30,2
2021,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Responsible/Area authority requests placement to end,20,1
2021,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Standards of care concern,30,2
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,All Placements,980,2
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Allegation (s47),40,4
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Approval removed,c,c
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Carer requests placement end other than due to child's behaviour,70,7
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Carer requests placement ends due to child's behaviour,100,10
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Change in the status of a placement only,330,33
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Change to/Implementation of care plan,200,20
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Child requests placement to end,50,5
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Custody,0,0
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Other,150,15
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Resignation or closure of provision,10,1
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Responsible/Area authority requests placement to end,10,1
2021,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Standards of care concern,20,2
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,All Placements,90,k
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Allegation (s47),c,c
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Approval removed,c,c
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Carer requests placement end other than due to child's behaviour,10,10
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Carer requests placement ends due to child's behaviour,10,8
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Change in the status of a placement only,20,23
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Change to/Implementation of care plan,20,24
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Child requests placement to end,c,c
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Custody,c,c
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Other,20,23
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Resignation or closure of provision,c,c
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Responsible/Area authority requests placement to end,0,0
2021,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Standards of care concern,c,c
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,All Placements,53620,100
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Allegation (s47),570,1
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Approval removed,320,1
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Carer requests placement end other than due to child's behaviour,2940,5
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Carer requests placement ends due to child's behaviour,5250,10
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Change in the status of a placement only,9930,19
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Change to/Implementation of care plan,18670,35
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Child requests placement to end,2040,4
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Custody,200,k
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Other,11930,22
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Resignation or closure of provision,390,1
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Responsible/Area authority requests placement to end,780,1
2021,Reporting year,National,E92000001,England,Duration of Placement,Total,Standards of care concern,610,1
2021,Reporting year,National,E92000001,England,Gender,Female,All Placements,24210,45
2021,Reporting year,National,E92000001,England,Gender,Female,Allegation (s47),260,1
2021,Reporting year,National,E92000001,England,Gender,Female,Approval removed,140,1
2021,Reporting year,National,E92000001,England,Gender,Female,Carer requests placement end other than due to child's behaviour,1400,6
2021,Reporting year,National,E92000001,England,Gender,Female,Carer requests placement ends due to child's behaviour,2240,9
2021,Reporting year,National,E92000001,England,Gender,Female,Change in the status of a placement only,4610,19
2021,Reporting year,National,E92000001,England,Gender,Female,Change to/Implementation of care plan,8440,35
2021,Reporting year,National,E92000001,England,Gender,Female,Child requests placement to end,1030,4
2021,Reporting year,National,E92000001,England,Gender,Female,Custody,10,k
2021,Reporting year,National,E92000001,England,Gender,Female,Other,5290,22
2021,Reporting year,National,E92000001,England,Gender,Female,Resignation or closure of provision,140,1
2021,Reporting year,National,E92000001,England,Gender,Female,Responsible/Area authority requests placement to end,360,1
2021,Reporting year,National,E92000001,England,Gender,Female,Standards of care concern,280,1
2021,Reporting year,National,E92000001,England,Gender,Male,All Placements,29410,55
2021,Reporting year,National,E92000001,England,Gender,Male,Allegation (s47),310,1
2021,Reporting year,National,E92000001,England,Gender,Male,Approval removed,180,1
2021,Reporting year,National,E92000001,England,Gender,Male,Carer requests placement end other than due to child's behaviour,1530,5
2021,Reporting year,National,E92000001,England,Gender,Male,Carer requests placement ends due to child's behaviour,3010,10
2021,Reporting year,National,E92000001,England,Gender,Male,Change in the status of a placement only,5320,18
2021,Reporting year,National,E92000001,England,Gender,Male,Change to/Implementation of care plan,10230,35
2021,Reporting year,National,E92000001,England,Gender,Male,Child requests placement to end,1000,3
2021,Reporting year,National,E92000001,England,Gender,Male,Custody,190,1
2021,Reporting year,National,E92000001,England,Gender,Male,Other,6640,23
2021,Reporting year,National,E92000001,England,Gender,Male,Resignation or closure of provision,250,1
2021,Reporting year,National,E92000001,England,Gender,Male,Responsible/Area authority requests placement to end,420,1
2021,Reporting year,National,E92000001,England,Gender,Male,Standards of care concern,330,1
2021,Reporting year,National,E92000001,England,Gender,Total,All Placements,53620,100
2021,Reporting year,National,E92000001,England,Gender,Total,Allegation (s47),570,1
2021,Reporting year,National,E92000001,England,Gender,Total,Approval removed,320,1
2021,Reporting year,National,E92000001,England,Gender,Total,Carer requests placement end other than due to child's behaviour,2940,5
2021,Reporting year,National,E92000001,England,Gender,Total,Carer requests placement ends due to child's behaviour,5250,10
2021,Reporting year,National,E92000001,England,Gender,Total,Change in the status of a placement only,9930,19
2021,Reporting year,National,E92000001,England,Gender,Total,Change to/Implementation of care plan,18670,35
2021,Reporting year,National,E92000001,England,Gender,Total,Child requests placement to end,2040,4
2021,Reporting year,National,E92000001,England,Gender,Total,Custody,200,k
2021,Reporting year,National,E92000001,England,Gender,Total,Other,11930,22
2021,Reporting year,National,E92000001,England,Gender,Total,Resignation or closure of provision,390,1
2021,Reporting year,National,E92000001,England,Gender,Total,Responsible/Area authority requests placement to end,780,1
2021,Reporting year,National,E92000001,England,Gender,Total,Standards of care concern,610,1
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,All Placements,33850,63
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Allegation (s47),440,1
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Approval removed,190,1
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Carer requests placement end other than due to child's behaviour,2320,7
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Carer requests placement ends due to child's behaviour,3300,10
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Change in the status of a placement only,7260,21
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Change to/Implementation of care plan,11580,34
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Child requests placement to end,1040,3
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Custody,30,k
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Other,6770,20
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Resignation or closure of provision,190,1
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Responsible/Area authority requests placement to end,380,1
2021,Reporting year,National,E92000001,England,Placement type,Foster placements,Standards of care concern,350,1
2021,Reporting year,National,E92000001,England,Placement type,Other placements,All Placements,1590,3
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Allegation (s47),10,1
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Approval removed,10,1
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Carer requests placement end other than due to child's behaviour,50,3
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Carer requests placement ends due to child's behaviour,60,4
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Change in the status of a placement only,580,36
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Change to/Implementation of care plan,460,29
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Child requests placement to end,50,3
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Custody,c,c
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Other,340,21
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Resignation or closure of provision,c,c
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Responsible/Area authority requests placement to end,20,1
2021,Reporting year,National,E92000001,England,Placement type,Other placements,Standards of care concern,10,1
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,All Placements,2070,4
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Allegation (s47),c,c
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Approval removed,c,c
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Carer requests placement end other than due to child's behaviour,60,3
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Carer requests placement ends due to child's behaviour,220,11
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Change in the status of a placement only,130,6
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Change to/Implementation of care plan,660,32
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Child requests placement to end,220,10
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Custody,20,1
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Other,680,33
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Resignation or closure of provision,30,1
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Responsible/Area authority requests placement to end,30,2
2021,Reporting year,National,E92000001,England,Placement type,Other placements in the community,Standards of care concern,c,c
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,All Placements,2790,5
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Allegation (s47),20,1
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Approval removed,30,1
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Carer requests placement end other than due to child's behaviour,80,3
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Carer requests placement ends due to child's behaviour,110,4
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Change in the status of a placement only,220,8
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Change to/Implementation of care plan,1320,47
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Child requests placement to end,30,1
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Custody,50,2
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Other,860,31
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Resignation or closure of provision,20,1
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Responsible/Area authority requests placement to end,40,1
2021,Reporting year,National,E92000001,England,Placement type,Other residential settings,Standards of care concern,30,1
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,All Placements,440,1
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Allegation (s47),0,0
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Approval removed,0,0
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Carer requests placement end other than due to child's behaviour,40,8
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Carer requests placement ends due to child's behaviour,10,3
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Change in the status of a placement only,150,34
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Change to/Implementation of care plan,170,40
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Child requests placement to end,0,0
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Custody,0,0
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Other,60,14
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Resignation or closure of provision,c,c
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Responsible/Area authority requests placement to end,c,c
2021,Reporting year,National,E92000001,England,Placement type,Placed for adoption,Standards of care concern,c,c
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,All Placements,3410,6
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Allegation (s47),50,1
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Approval removed,60,2
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Carer requests placement end other than due to child's behaviour,40,1
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Carer requests placement ends due to child's behaviour,100,3
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Change in the status of a placement only,990,29
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Change to/Implementation of care plan,1170,34
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Child requests placement to end,130,4
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Custody,10,k
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Other,660,19
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Resignation or closure of provision,c,c
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Responsible/Area authority requests placement to end,90,3
2021,Reporting year,National,E92000001,England,Placement type,Placed with parents or other person with parental responsibility,Standards of care concern,130,4
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,All Placements,30,k
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Allegation (s47),0,0
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Approval removed,0,0
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Carer requests placement end other than due to child's behaviour,0,0
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Carer requests placement ends due to child's behaviour,c,c
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Change in the status of a placement only,c,c
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Change to/Implementation of care plan,10,22
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Child requests placement to end,c,c
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Custody,0,0
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Other,20,47
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Resignation or closure of provision,0,0
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Responsible/Area authority requests placement to end,c,c
2021,Reporting year,National,E92000001,England,Placement type,Residential schools,Standards of care concern,0,0
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",All Placements,9440,18
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Allegation (s47),50,1
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Approval removed,30,k
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Carer requests placement end other than due to child's behaviour,360,4
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Carer requests placement ends due to child's behaviour,1440,15
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Change in the status of a placement only,600,6
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Change to/Implementation of care plan,3300,35
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Child requests placement to end,580,6
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Custody,90,1
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Other,2560,27
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Resignation or closure of provision,150,2
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Responsible/Area authority requests placement to end,210,2
2021,Reporting year,National,E92000001,England,Placement type,"Secure units, children’s homes and semi-independent living accommodation",Standards of care concern,100,1
2021,Reporting year,National,E92000001,England,Placement type,Total,All Placements,53620,100
2021,Reporting year,National,E92000001,England,Placement type,Total,Allegation (s47),570,1
2021,Reporting year,National,E92000001,England,Placement type,Total,Approval removed,320,1
2021,Reporting year,National,E92000001,England,Placement type,Total,Carer requests placement end other than due to child's behaviour,2940,5
2021,Reporting year,National,E92000001,England,Placement type,Total,Carer requests placement ends due to child's behaviour,5250,10
2021,Reporting year,National,E92000001,England,Placement type,Total,Change in the status of a placement only,9930,19
2021,Reporting year,National,E92000001,England,Placement type,Total,Change to/Implementation of care plan,18670,35
2021,Reporting year,National,E92000001,England,Placement type,Total,Child requests placement to end,2040,4
2021,Reporting year,National,E92000001,England,Placement type,Total,Custody,200,k
2021,Reporting year,National,E92000001,England,Placement type,Total,Other,11930,22
2021,Reporting year,National,E92000001,England,Placement type,Total,Resignation or closure of provision,390,1
2021,Reporting year,National,E92000001,England,Placement type,Total,Responsible/Area authority requests placement to end,780,1
2021,Reporting year,National,E92000001,England,Placement type,Total,Standards of care concern,610,1
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,All Placements,8280,14
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Allegation (s47),80,1
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Approval removed,60,1
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Carer requests placement end other than due to child's behaviour,470,6
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Carer requests placement ends due to child's behaviour,230,3
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Change in the status of a placement only,1720,21
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Change to/Implementation of care plan,3640,44
2020,Reporting year,National,E92000001,England,Age,1 to 4 years,Child requests placement to end,10,k
