"","Web.link","URN","Linked.Education.URN","Provision.type","Registration.date","Registration.status","Name","Address.1","Address.2","Town","County","Postcode","Ofsted.region","Government.Office.Region","Local.authority","Parliamentary.constituency","Sector","Places","Short.break.only.children.s.home","Multi.building.children.s.home","Organisation.which.owns.the.provider","Latest.full.inspection.event.type","Latest.full.inspection.date","Latest.full.inspection.publication.date","Latest.full.inspection.event.number","Overall.experiences.and.progress.of.children.and.young.people","Outcomes.in.education.and.related.learning.activities","Health.services","How.well.children.and.young.people.are.helped.and.protected","The.effectiveness.of.leaders.and.managers","X","X.1"
"322","Ofsted Social Care Provider Webpage","2558682",NA,"Children's home","14/02/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Shropshire","Shrewsbury and Atcham","Local Authority",2,"","","Shropshire Council","Full inspection","03/05/2022","10/06/2022",10224661,"Good","","","Good","Good",NA,NA
"323","Ofsted Social Care Provider Webpage","2561970",NA,"Children's home","13/01/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Cheshire East","Crewe and Nantwich","Private",3,"","","Unity Residential Care Services Limited","Full inspection","07/03/2023","21/04/2023",10224673,"Good","","","Good","Good",NA,NA
"324","Ofsted Social Care Provider Webpage","2563216",NA,"Children's home","21/11/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","North East Lincolnshire","Great Grimsby","Local Authority",4,"","","North East Lincolnshire Council","Full inspection","25/10/2022","09/12/2022",10252554,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"325","Ofsted Social Care Provider Webpage","2563530",NA,"Children's home","13/01/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Waltham Forest","Leyton and Wanstead","Local Authority",8,"","","London Borough Of Waltham Forest","Full inspection","22/02/2023","05/04/2023",10224681,"Good","","","Good","Requires improvement to be good",NA,NA
"326","Ofsted Social Care Provider Webpage","2563544",NA,"Children's home","20/02/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Rossendale and Darwen","Private",3,"","","Meadows Care Limited","Full inspection","18/05/2021","22/06/2021",10186794,"Requires improvement to be good","","","Requires improvement to be good","Inadequate",NA,NA
"327","Ofsted Social Care Provider Webpage","SC066428",NA,"Children's home","01/03/2006","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","Lancaster and Fleetwood","Private",5,"","","ROC Northwest Limited ","Full inspection","07/03/2023","19/04/2023",10222965,"Good","","","Good","Good",NA,NA
"328","Ofsted Social Care Provider Webpage","SC403850",NA,"Children's home","02/02/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Kent","Dartford","Local Authority",6,"Short-break-only children's home","","Kent County Council","Full inspection","15/12/2022","09/03/2023",10223221,"Good","","","Good","Good",NA,NA
"329","Ofsted Social Care Provider Webpage","SC403895",NA,"Children's home","15/12/2009","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Stoke-on-Trent","Stoke-on-Trent Central","Local Authority",2,"","","Stoke On Trent City Council","Full inspection","12/07/2022","26/08/2022",10223223,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"330","Ofsted Social Care Provider Webpage","SC411832",NA,"Children's home","27/01/2011","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Redbridge","Ilford North","Private",4,"","","Tulip Care Two Limited","Full inspection","03/12/2019","30/12/2019",10096438,"Good","","","Good","Requires improvement to be good",NA,NA
"331","Ofsted Social Care Provider Webpage","SC412175",NA,"Children's home","18/07/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Birmingham","Birmingham, Yardley","Private",4,"","","Cambian Childcare Ltd","Full inspection","24/08/2021","08/10/2021",10185856,"Good","","","Good","Good",NA,NA
"332","Ofsted Social Care Provider Webpage","SC414347",NA,"Children's home","06/08/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Coventry","Coventry South","Local Authority",4,"","","Coventry City Council","Full inspection","23/01/2023","28/02/2023",10223281,"Good","","","Good","Good",NA,NA
"333","Ofsted Social Care Provider Webpage","SC414516",NA,"Children's home","28/07/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Derbyshire","Derbyshire Dales","Private",3,"","","Blue Mountain Homes Ltd","Full inspection","01/03/2023","17/04/2023",10223282,"Outstanding","","","Outstanding","Outstanding",NA,NA
"334","Ofsted Social Care Provider Webpage","SC051856",NA,"Children's home","22/01/2004","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Wigan","Leigh","Local Authority",4,"Short-break-only children's home","","Wigan Council","Full inspection","11/01/2023","16/02/2023",10222812,"Outstanding","","","Outstanding","Outstanding",NA,NA
"335","Ofsted Social Care Provider Webpage","SC052946",NA,"Children's home","08/12/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Redbridge","Ilford North","Private",5,"","","Care 2 Share 2 Ltd","Full inspection","27/02/2023","11/04/2023",10222817,"Good","","","Good","Good",NA,NA
"336","Ofsted Social Care Provider Webpage","2594366",NA,"Children's home","20/10/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Stoke-on-Trent","Stoke-on-Trent South","Private",4,"","","Cambian Childcare Ltd","Full inspection","29/06/2022","08/09/2022",10224870,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"337","Ofsted Social Care Provider Webpage","2594539",NA,"Children's home","11/11/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","East Riding of Yorkshire","Beverley and Holderness","Private",4,"","","Cambian Childcare Ltd","Full inspection","12/10/2022","30/11/2022",10224871,"Good","","","Good","Good",NA,NA
"338","Ofsted Social Care Provider Webpage","2596897",NA,"Children's home","02/07/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Gateshead","Blaydon","Local Authority",3,"","","Gateshead Council","Full inspection","28/07/2022","21/09/2022",10224897,"Good","","","Good","Good",NA,NA
"339","Ofsted Social Care Provider Webpage","2596906",NA,"Children's home","19/08/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Southend on Sea","Rochford and Southend East","Private",4,"","","Indigo Children's Care Homes Ltd","Full inspection","12/04/2022","24/05/2022",10224898,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"340","Ofsted Social Care Provider Webpage","2597738",NA,"Children's home","30/06/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Wigan","Leigh","Private",1,"","","Social Care Services (Clayton) Limited","Full inspection","21/06/2022","02/08/2022",10224904,"Good","","","Good","Good",NA,NA
"341","Ofsted Social Care Provider Webpage","2598648",NA,"Children's home","04/08/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Leicestershire","Rutland and Melton","Private",3,"","","Footsteps to Futures Limited","Full inspection","03/05/2022","16/06/2022",10224909,"Outstanding","","","Outstanding","Outstanding",NA,NA
"342","Ofsted Social Care Provider Webpage","SC484830",NA,"Children's home","22/02/2015","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","South Staffordshire","Private",2,"","","Albrighton Care Limited","Full inspection","22/11/2022","30/12/2022",10223800,"Good","","","Good","Good",NA,NA
"343","Ofsted Social Care Provider Webpage","2664249",NA,"Children's home","21/12/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","East Sussex","Brighton, Kemptown","Private",2,"","","Sussex Children's Care LTD","Full inspection","27/09/2022","18/11/2022",10225268,"Outstanding","","","Outstanding","Outstanding",NA,NA
"344","Ofsted Social Care Provider Webpage","2666161",NA,"Children's home","13/05/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Lincolnshire","Sleaford and North Hykeham","Private",6,"","","Compass Childrens Homes Ltd","Full inspection","13/12/2022","07/02/2023",10242764,"Good","","","Good","Good",NA,NA
"345","Ofsted Social Care Provider Webpage","2667592",NA,"Children's home","13/01/2022","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Nottinghamshire","Ashfield","Private",2,"","","Homes 2 inspire","Full inspection","22/08/2022","27/09/2022",10238628,"Good","","","Good","Good",NA,NA
"346","Ofsted Social Care Provider Webpage","SC055153",NA,"Children's home","23/12/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Lancashire","West Lancashire","Private",3,"","","Thunderbolt Mobile Limited","Full inspection","07/03/2023","20/04/2023",10222821,"Good","","","Good","Good",NA,NA
"347","Ofsted Social Care Provider Webpage","SC056259",NA,"Children's home","25/06/2004","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","East Riding of Yorkshire","Beverley and Holderness","Private",6,"","","Pebbles Care Limited","Full inspection","24/01/2023","04/04/2023",10222822,"Requires improvement to be good","","","Requires improvement to be good","Good",NA,NA
"348","Ofsted Social Care Provider Webpage","SC057718",NA,"Children's home","14/06/2004","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Bolton","Bolton West","Voluntary",5,"","","The Together Trust","Full inspection","09/06/2022","18/07/2022",10222824,"Good","","","Good","Requires improvement to be good",NA,NA
"349","Ofsted Social Care Provider Webpage","SC058603",NA,"Children's home","07/03/2005","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Havering","Romford","Private",6,"","","Anna House Limited","Full inspection","28/02/2023","13/04/2023",10222826,"Good","","","Good","Requires improvement to be good",NA,NA
"350","Ofsted Social Care Provider Webpage","SC059717",NA,"Children's home","29/03/2007","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Wiltshire","Salisbury","Private",6,"","","Five Rivers Child Care Limited","Full inspection","17/08/2022","27/09/2022",10222834,"Good","","","Good","Good",NA,NA
"351","Ofsted Social Care Provider Webpage","SC417031",NA,"Children's home","03/12/2010","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Durham","North West Durham","Private",4,"","","Pathways Care Group","Full inspection","21/06/2022","01/08/2022",10223294,"Good","","","Good","Good",NA,NA
"352","Ofsted Social Care Provider Webpage","SC457182",NA,"Children's home","14/02/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Halton","Halton","Private",1,"","","Cambian Childcare Ltd","Full inspection","23/08/2022","03/10/2022",10223518,"Good","","","Good","Good",NA,NA
"353","Ofsted Social Care Provider Webpage","1249183",NA,"Children's home","24/04/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Bradford","Bradford South","Private",4,"","","Horizon Care and Education Group Limited","Full inspection","10/01/2023","13/02/2023",10224077,"Good","","","Good","Good",NA,NA
"354","Ofsted Social Care Provider Webpage","2538055",NA,"Children's home","23/08/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Somerset","Taunton Deane","Private",2,"","","Phoenix Learning & Care Holdings Limited","Full inspection","22/11/2022","12/01/2023",10224571,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"355","Ofsted Social Care Provider Webpage","2538785",NA,"Children's home","01/10/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Shropshire","Shrewsbury and Atcham","Voluntary",7,"Short-break-only children's home","","Action for Children","Full inspection","20/07/2021","13/09/2021",10185302,"Good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"356","Ofsted Social Care Provider Webpage","2539305",NA,"Children's home","26/07/2019","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Plymouth","Plymouth, Sutton and Devonport","Private",1,"","","South West Childcare Services","Full inspection","12/01/2023","22/02/2023",10224577,"Good","","","Good","Good",NA,NA
"357","Ofsted Social Care Provider Webpage","2541449",NA,"Children's home","13/01/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Cheshire East","Crewe and Nantwich","Voluntary",3,"","","Safe Places For Children Uk","Full inspection","09/01/2023","09/02/2023",10224589,"Good","","","Good","Requires improvement to be good",NA,NA
"358","Ofsted Social Care Provider Webpage","2563164",NA,"Children's home","24/04/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Halton","Halton","Private",2,"","","Future Focused Ltd","Full inspection","29/06/2022","10/08/2022",10224679,"Good","","","Good","Good",NA,NA
"359","Ofsted Social Care Provider Webpage","2566238",NA,"Children's home","18/02/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Croydon","Croydon Central","Private",3,"","","Jamores Limited","Full inspection","12/10/2021","19/11/2021",10185508,"Good","","","Good","Good",NA,NA
"360","Ofsted Social Care Provider Webpage","2567267",NA,"Children's home","18/03/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Brent","Brent North","Private",4,"","","Champion Children (NW London) Limited","Full inspection","12/10/2021","11/11/2021",10210099,"Good","","","Good","Good",NA,NA
"361","Ofsted Social Care Provider Webpage","2567806",NA,"Children's home","06/05/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","North Yorkshire","Selby and Ainsty","Private",2,"","","Laska Care And Education Ltd","Full inspection","14/06/2022","10/08/2022",10224701,"Requires improvement to be good","","","Requires improvement to be good","Inadequate",NA,NA
"362","Ofsted Social Care Provider Webpage","2568010",NA,"Children's home","13/03/2020","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Somerset","Taunton Deane","Private",4,"","","Keys Cwc Ltd","Full inspection","23/08/2022","04/10/2022",10224702,"Good","","","Good","Good",NA,NA
"363","Ofsted Social Care Provider Webpage","2613829",NA,"Children's home","15/02/2021","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Nottinghamshire","Newark","Private",4,"","","Abbey Green Therapeutic Children's Services Ltd","Full inspection","06/04/2022","30/05/2022",10224992,"Outstanding","","","Good","Good",NA,NA
"364","Ofsted Social Care Provider Webpage","SC488930",NA,"Children's home","28/07/2015","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Leicester","Leicester West","Private",6,"","","United Children's Services Limited","Full inspection","06/09/2022","13/10/2022",10223827,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"365","Ofsted Social Care Provider Webpage","SC488943",NA,"Children's home","22/07/2015","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","Stone","Private",4,"","","Unity Residential Care Services Limited","Full inspection","21/02/2022","04/04/2022",10185233,"Good","","","Good","Good",NA,NA
"366","Ofsted Social Care Provider Webpage","SC490365",NA,"Children's home","05/05/2015","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Hackney","Hackney North and Stoke Newington","Private",8,"","","Bayis Sheli Limited","Full inspection","14/02/2023","28/03/2023",10223846,"Outstanding","","","Good","Outstanding",NA,NA
"367","Ofsted Social Care Provider Webpage","1159385",NA,"Children's home","14/06/2016","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Shropshire","North Shropshire","Private",4,"","","Cambian Childcare Ltd","Full inspection","19/10/2021","09/12/2021",10186121,"Good","","","Good","Requires improvement to be good",NA,NA
"368","Ofsted Social Care Provider Webpage","1183136",NA,"Children's home","09/09/2015","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Nottingham","Nottingham North","Voluntary",2,"","","YMCA Robin Hood Group","Full inspection","01/11/2022","19/12/2022",10223869,"Outstanding","","","Outstanding","Outstanding",NA,NA
"369","Ofsted Social Care Provider Webpage","1183173",NA,"Children's home","09/11/2015","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","North Northamptonshire","Wellingborough","Private",4,"","","TLC Youth Care Ltd","Full inspection","16/08/2022","23/09/2022",10223870,"Good","","","Good","Outstanding",NA,NA
"370","Ofsted Social Care Provider Webpage","1271587",NA,"Children's home","06/04/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Herefordshire","Hereford and South Herefordshire","Private",4,"","","Greenfields Adolescent Development Limited","Full inspection","11/01/2023","28/02/2023",10224272,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"371","Ofsted Social Care Provider Webpage","1256658",NA,"Children's home","04/07/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Halton","Halton","Private",2,"","","Lytham Care Limited","Full inspection","05/04/2022","23/05/2022",10224149,"Good","","","Good","Good",NA,NA
"372","Ofsted Social Care Provider Webpage","1257182",NA,"Children's home","24/08/2017","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Barnet","Hendon","Private",2,"","","Curam Domi Solutions Ltd","Full inspection","07/12/2022","25/01/2023",10224161,"Good","","","Good","Requires improvement to be good",NA,NA
"373","Ofsted Social Care Provider Webpage","SC032083",NA,"Children's home","27/06/2002","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Cheshire West and Chester","Tatton","Private",3,"","","Castle Homes Care Limited","Full inspection","13/09/2022","20/10/2022",10222589,"Good","","","Good","Good",NA,NA
"374","Ofsted Social Care Provider Webpage","SC032600",NA,"Children's home","01/08/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Hounslow","Feltham and Heston","Local Authority",6,"","","London Borough of Hounslow","Full inspection","28/02/2023","04/04/2023",10222601,"Outstanding","","","Outstanding","Outstanding",NA,NA
"375","Ofsted Social Care Provider Webpage","SC033120",NA,"Children's home","08/01/2004","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Luton","Luton South","Local Authority",5,"Short-break-only children's home","","Luton Borough Council","Full inspection","06/04/2022","20/05/2022",10222606,"Good","","","Good","Good",NA,NA
"376","Ofsted Social Care Provider Webpage","SC065072",NA,"Children's home","24/08/2005","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Rochdale","Rochdale","Private",2,"","","Time-Out Childrens Homes Limited","Full inspection","08/08/2022","26/09/2022",10222928,"Good","","","Good","Good",NA,NA
"377","Ofsted Social Care Provider Webpage","SC386134",NA,"Children's home","17/12/2008","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Greenwich","Greenwich and Woolwich","Private",4,"","","Esland South Limited","Full inspection","28/07/2021","08/09/2021",10185467,"Good","","","Good","Good",NA,NA
"378","Ofsted Social Care Provider Webpage","SC386522",NA,"Children's home","15/01/2009","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Warrington","Warrington North","Private",3,"","","Keys Education Ltd","Full inspection","13/12/2022","25/01/2023",10223139,"Good","","","Good","Good",NA,NA
"379","Ofsted Social Care Provider Webpage","SC388991",NA,"Children's home","30/01/2009","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Sandwell","Warley","Private",2,"","","Cambian Childcare Ltd","Full inspection","10/01/2023","23/02/2023",10223146,"Good","","","Good","Good",NA,NA
"380","Ofsted Social Care Provider Webpage","SC389183",NA,"Children's home","05/02/2009","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Southampton","Southampton, Test","Private",3,"","","Keys Group Progressive Care & Education Limited","Full inspection","30/06/2021","31/08/2021",10185404,"Outstanding","","","Outstanding","Good",NA,NA
"381","Ofsted Social Care Provider Webpage","SC457308",NA,"Children's home","20/01/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","East Riding of Yorkshire","Haltemprice and Howden","Private",5,"","","Cambian Childcare Ltd","Full inspection","08/06/2022","26/07/2022",10223523,"Good","","","Requires improvement to be good","Good",NA,NA
"382","Ofsted Social Care Provider Webpage","SC457327",NA,"Children's home","22/02/2013","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South West","South West","Somerset","Somerton and Frome","Private",3,"","","Cambian Childcare Ltd","Full inspection","30/08/2022","05/10/2022",10240061,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"383","Ofsted Social Care Provider Webpage","SC457780",NA,"Children's home","07/12/2012","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","London","London","Brent","Brent North","Local Authority",8,"Short-break-only children's home","","London Borough of Brent","Full inspection","02/11/2021","10/12/2021",10185077,"Outstanding","","","Good","Outstanding",NA,NA
"384","Ofsted Social Care Provider Webpage","1277158",NA,"Children's home","28/06/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Blackpool","Blackpool North and Cleveleys","Private",2,"","","Oaktree Childcare Ltd","Full inspection","13/09/2022","20/10/2022",10224310,"Good","","","Good","Good",NA,NA
"385","Ofsted Social Care Provider Webpage","1277453",NA,"Children's home","12/07/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Buckinghamshire","Aylesbury","Local Authority",5,"","","Buckinghamshire Council","Full inspection","17/01/2023","16/02/2023",10224313,"Good","","","Good","Good",NA,NA
"386","Ofsted Social Care Provider Webpage","1277479",NA,"Children's home","04/07/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","North Northamptonshire","Wellingborough","Private",2,"","","Good News Nwk Ltd","Full inspection","11/04/2022","24/05/2022",10224314,"Good","","","Good","Good",NA,NA
"387","Ofsted Social Care Provider Webpage","1278017",NA,"Children's home","02/11/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East of England","East of England","Norfolk","Mid Norfolk","Private",8,"","","Aspris Children's Services Limited","Full inspection","11/05/2022","24/06/2022",10224322,"Good","","","Good","Good",NA,NA
"388","Ofsted Social Care Provider Webpage","1280629",NA,"Children's home","01/08/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Staffordshire","Staffordshire Moorlands","Private",3,"","","Cambian Childcare Ltd","Full inspection","14/12/2021","28/01/2022",10185157,"Good","","","Good","Good",NA,NA
"389","Ofsted Social Care Provider Webpage","2484055",NA,"Children's home","21/08/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Lincolnshire","Grantham and Stamford","Private",4,"","","The Place Young People's Company","Full inspection","07/12/2022","23/01/2023",10224350,"Good","","","Good","Good",NA,NA
"390","Ofsted Social Care Provider Webpage","2484180",NA,"Children's home","19/10/2018","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","West Midlands","West Midlands","Telford and Wrekin","Telford","Private",2,"","","Bryn Melyn Care Limited","Full inspection","15/06/2022","26/07/2022",10224351,"Good","","","Good","Good",NA,NA
"391","Ofsted Social Care Provider Webpage","SC036732",NA,"Children's home","07/02/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Nottinghamshire","Sherwood","Local Authority",8,"Short-break-only children's home","","Nottinghamshire County Council","Full inspection","06/10/2022","14/11/2022",10222702,"Good","","","Good","Good",NA,NA
"392","Ofsted Social Care Provider Webpage","SC033367",NA,"Children's home","07/10/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Kirklees","Batley and Spen","Local Authority",4,"","","Kirklees Council","Full inspection","18/07/2022","21/09/2022",10222612,"Inadequate","","","Inadequate","Inadequate",NA,NA
"393","Ofsted Social Care Provider Webpage","SC033642",NA,"Children's home","27/02/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Newcastle upon Tyne","Newcastle upon Tyne Central","Local Authority",6,"","","Newcastle City Council","Full inspection","25/05/2022","06/07/2022",10222621,"Good","","","Good","Good",NA,NA
"394","Ofsted Social Care Provider Webpage","SC033657",NA,"Children's home","10/07/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","Yorkshire and The Humber","Leeds","Leeds North East","Local Authority",5,"","","Leeds City Council","Full inspection","27/07/2021","26/08/2021",10186251,"Good","","","Good","Good",NA,NA
"395","Ofsted Social Care Provider Webpage","SC033817",NA,"Children's home","18/10/2002","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","North Northamptonshire","Kettering","Private",4,"","","Keys Direct Care Limited","Full inspection","08/03/2023","24/04/2023",10222627,"Outstanding","","","Good","Outstanding",NA,NA
"396","Ofsted Social Care Provider Webpage","SC033840",NA,"Children's home","29/04/2003","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North East, Yorkshire and the Humber","North East","Middlesbrough","Middlesbrough","Local Authority",9,"Short-break-only children's home","","Middlesbrough Borough Council","Full inspection","03/01/2023","14/02/2023",10222628,"Good","","","Good","Good",NA,NA
"397","Ofsted Social Care Provider Webpage","SC062536",NA,"Children's home","20/01/2005","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","East Midlands","East Midlands","Derbyshire","High Peak","Local Authority",6,"","","Derbyshire County Council","Full inspection","27/09/2022","15/11/2022",10246783,"Requires improvement to be good","","","Requires improvement to be good","Requires improvement to be good",NA,NA
"398","Ofsted Social Care Provider Webpage","SC062674",NA,"Children's home","10/02/2006","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","North West","North West","Liverpool","Liverpool, West Derby","Private",4,"","","Considerate Care Limited","Full inspection","06/12/2022","01/02/2023",10222878,"Good","","","Good","Good",NA,NA
"399","Ofsted Social Care Provider Webpage","SC063767",NA,"Children's home","22/06/2005","Active","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","REDACTED","South East","South East","Hampshire","New Forest East","Private",4,"","","New Forest Care Ltd","Full inspection","15/02/2022","08/04/2022",10185916,"Outstanding","","","Good","Outstanding",NA,NA
