time_period,time_identifier,geographic_level,country_code,country_name,placement_duration,placement_group,number,percentage
2021,Reporting year,National,E92000001,England,From 1 year to under 2 years,Foster placements,11320,21
2021,Reporting year,National,E92000001,England,From 1 year to under 2 years,Independent and semi-independent living arrangements/ supported accommodation,1940,14
2021,Reporting year,National,E92000001,England,From 1 year to under 2 years,Other placement,100,5
2021,Reporting year,National,E92000001,England,From 1 year to under 2 years,Other residential settings,140,4
2021,Reporting year,National,E92000001,England,From 1 year to under 2 years,Placed for adoption,600,19
2021,Reporting year,National,E92000001,England,From 1 year to under 2 years,Placed with parents or other persons with parental responsibility,1230,17
2021,Reporting year,National,E92000001,England,From 1 year to under 2 years,Residential schools,20,21
2021,Reporting year,National,E92000001,England,From 1 year to under 2 years,Secure homes and children's homes,1360,20
2021,Reporting year,National,E92000001,England,From 2 years to under 5 years,All placements,11250,12
2021,Reporting year,National,E92000001,England,From 2 years to under 5 years,Foster placements,8880,16
2021,Reporting year,National,E92000001,England,From 2 years to under 5 years,Independent and semi-independent living arrangements/ supported accommodation,50,k
2021,Reporting year,National,E92000001,England,From 2 years to under 5 years,Other placement,20,1
2021,Reporting year,National,E92000001,England,From 2 years to under 5 years,Other residential settings,60,2
2021,Reporting year,National,E92000001,England,From 2 years to under 5 years,Placed for adoption,70,2
2021,Reporting year,National,E92000001,England,From 2 years to under 5 years,Placed with parents or other persons with parental responsibility,850,12
2021,Reporting year,National,E92000001,England,From 2 years to under 5 years,Residential schools,10,20
2021,Reporting year,National,E92000001,England,From 2 years to under 5 years,Secure homes and children's homes,1310,20
2021,Reporting year,National,E92000001,England,From 3 months to under 6 months,All placements,13670,15
2021,Reporting year,National,E92000001,England,From 3 months to under 6 months,Foster placements,6910,13
2021,Reporting year,National,E92000001,England,From 3 months to under 6 months,Independent and semi-independent living arrangements/ supported accommodation,2800,21
2021,Reporting year,National,E92000001,England,From 3 months to under 6 months,Other placement,310,14
2021,Reporting year,National,E92000001,England,From 3 months to under 6 months,Other residential settings,740,20
2021,Reporting year,National,E92000001,England,From 3 months to under 6 months,Placed for adoption,580,19
2021,Reporting year,National,E92000001,England,From 3 months to under 6 months,Placed with parents or other persons with parental responsibility,1300,18
2021,Reporting year,National,E92000001,England,From 3 months to under 6 months,Residential schools,10,16
2021,Reporting year,National,E92000001,England,From 3 months to under 6 months,Secure homes and children's homes,1030,15
2021,Reporting year,National,E92000001,England,From 5 years and over,All placements,2260,2
2021,Reporting year,National,E92000001,England,From 5 years and over,Foster placements,2070,4
2021,Reporting year,National,E92000001,England,From 5 years and over,Independent and semi-independent living arrangements/ supported accommodation,0,0
2021,Reporting year,National,E92000001,England,From 5 years and over,Other placement,c,c
2021,Reporting year,National,E92000001,England,From 5 years and over,Other residential settings,c,c
2021,Reporting year,National,E92000001,England,From 5 years and over,Placed for adoption,c,c
2021,Reporting year,National,E92000001,England,From 5 years and over,Placed with parents or other persons with parental responsibility,50,1
2021,Reporting year,National,E92000001,England,From 5 years and over,Residential schools,c,c
2021,Reporting year,National,E92000001,England,From 5 years and over,Secure homes and children's homes,130,2
2021,Reporting year,National,E92000001,England,From 6 months to under 1 year,All placements,18320,20
2021,Reporting year,National,E92000001,England,From 6 months to under 1 year,Foster placements,10420,19
2021,Reporting year,National,E92000001,England,From 6 months to under 1 year,Independent and semi-independent living arrangements/ supported accommodation,3090,23
2021,Reporting year,National,E92000001,England,From 6 months to under 1 year,Other placement,270,12
2021,Reporting year,National,E92000001,England,From 6 months to under 1 year,Other residential settings,380,10
2021,Reporting year,National,E92000001,England,From 6 months to under 1 year,Placed for adoption,1640,53
2021,Reporting year,National,E92000001,England,From 6 months to under 1 year,Placed with parents or other persons with parental responsibility,1300,18
2021,Reporting year,National,E92000001,England,From 6 months to under 1 year,Residential schools,10,19
2021,Reporting year,National,E92000001,England,From 6 months to under 1 year,Secure homes and children's homes,1220,18
2021,Reporting year,National,E92000001,England,From 8 days to under 1 month,All placements,8770,10
2021,Reporting year,National,E92000001,England,From 8 days to under 1 month,Foster placements,4570,8
2021,Reporting year,National,E92000001,England,From 8 days to under 1 month,Independent and semi-independent living arrangements/ supported accommodation,1800,13
2021,Reporting year,National,E92000001,England,From 8 days to under 1 month,Other placement,520,25
2021,Reporting year,National,E92000001,England,From 8 days to under 1 month,Other residential settings,670,18
2021,Reporting year,National,E92000001,England,From 8 days to under 1 month,Placed for adoption,40,1
2021,Reporting year,National,E92000001,England,From 8 days to under 1 month,Placed with parents or other persons with parental responsibility,670,10
2021,Reporting year,National,E92000001,England,From 8 days to under 1 month,Residential schools,c,c
2021,Reporting year,National,E92000001,England,From 8 days to under 1 month,Secure homes and children's homes,490,7
2021,Reporting year,National,E92000001,England,Median duration (days),All placements,208,z
2021,Reporting year,National,E92000001,England,Median duration (days),Foster placements,268,z
2021,Reporting year,National,E92000001,England,Median duration (days),Independent and semi-independent living arrangements/ supported accommodation,123,z
2021,Reporting year,National,E92000001,England,Median duration (days),Other placement,34,z
2021,Reporting year,National,E92000001,England,Median duration (days),Other residential settings,55,z
2021,Reporting year,National,E92000001,England,Median duration (days),Placed for adoption,252,z
2021,Reporting year,National,E92000001,England,Median duration (days),Placed with parents or other persons with parental responsibility,175,z
2021,Reporting year,National,E92000001,England,Median duration (days),Residential schools,310,z
2021,Reporting year,National,E92000001,England,Median duration (days),Secure homes and children's homes,272,z
2020,Reporting year,National,E92000001,England,1 to 7 days,All placements,9270,10
2020,Reporting year,National,E92000001,England,1 to 7 days,Foster placements,6250,10
2020,Reporting year,National,E92000001,England,1 to 7 days,Independent and semi-independent living arrangements/ supported accommodation,960,7
2020,Reporting year,National,E92000001,England,1 to 7 days,Other placement,440,23
2020,Reporting year,National,E92000001,England,1 to 7 days,Other residential settings,890,22
2020,Reporting year,National,E92000001,England,1 to 7 days,Placed for adoption,30,1
2020,Reporting year,National,E92000001,England,1 to 7 days,Placed with parents or other persons with parental responsibility,330,5
2020,Reporting year,National,E92000001,England,1 to 7 days,Residential schools,10,12
2020,Reporting year,National,E92000001,England,1 to 7 days,Secure homes and children's homes,380,5
2020,Reporting year,National,E92000001,England,All placements,All placements,97010,100
2020,Reporting year,National,E92000001,England,All placements,Foster placements,59800,62
2020,Reporting year,National,E92000001,England,All placements,Independent and semi-independent living arrangements/ supported accommodation,13650,14
2020,Reporting year,National,E92000001,England,All placements,Other placement,1910,2
2020,Reporting year,National,E92000001,England,All placements,Other residential settings,3980,4
2020,Reporting year,National,E92000001,England,All placements,Placed for adoption,3650,4
2020,Reporting year,National,E92000001,England,All placements,Placed with parents or other persons with parental responsibility,6920,7
2020,Reporting year,National,E92000001,England,All placements,Residential schools,90,k
2020,Reporting year,National,E92000001,England,All placements,Secure homes and children's homes,7010,7
2020,Reporting year,National,E92000001,England,Average duration (days),All placements,369,z
2020,Reporting year,National,E92000001,England,Average duration (days),Foster placements,448,z
2020,Reporting year,National,E92000001,England,Average duration (days),Independent and semi-independent living arrangements/ supported accommodation,169,z
2020,Reporting year,National,E92000001,England,Average duration (days),Other placement,94,z
2020,Reporting year,National,E92000001,England,Average duration (days),Other residential settings,105,z
2020,Reporting year,National,E92000001,England,Average duration (days),Placed for adoption,245,z
2020,Reporting year,National,E92000001,England,Average duration (days),Placed with parents or other persons with parental responsibility,326,z
2020,Reporting year,National,E92000001,England,Average duration (days),Residential schools,445,z
2020,Reporting year,National,E92000001,England,Average duration (days),Secure homes and children's homes,413,z
2020,Reporting year,National,E92000001,England,From 1 month to under 3 months,All placements,13950,14
2020,Reporting year,National,E92000001,England,From 1 month to under 3 months,Foster placements,6770,11
2020,Reporting year,National,E92000001,England,From 1 month to under 3 months,Independent and semi-independent living arrangements/ supported accommodation,3180,23
2020,Reporting year,National,E92000001,England,From 1 month to under 3 months,Other placement,420,22
2020,Reporting year,National,E92000001,England,From 1 month to under 3 months,Other residential settings,960,24
2020,Reporting year,National,E92000001,England,From 1 month to under 3 months,Placed for adoption,200,5
2020,Reporting year,National,E92000001,England,From 1 month to under 3 months,Placed with parents or other persons with parental responsibility,1330,19
2020,Reporting year,National,E92000001,England,From 1 month to under 3 months,Residential schools,10,16
2020,Reporting year,National,E92000001,England,From 1 month to under 3 months,Secure homes and children's homes,1080,15
2020,Reporting year,National,E92000001,England,From 1 year to under 2 years,All placements,15970,16
2020,Reporting year,National,E92000001,England,From 1 year to under 2 years,Foster placements,11070,19
2020,Reporting year,National,E92000001,England,From 1 year to under 2 years,Independent and semi-independent living arrangements/ supported accommodation,1740,13
2020,Reporting year,National,E92000001,England,From 1 year to under 2 years,Other placement,70,4
2020,Reporting year,National,E92000001,England,From 1 year to under 2 years,Other residential settings,140,4
2020,Reporting year,National,E92000001,England,From 1 year to under 2 years,Placed for adoption,430,12
2020,Reporting year,National,E92000001,England,From 1 year to under 2 years,Placed with parents or other persons with parental responsibility,1140,16
2020,Reporting year,National,E92000001,England,From 1 year to under 2 years,Residential schools,10,16
2020,Reporting year,National,E92000001,England,From 1 year to under 2 years,Secure homes and children's homes,1360,19
2020,Reporting year,National,E92000001,England,From 2 years to under 5 years,All placements,10480,11
2020,Reporting year,National,E92000001,England,From 2 years to under 5 years,Foster placements,8260,14
2020,Reporting year,National,E92000001,England,From 2 years to under 5 years,Independent and semi-independent living arrangements/ supported accommodation,30,k
2020,Reporting year,National,E92000001,England,From 2 years to under 5 years,Other placement,10,1
2020,Reporting year,National,E92000001,England,From 2 years to under 5 years,Other residential settings,70,2
2020,Reporting year,National,E92000001,England,From 2 years to under 5 years,Placed for adoption,50,1
2020,Reporting year,National,E92000001,England,From 2 years to under 5 years,Placed with parents or other persons with parental responsibility,830,12
2020,Reporting year,National,E92000001,England,From 2 years to under 5 years,Residential schools,10,14
2020,Reporting year,National,E92000001,England,From 2 years to under 5 years,Secure homes and children's homes,1220,17
2020,Reporting year,National,E92000001,England,From 3 months to under 6 months,All placements,15450,16
2020,Reporting year,National,E92000001,England,From 3 months to under 6 months,Foster placements,7990,13
2020,Reporting year,National,E92000001,England,From 3 months to under 6 months,Independent and semi-independent living arrangements/ supported accommodation,2900,21
2020,Reporting year,National,E92000001,England,From 3 months to under 6 months,Other placement,340,18
2020,Reporting year,National,E92000001,England,From 3 months to under 6 months,Other residential settings,750,19
2020,Reporting year,National,E92000001,England,From 3 months to under 6 months,Placed for adoption,1050,29
2020,Reporting year,National,E92000001,England,From 3 months to under 6 months,Placed with parents or other persons with parental responsibility,1300,19
2020,Reporting year,National,E92000001,England,From 3 months to under 6 months,Residential schools,10,12
2020,Reporting year,National,E92000001,England,From 3 months to under 6 months,Secure homes and children's homes,1130,16
2020,Reporting year,National,E92000001,England,From 5 years and over,All placements,2830,3
2020,Reporting year,National,E92000001,England,From 5 years and over,Foster placements,2610,4
2020,Reporting year,National,E92000001,England,From 5 years and over,Independent and semi-independent living arrangements/ supported accommodation,0,0
2020,Reporting year,National,E92000001,England,From 5 years and over,Other placement,c,c
2020,Reporting year,National,E92000001,England,From 5 years and over,Other residential settings,c,c
2020,Reporting year,National,E92000001,England,From 5 years and over,Placed for adoption,c,c
2020,Reporting year,National,E92000001,England,From 5 years and over,Placed with parents or other persons with parental responsibility,70,1
2020,Reporting year,National,E92000001,England,From 5 years and over,Residential schools,c,c
2020,Reporting year,National,E92000001,England,From 5 years and over,Secure homes and children's homes,140,2
2020,Reporting year,National,E92000001,England,From 6 months to under 1 year,All placements,19200,20
2020,Reporting year,National,E92000001,England,From 6 months to under 1 year,Foster placements,11150,19
2020,Reporting year,National,E92000001,England,From 6 months to under 1 year,Independent and semi-independent living arrangements/ supported accommodation,3150,23
2020,Reporting year,National,E92000001,England,From 6 months to under 1 year,Other placement,210,11
2020,Reporting year,National,E92000001,England,From 6 months to under 1 year,Other residential settings,390,10
2020,Reporting year,National,E92000001,England,From 6 months to under 1 year,Placed for adoption,1860,51
2020,Reporting year,National,E92000001,England,From 6 months to under 1 year,Placed with parents or other persons with parental responsibility,1240,18
2020,Reporting year,National,E92000001,England,From 6 months to under 1 year,Residential schools,20,20
2020,Reporting year,National,E92000001,England,From 6 months to under 1 year,Secure homes and children's homes,1180,17
2020,Reporting year,National,E92000001,England,From 8 days to under 1 month,All placements,9860,10
2020,Reporting year,National,E92000001,England,From 8 days to under 1 month,Foster placements,5710,10
2020,Reporting year,National,E92000001,England,From 8 days to under 1 month,Independent and semi-independent living arrangements/ supported accommodation,1700,12
2020,Reporting year,National,E92000001,England,From 8 days to under 1 month,Other placement,440,23
2020,Reporting year,National,E92000001,England,From 8 days to under 1 month,Other residential settings,780,20
2020,Reporting year,National,E92000001,England,From 8 days to under 1 month,Placed for adoption,30,1
2020,Reporting year,National,E92000001,England,From 8 days to under 1 month,Placed with parents or other persons with parental responsibility,680,10
2020,Reporting year,National,E92000001,England,From 8 days to under 1 month,Residential schools,c,c
2020,Reporting year,National,E92000001,England,From 8 days to under 1 month,Secure homes and children's homes,530,8
2020,Reporting year,National,E92000001,England,Median duration (days),All placements,182,z
2020,Reporting year,National,E92000001,England,Median duration (days),Foster placements,225,z
2020,Reporting year,National,E92000001,England,Median duration (days),Independent and semi-independent living arrangements/ supported accommodation,119,z
2020,Reporting year,National,E92000001,England,Median duration (days),Other placement,38,z
2020,Reporting year,National,E92000001,England,Median duration (days),Other residential settings,49,z
2020,Reporting year,National,E92000001,England,Median duration (days),Placed for adoption,214,z
2020,Reporting year,National,E92000001,England,Median duration (days),Placed with parents or other persons with parental responsibility,169,z
2020,Reporting year,National,E92000001,England,Median duration (days),Residential schools,219,z
2020,Reporting year,National,E92000001,England,Median duration (days),Secure homes and children's homes,231,z
