time_period,time_identifier,geographic_level,country_code,country_name,population_group,characteristic,placement_stability,number,percentage
2023,Reporting year,National,E92000001,England,Placement,Other residential settings,Living with the same carer for at least 2 years,30,20
2023,Reporting year,National,E92000001,England,Placement,Other residential settings,Not living with the same carer for at least 2 years,120,80
2023,Reporting year,National,E92000001,England,Placement,Other residential settings,Total children,150,100
2023,Reporting year,National,E92000001,England,Placement,Placed for adoption,Living with the same carer for at least 2 years,540,78
2023,Reporting year,National,E92000001,England,Placement,Placed for adoption,Not living with the same carer for at least 2 years,160,22
2023,Reporting year,National,E92000001,England,Placement,Placed for adoption,Total children,700,100
2023,Reporting year,National,E92000001,England,Placement,Placed with parents or other person with parental responsibility,Living with the same carer for at least 2 years,1070,46
2023,Reporting year,National,E92000001,England,Placement,Placed with parents or other person with parental responsibility,Not living with the same carer for at least 2 years,1250,54
2023,Reporting year,National,E92000001,England,Placement,Placed with parents or other person with parental responsibility,Total children,2310,100
2023,Reporting year,National,E92000001,England,Placement,Residential schools,Living with the same carer for at least 2 years,20,73
2023,Reporting year,National,E92000001,England,Placement,Residential schools,Not living with the same carer for at least 2 years,10,27
2023,Reporting year,National,E92000001,England,Placement,Residential schools,Total children,20,100
2023,Reporting year,National,E92000001,England,Placement,Secure homes and children's homes,Living with the same carer for at least 2 years,910,32
2023,Reporting year,National,E92000001,England,Placement,Secure homes and children's homes,Not living with the same carer for at least 2 years,1950,68
2023,Reporting year,National,E92000001,England,Placement,Secure homes and children's homes,Total children,2860,100
2023,Reporting year,National,E92000001,England,Placement,Total children,Living with the same carer for at least 2 years,20210,68
2023,Reporting year,National,E92000001,England,Placement,Total children,Not living with the same carer for at least 2 years,9380,32
2023,Reporting year,National,E92000001,England,Placement,Total children,Total children,29600,100
2023,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,Living with the same carer for at least 2 years,20180,68
2023,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,Not living with the same carer for at least 2 years,9380,32
2023,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,Total children,29560,100
2023,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Total children,Living with the same carer for at least 2 years,20210,68
2023,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Total children,Not living with the same carer for at least 2 years,9380,32
2023,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Total children,Total children,29600,100
2023,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,Living with the same carer for at least 2 years,30,83
2023,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,Not living with the same carer for at least 2 years,10,17
2023,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,Total children,40,100
2022,Reporting year,National,E92000001,England,Age group,1 to 4 years,Living with the same carer for at least 2 years,1210,67
2022,Reporting year,National,E92000001,England,Age group,1 to 4 years,Not living with the same carer for at least 2 years,610,33
2022,Reporting year,National,E92000001,England,Age group,1 to 4 years,Total children,1820,100
2022,Reporting year,National,E92000001,England,Age group,10 to 15 years,Living with the same carer for at least 2 years,14610,71
2022,Reporting year,National,E92000001,England,Age group,10 to 15 years,Not living with the same carer for at least 2 years,6110,29
2022,Reporting year,National,E92000001,England,Age group,10 to 15 years,Total children,20720,100
2022,Reporting year,National,E92000001,England,Age group,5 to 9 years,Living with the same carer for at least 2 years,5020,72
2022,Reporting year,National,E92000001,England,Age group,5 to 9 years,Not living with the same carer for at least 2 years,1950,28
2022,Reporting year,National,E92000001,England,Age group,5 to 9 years,Total children,6970,100
2022,Reporting year,National,E92000001,England,Age group,Total children,Living with the same carer for at least 2 years,20840,71
2022,Reporting year,National,E92000001,England,Age group,Total children,Not living with the same carer for at least 2 years,8670,29
2022,Reporting year,National,E92000001,England,Age group,Total children,Total children,29510,100
2022,Reporting year,National,E92000001,England,Ethnicity,1. Total White,Living with the same carer for at least 2 years,16630,71
2022,Reporting year,National,E92000001,England,Ethnicity,1. Total White,Not living with the same carer for at least 2 years,6840,29
2022,Reporting year,National,E92000001,England,Ethnicity,1. Total White,Total children,23470,100
2022,Reporting year,National,E92000001,England,Ethnicity,1a. White British,Living with the same carer for at least 2 years,15740,71
2022,Reporting year,National,E92000001,England,Ethnicity,1a. White British,Not living with the same carer for at least 2 years,6470,29
2022,Reporting year,National,E92000001,England,Ethnicity,1a. White British,Total children,22210,100
2022,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,Living with the same carer for at least 2 years,50,75
2022,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,Not living with the same carer for at least 2 years,20,25
2022,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,Total children,70,100
2022,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,Living with the same carer for at least 2 years,40,57
2022,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,Not living with the same carer for at least 2 years,30,43
2022,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,Total children,60,100
2022,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,Living with the same carer for at least 2 years,180,76
2022,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,Not living with the same carer for at least 2 years,60,24
2022,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,Total children,240,100
2022,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,Living with the same carer for at least 2 years,630,71
2022,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,Not living with the same carer for at least 2 years,260,29
2022,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,Total children,890,100
2022,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,Living with the same carer for at least 2 years,2410,70
2022,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,Not living with the same carer for at least 2 years,1020,30
2022,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,Total children,3430,100
2022,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,Living with the same carer for at least 2 years,820,68
2022,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,Not living with the same carer for at least 2 years,380,32
2022,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,Total children,1200,100
2022,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,Living with the same carer for at least 2 years,290,74
2022,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,Not living with the same carer for at least 2 years,110,26
2022,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,Total children,400,100
2022,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,Living with the same carer for at least 2 years,540,72
2022,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,Not living with the same carer for at least 2 years,210,28
2022,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,Total children,750,100
2022,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,Living with the same carer for at least 2 years,760,70
2022,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,Not living with the same carer for at least 2 years,330,30
2022,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,Total children,1080,100
2022,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,Living with the same carer for at least 2 years,550,70
2022,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,Not living with the same carer for at least 2 years,240,30
2022,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,Total children,790,100
2022,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,Living with the same carer for at least 2 years,80,76
2022,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,Not living with the same carer for at least 2 years,30,24
2022,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,Total children,110,100
2022,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,Living with the same carer for at least 2 years,230,68
2022,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,Not living with the same carer for at least 2 years,110,32
2022,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,Total children,340,100
2022,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,Living with the same carer for at least 2 years,70,64
2022,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,Not living with the same carer for at least 2 years,40,36
2022,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,Total children,110,100
2022,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,Living with the same carer for at least 2 years,30,89
2022,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,Not living with the same carer for at least 2 years,c,c
2022,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,Total children,30,100
2022,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,Living with the same carer for at least 2 years,150,70
2022,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,Not living with the same carer for at least 2 years,60,30
2022,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,Total children,210,100
2022,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",Living with the same carer for at least 2 years,1040,68
2022,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",Not living with the same carer for at least 2 years,480,32
2022,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",Total children,1520,100
2022,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,Living with the same carer for at least 2 years,300,69
2022,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,Not living with the same carer for at least 2 years,140,31
2022,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,Total children,440,100
2022,Reporting year,National,E92000001,England,Ethnicity,4b. African,Living with the same carer for at least 2 years,470,69
2022,Reporting year,National,E92000001,England,Ethnicity,4b. African,Not living with the same carer for at least 2 years,210,31
2022,Reporting year,National,E92000001,England,Ethnicity,4b. African,Total children,680,100
2022,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,Living with the same carer for at least 2 years,260,65
2022,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,Not living with the same carer for at least 2 years,140,35
2022,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,Total children,400,100
2022,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,Living with the same carer for at least 2 years,190,68
2022,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,Not living with the same carer for at least 2 years,90,32
2022,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,Total children,280,100
2022,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,Living with the same carer for at least 2 years,10,65
2022,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,Not living with the same carer for at least 2 years,10,35
2022,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,Total children,20,100
2022,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,Living with the same carer for at least 2 years,c,c
2022,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,Not living with the same carer for at least 2 years,c,c
2022,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,Total children,10,100
2022,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,Living with the same carer for at least 2 years,10,64
2022,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,Not living with the same carer for at least 2 years,c,c
2022,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,Total children,10,100
2022,Reporting year,National,E92000001,England,Ethnicity,Total children,Living with the same carer for at least 2 years,20840,71
2022,Reporting year,National,E92000001,England,Ethnicity,Total children,Not living with the same carer for at least 2 years,8670,29
2022,Reporting year,National,E92000001,England,Ethnicity,Total children,Total children,29510,100
2022,Reporting year,National,E92000001,England,Gender,Female,Living with the same carer for at least 2 years,9210,70
2022,Reporting year,National,E92000001,England,Gender,Female,Not living with the same carer for at least 2 years,3950,30
2022,Reporting year,National,E92000001,England,Gender,Female,Total children,13170,100
2022,Reporting year,National,E92000001,England,Gender,Male,Living with the same carer for at least 2 years,11630,71
2022,Reporting year,National,E92000001,England,Gender,Male,Not living with the same carer for at least 2 years,4720,29
2022,Reporting year,National,E92000001,England,Gender,Male,Total children,16350,100
2022,Reporting year,National,E92000001,England,Gender,Total children,Living with the same carer for at least 2 years,20840,71
2022,Reporting year,National,E92000001,England,Gender,Total children,Not living with the same carer for at least 2 years,8670,29
2022,Reporting year,National,E92000001,England,Gender,Total children,Total children,29510,100
2022,Reporting year,National,E92000001,England,Legal status,Care orders,Living with the same carer for at least 2 years,19670,70
2022,Reporting year,National,E92000001,England,Legal status,Care orders,Not living with the same carer for at least 2 years,8240,30
2022,Reporting year,National,E92000001,England,Legal status,Care orders,Total children,27910,100
2022,Reporting year,National,E92000001,England,Legal status,Detained for child protection,Living with the same carer for at least 2 years,z,z
2022,Reporting year,National,E92000001,England,Legal status,Detained for child protection,Not living with the same carer for at least 2 years,z,z
2022,Reporting year,National,E92000001,England,Legal status,Detained for child protection,Total children,0,z
2022,Reporting year,National,E92000001,England,Legal status,Placement order granted,Living with the same carer for at least 2 years,910,73
2022,Reporting year,National,E92000001,England,Legal status,Placement order granted,Not living with the same carer for at least 2 years,340,27
2022,Reporting year,National,E92000001,England,Legal status,Placement order granted,Total children,1250,100
2022,Reporting year,National,E92000001,England,Legal status,Total children,Living with the same carer for at least 2 years,20840,71
2022,Reporting year,National,E92000001,England,Legal status,Total children,Not living with the same carer for at least 2 years,8670,29
2022,Reporting year,National,E92000001,England,Legal status,Total children,Total children,29510,100
2022,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,Living with the same carer for at least 2 years,270,75
2022,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,Not living with the same carer for at least 2 years,90,25
2022,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,Total children,360,100
2022,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,Living with the same carer for at least 2 years,z,z
2022,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,Not living with the same carer for at least 2 years,z,z
2022,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,Total children,0,z
2022,Reporting year,National,E92000001,England,Placement,Foster placements,Living with the same carer for at least 2 years,18220,76
2022,Reporting year,National,E92000001,England,Placement,Foster placements,Not living with the same carer for at least 2 years,5600,24
2022,Reporting year,National,E92000001,England,Placement,Foster placements,Total children,23820,100
2022,Reporting year,National,E92000001,England,Placement,Independent and semi-independent living arrangements/ supported accommodation,Living with the same carer for at least 2 years,0,0
2022,Reporting year,National,E92000001,England,Placement,Independent and semi-independent living arrangements/ supported accommodation,Not living with the same carer for at least 2 years,30,100
2022,Reporting year,National,E92000001,England,Placement,Independent and semi-independent living arrangements/ supported accommodation,Total children,30,100
2022,Reporting year,National,E92000001,England,Placement,Other placements,Living with the same carer for at least 2 years,20,27
2022,Reporting year,National,E92000001,England,Placement,Other placements,Not living with the same carer for at least 2 years,60,73
2022,Reporting year,National,E92000001,England,Placement,Other placements,Total children,80,100
2022,Reporting year,National,E92000001,England,Placement,Other residential settings,Living with the same carer for at least 2 years,30,25
2022,Reporting year,National,E92000001,England,Placement,Other residential settings,Not living with the same carer for at least 2 years,90,75
2022,Reporting year,National,E92000001,England,Placement,Other residential settings,Total children,110,100
2022,Reporting year,National,E92000001,England,Placement,Placed for adoption,Living with the same carer for at least 2 years,570,82
2022,Reporting year,National,E92000001,England,Placement,Placed for adoption,Not living with the same carer for at least 2 years,120,18
2022,Reporting year,National,E92000001,England,Placement,Placed for adoption,Total children,690,100
2022,Reporting year,National,E92000001,England,Placement,Placed with parents or other person with parental responsibility,Living with the same carer for at least 2 years,1040,50
2022,Reporting year,National,E92000001,England,Placement,Placed with parents or other person with parental responsibility,Not living with the same carer for at least 2 years,1060,50
2022,Reporting year,National,E92000001,England,Placement,Placed with parents or other person with parental responsibility,Total children,2100,100
2022,Reporting year,National,E92000001,England,Placement,Residential schools,Living with the same carer for at least 2 years,10,55
2022,Reporting year,National,E92000001,England,Placement,Residential schools,Not living with the same carer for at least 2 years,10,45
2022,Reporting year,National,E92000001,England,Placement,Residential schools,Total children,20,100
2022,Reporting year,National,E92000001,England,Placement,Secure homes and children's homes,Living with the same carer for at least 2 years,960,36
2022,Reporting year,National,E92000001,England,Placement,Secure homes and children's homes,Not living with the same carer for at least 2 years,1710,64
2022,Reporting year,National,E92000001,England,Placement,Secure homes and children's homes,Total children,2660,100
2022,Reporting year,National,E92000001,England,Placement,Total children,Living with the same carer for at least 2 years,20840,71
2022,Reporting year,National,E92000001,England,Placement,Total children,Not living with the same carer for at least 2 years,8670,29
2022,Reporting year,National,E92000001,England,Placement,Total children,Total children,29510,100
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,Living with the same carer for at least 2 years,20810,71
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,Not living with the same carer for at least 2 years,8660,29
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,Total children,29470,100
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Total children,Living with the same carer for at least 2 years,20840,71
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Total children,Not living with the same carer for at least 2 years,8670,29
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Total children,Total children,29510,100
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,Living with the same carer for at least 2 years,30,74
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,Not living with the same carer for at least 2 years,10,26
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,Total children,40,100
2021,Reporting year,National,E92000001,England,Age group,1 to 4 years,Living with the same carer for at least 2 years,1150,67
2021,Reporting year,National,E92000001,England,Age group,1 to 4 years,Not living with the same carer for at least 2 years,570,33
2021,Reporting year,National,E92000001,England,Age group,1 to 4 years,Total children,1710,100
2021,Reporting year,National,E92000001,England,Age group,10 to 15 years,Living with the same carer for at least 2 years,14180,70
2021,Reporting year,National,E92000001,England,Age group,10 to 15 years,Not living with the same carer for at least 2 years,6050,30
2021,Reporting year,National,E92000001,England,Age group,10 to 15 years,Total children,20230,100
2021,Reporting year,National,E92000001,England,Age group,5 to 9 years,Living with the same carer for at least 2 years,4670,70
2021,Reporting year,National,E92000001,England,Age group,5 to 9 years,Not living with the same carer for at least 2 years,2020,30
2021,Reporting year,National,E92000001,England,Age group,5 to 9 years,Total children,6690,100
2021,Reporting year,National,E92000001,England,Age group,Total children,Living with the same carer for at least 2 years,20000,70
2021,Reporting year,National,E92000001,England,Age group,Total children,Not living with the same carer for at least 2 years,8640,30
2021,Reporting year,National,E92000001,England,Age group,Total children,Total children,28640,100
2021,Reporting year,National,E92000001,England,Ethnicity,1. Total White,Living with the same carer for at least 2 years,15930,70
2021,Reporting year,National,E92000001,England,Ethnicity,1. Total White,Not living with the same carer for at least 2 years,6920,30
2021,Reporting year,National,E92000001,England,Ethnicity,1. Total White,Total children,22850,100
2021,Reporting year,National,E92000001,England,Ethnicity,1a. White British,Living with the same carer for at least 2 years,15060,70
2021,Reporting year,National,E92000001,England,Ethnicity,1a. White British,Not living with the same carer for at least 2 years,6570,30
2021,Reporting year,National,E92000001,England,Ethnicity,1a. White British,Total children,21630,100
2021,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,Living with the same carer for at least 2 years,50,73
2021,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,Not living with the same carer for at least 2 years,20,27
2021,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,Total children,70,100
2021,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,Living with the same carer for at least 2 years,40,63
2021,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,Not living with the same carer for at least 2 years,20,38
2021,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,Total children,60,100
2021,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,Living with the same carer for at least 2 years,160,74
2021,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,Not living with the same carer for at least 2 years,60,26
2021,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,Total children,220,100
2021,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,Living with the same carer for at least 2 years,620,71
2021,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,Not living with the same carer for at least 2 years,250,29
2021,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,Total children,870,100
2021,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,Living with the same carer for at least 2 years,2240,70
2021,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,Not living with the same carer for at least 2 years,970,30
2021,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,Total children,3210,100
2021,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,Living with the same carer for at least 2 years,760,67
2021,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,Not living with the same carer for at least 2 years,380,33
2021,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,Total children,1140,100
2021,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,Living with the same carer for at least 2 years,290,75
2021,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,Not living with the same carer for at least 2 years,100,25
2021,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,Total children,380,100
2021,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,Living with the same carer for at least 2 years,490,70
2021,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,Not living with the same carer for at least 2 years,210,30
2021,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,Total children,700,100
2021,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,Living with the same carer for at least 2 years,700,71
2021,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,Not living with the same carer for at least 2 years,290,29
2021,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,Total children,980,100
2021,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,Living with the same carer for at least 2 years,540,72
2021,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,Not living with the same carer for at least 2 years,210,28
2021,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,Total children,750,100
2021,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,Living with the same carer for at least 2 years,80,78
2021,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,Not living with the same carer for at least 2 years,20,22
2021,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,Total children,100,100
2021,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,Living with the same carer for at least 2 years,220,73
2021,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,Not living with the same carer for at least 2 years,80,27
2021,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,Total children,310,100
2021,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,Living with the same carer for at least 2 years,90,68
2021,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,Not living with the same carer for at least 2 years,40,32
2021,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,Total children,130,100
2021,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,Living with the same carer for at least 2 years,20,79
2021,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,Not living with the same carer for at least 2 years,10,21
2021,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,Total children,30,100
2021,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,Living with the same carer for at least 2 years,130,70
2021,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,Not living with the same carer for at least 2 years,60,30
2021,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,Total children,190,100
2021,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",Living with the same carer for at least 2 years,1080,70
2021,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",Not living with the same carer for at least 2 years,460,30
2021,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",Total children,1540,100
2021,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,Living with the same carer for at least 2 years,330,69
2021,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,Not living with the same carer for at least 2 years,150,31
2021,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,Total children,480,100
2021,Reporting year,National,E92000001,England,Ethnicity,4b. African,Living with the same carer for at least 2 years,490,71
2021,Reporting year,National,E92000001,England,Ethnicity,4b. African,Not living with the same carer for at least 2 years,200,29
2021,Reporting year,National,E92000001,England,Ethnicity,4b. African,Total children,690,100
2021,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,Living with the same carer for at least 2 years,260,71
2021,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,Not living with the same carer for at least 2 years,100,29
2021,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,Total children,360,100
2021,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,Living with the same carer for at least 2 years,200,72
2021,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,Not living with the same carer for at least 2 years,80,28
2021,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,Total children,280,100
2021,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,Living with the same carer for at least 2 years,10,67
2021,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,Not living with the same carer for at least 2 years,c,c
2021,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,Total children,20,100
2021,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,Living with the same carer for at least 2 years,c,c
2021,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,Not living with the same carer for at least 2 years,c,c
2021,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,Total children,c,c
2021,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,Living with the same carer for at least 2 years,10,80
2021,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,Not living with the same carer for at least 2 years,c,c
2021,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,Total children,10,100
2021,Reporting year,National,E92000001,England,Ethnicity,Total children,Living with the same carer for at least 2 years,20000,70
2021,Reporting year,National,E92000001,England,Ethnicity,Total children,Not living with the same carer for at least 2 years,8640,30
2021,Reporting year,National,E92000001,England,Ethnicity,Total children,Total children,28640,100
2021,Reporting year,National,E92000001,England,Gender,Female,Living with the same carer for at least 2 years,8920,70
2021,Reporting year,National,E92000001,England,Gender,Female,Not living with the same carer for at least 2 years,3860,30
2021,Reporting year,National,E92000001,England,Gender,Female,Total children,12780,100
2021,Reporting year,National,E92000001,England,Gender,Male,Living with the same carer for at least 2 years,11080,70
2021,Reporting year,National,E92000001,England,Gender,Male,Not living with the same carer for at least 2 years,4780,30
2021,Reporting year,National,E92000001,England,Gender,Male,Total children,15860,100
2021,Reporting year,National,E92000001,England,Gender,Total children,Living with the same carer for at least 2 years,20000,70
2021,Reporting year,National,E92000001,England,Gender,Total children,Not living with the same carer for at least 2 years,8640,30
