time_period,time_identifier,geographic_level,country_code,country_name,care_leaver_age,cla_group,characteristic,activity_type,number,percentage
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,Higher education i.e. studies beyond A level,410,6
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,In an apprenticeship,100,2
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,In training or employment,z,z
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,In training or employment (excl. apprenticeship),1850,28
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,Information not known,600,9
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,"Not in education, employment or training",3000,46
2024,Reporting year,National,E92000001,England,21 years,Ethnicity,Total White,Total care leavers,6510,100
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,Education other than higher education,70,45
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,Higher education i.e. studies beyond A level,c,c
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,In an apprenticeship,c,c
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,In training or employment,z,z
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,In training or employment (excl. apprenticeship),10,6
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,Information not known,50,32
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,"Not in education, employment or training",20,14
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Foster placements,Total care leavers,170,100
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Education other than higher education,20,25
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Higher education i.e. studies beyond A level,c,c
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,In an apprenticeship,c,c
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,In training or employment,z,z
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,In training or employment (excl. apprenticeship),c,c
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Information not known,30,29
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,"Not in education, employment or training",30,38
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Total care leavers,90,100
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,Education other than higher education,10,38
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,Higher education i.e. studies beyond A level,0,0
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,In an apprenticeship,0,0
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,In training or employment,z,z
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,In training or employment (excl. apprenticeship),c,c
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,Information not known,10,41
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,"Not in education, employment or training",c,c
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other placements,Total care leavers,30,100
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,Education other than higher education,10,30
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,Higher education i.e. studies beyond A level,0,0
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,In an apprenticeship,c,c
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,In training or employment,z,z
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,In training or employment (excl. apprenticeship),c,c
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,Information not known,10,18
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,"Not in education, employment or training",20,41
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Other residential settings,Total care leavers,40,100
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Education other than higher education,50,42
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Higher education i.e. studies beyond A level,10,5
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,In an apprenticeship,c,c
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,In training or employment,z,z
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,In training or employment (excl. apprenticeship),10,7
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Information not known,30,22
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,"Not in education, employment or training",30,23
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Total care leavers,120,100
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,Education other than higher education,0,0
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,Higher education i.e. studies beyond A level,0,0
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,In an apprenticeship,0,0
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,In training or employment,z,z
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,In training or employment (excl. apprenticeship),0,0
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,Information not known,c,c
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,"Not in education, employment or training",0,0
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Residential schools,Total care leavers,c,c
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,Education other than higher education,20,42
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,Higher education i.e. studies beyond A level,0,0
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,In an apprenticeship,0,0
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,In training or employment,z,z
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,In training or employment (excl. apprenticeship),c,c
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,Information not known,10,24
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,"Not in education, employment or training",10,29
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Secure homes and children's homes,Total care leavers,50,100
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Total placement,Education other than higher education,190,38
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Total placement,Higher education i.e. studies beyond A level,10,2
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Total placement,In an apprenticeship,c,c
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Total placement,In training or employment,z,z
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Total placement,In training or employment (excl. apprenticeship),30,6
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Total placement,Information not known,140,28
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Total placement,"Not in education, employment or training",120,24
2024,Reporting year,National,E92000001,England,17 years,Placement on ceasing ,Total placement,Total care leavers,500,100
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Foster placements,Education other than higher education,2140,54
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Foster placements,Higher education i.e. studies beyond A level,230,6
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Foster placements,In an apprenticeship,150,4
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Foster placements,In training or employment,z,z
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Foster placements,In training or employment (excl. apprenticeship),540,14
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Foster placements,Information not known,170,4
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Foster placements,"Not in education, employment or training",690,18
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Foster placements,Total care leavers,3930,100
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Education other than higher education,3210,47
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Higher education i.e. studies beyond A level,150,2
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,In an apprenticeship,80,1
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,In training or employment,z,z
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,In training or employment (excl. apprenticeship),750,11
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Information not known,290,4
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,"Not in education, employment or training",2350,34
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Total care leavers,6830,100
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Other placements,Education other than higher education,620,46
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Other placements,Higher education i.e. studies beyond A level,30,2
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Other placements,In an apprenticeship,10,1
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Other placements,In training or employment,z,z
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Other placements,In training or employment (excl. apprenticeship),120,9
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Other placements,Information not known,90,7
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Other placements,"Not in education, employment or training",480,35
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Other placements,Total care leavers,1350,100
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Other residential settings,Education other than higher education,110,31
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Other residential settings,Higher education i.e. studies beyond A level,c,c
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Other residential settings,In an apprenticeship,c,c
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Other residential settings,In training or employment,z,z
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Other residential settings,In training or employment (excl. apprenticeship),40,10
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Other residential settings,Information not known,30,8
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Other residential settings,"Not in education, employment or training",180,50
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Other residential settings,Total care leavers,360,100
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Education other than higher education,190,28
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Higher education i.e. studies beyond A level,10,2
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,In an apprenticeship,10,2
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,In training or employment,z,z
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,In training or employment (excl. apprenticeship),90,13
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Information not known,100,14
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,"Not in education, employment or training",260,40
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Total care leavers,660,100
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Residential schools,Education other than higher education,20,65
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Residential schools,Higher education i.e. studies beyond A level,c,c
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Residential schools,In an apprenticeship,0,0
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Residential schools,In training or employment,z,z
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Residential schools,In training or employment (excl. apprenticeship),c,c
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Residential schools,Information not known,c,c
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Residential schools,"Not in education, employment or training",c,c
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Residential schools,Total care leavers,30,100
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Secure homes and children's homes,Education other than higher education,330,51
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Secure homes and children's homes,Higher education i.e. studies beyond A level,20,3
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Secure homes and children's homes,In an apprenticeship,10,2
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Secure homes and children's homes,In training or employment,z,z
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Secure homes and children's homes,In training or employment (excl. apprenticeship),60,9
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Secure homes and children's homes,Information not known,40,6
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Secure homes and children's homes,"Not in education, employment or training",180,28
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Secure homes and children's homes,Total care leavers,650,100
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Total placement,Education other than higher education,6620,48
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Total placement,Higher education i.e. studies beyond A level,450,3
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Total placement,In an apprenticeship,270,2
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Total placement,In training or employment,z,z
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Total placement,In training or employment (excl. apprenticeship),1590,12
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Total placement,Information not known,710,5
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Total placement,"Not in education, employment or training",4150,30
2024,Reporting year,National,E92000001,England,18 years,Placement on ceasing ,Total placement,Total care leavers,13800,100
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Foster placements,Education other than higher education,1240,31
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Foster placements,Higher education i.e. studies beyond A level,460,12
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Foster placements,In an apprenticeship,140,4
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Foster placements,In training or employment,z,z
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Foster placements,In training or employment (excl. apprenticeship),1010,25
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Foster placements,Information not known,230,6
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Foster placements,"Not in education, employment or training",890,22
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Foster placements,Total care leavers,3970,100
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Education other than higher education,2240,31
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Higher education i.e. studies beyond A level,190,3
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,In an apprenticeship,100,1
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,In training or employment,z,z
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,In training or employment (excl. apprenticeship),1320,18
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Information not known,290,4
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,"Not in education, employment or training",3070,43
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Total care leavers,7210,100
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Other placements,Education other than higher education,10,11
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Other placements,Higher education i.e. studies beyond A level,c,c
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Other placements,In an apprenticeship,0,0
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Other placements,In training or employment,z,z
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Other placements,In training or employment (excl. apprenticeship),20,15
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Other placements,Information not known,20,14
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Other placements,"Not in education, employment or training",60,58
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Other placements,Total care leavers,110,100
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Other residential settings,Education other than higher education,60,18
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Other residential settings,Higher education i.e. studies beyond A level,c,c
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Other residential settings,In an apprenticeship,c,c
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Other residential settings,In training or employment,z,z
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Other residential settings,In training or employment (excl. apprenticeship),40,13
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Other residential settings,Information not known,30,9
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Other residential settings,"Not in education, employment or training",200,59
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Other residential settings,Total care leavers,330,100
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Education other than higher education,80,13
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Higher education i.e. studies beyond A level,20,4
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,In an apprenticeship,20,3
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,In training or employment,z,z
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,In training or employment (excl. apprenticeship),120,20
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Information not known,90,15
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,"Not in education, employment or training",270,45
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Total care leavers,590,100
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Residential schools,Education other than higher education,20,72
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Residential schools,Higher education i.e. studies beyond A level,0,0
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Residential schools,In an apprenticeship,0,0
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Residential schools,In training or employment,z,z
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Residential schools,In training or employment (excl. apprenticeship),c,c
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Residential schools,Information not known,0,0
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Residential schools,"Not in education, employment or training",c,c
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Residential schools,Total care leavers,30,100
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Secure homes and children's homes,Education other than higher education,240,35
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Secure homes and children's homes,Higher education i.e. studies beyond A level,10,2
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Secure homes and children's homes,In an apprenticeship,10,1
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Secure homes and children's homes,In training or employment,z,z
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Secure homes and children's homes,In training or employment (excl. apprenticeship),70,11
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Secure homes and children's homes,Information not known,40,6
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Secure homes and children's homes,"Not in education, employment or training",310,46
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Secure homes and children's homes,Total care leavers,690,100
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Total placement,Education other than higher education,3890,30
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Total placement,Higher education i.e. studies beyond A level,690,5
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Total placement,In an apprenticeship,260,2
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Total placement,In training or employment,z,z
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Total placement,In training or employment (excl. apprenticeship),2580,20
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Total placement,Information not known,690,5
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Total placement,"Not in education, employment or training",4810,37
2024,Reporting year,National,E92000001,England,19 years,Placement on ceasing ,Total placement,Total care leavers,12930,100
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Foster placements,Education other than higher education,2460,21
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Foster placements,Higher education i.e. studies beyond A level,1520,13
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Foster placements,In an apprenticeship,360,3
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Foster placements,In training or employment,z,z
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Foster placements,In training or employment (excl. apprenticeship),3600,31
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Foster placements,Information not known,780,7
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Foster placements,"Not in education, employment or training",3060,26
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Foster placements,Total care leavers,11770,100
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Education other than higher education,4160,21
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Higher education i.e. studies beyond A level,600,3
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,In an apprenticeship,240,1
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,In training or employment,z,z
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,In training or employment (excl. apprenticeship),4630,24
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Information not known,1060,5
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,"Not in education, employment or training",8660,45
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Independent and semi-independent living arrangements/supported accommodation,Total care leavers,19330,100
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Other placements,Education other than higher education,30,9
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Other placements,Higher education i.e. studies beyond A level,10,3
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Other placements,In an apprenticeship,c,c
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Other placements,In training or employment,z,z
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Other placements,In training or employment (excl. apprenticeship),60,21
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Other placements,Information not known,40,15
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Other placements,"Not in education, employment or training",150,52
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Other placements,Total care leavers,290,100
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Other residential settings,Education other than higher education,140,12
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Other residential settings,Higher education i.e. studies beyond A level,10,1
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Other residential settings,In an apprenticeship,c,c
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Other residential settings,In training or employment,z,z
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Other residential settings,In training or employment (excl. apprenticeship),190,16
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Other residential settings,Information not known,150,13
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Other residential settings,"Not in education, employment or training",660,57
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Other residential settings,Total care leavers,1160,100
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Education other than higher education,140,8
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Higher education i.e. studies beyond A level,80,5
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,In an apprenticeship,40,2
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,In training or employment,z,z
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,In training or employment (excl. apprenticeship),410,23
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Information not known,290,16
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,"Not in education, employment or training",800,45
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Placed with parents or other person with parental responsibility,Total care leavers,1770,100
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Residential schools,Education other than higher education,40,45
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Residential schools,Higher education i.e. studies beyond A level,c,c
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Residential schools,In an apprenticeship,c,c
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Residential schools,In training or employment,z,z
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Residential schools,In training or employment (excl. apprenticeship),10,11
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Residential schools,Information not known,10,12
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Residential schools,"Not in education, employment or training",30,27
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Residential schools,Total care leavers,90,100
2024,Reporting year,National,E92000001,England,19to21 years,Placement on ceasing ,Secure homes and children's homes,Education other than higher education,520,27
