time_period,time_identifier,geographic_level,country_code,country_name,CLA_group,population_group,characteristic,Number
2022,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,6. Total Refused or information not yet available,90
2022,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,6a. Refused,20
2022,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,6b. Information not yet obtained,70
2022,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,Total children,58250
2022,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Gender,Female,26100
2022,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Gender,Male,32150
2022,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Gender,Total children,58250
2022,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Foster placements,41820
2022,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Independent and semi-independent living arrangements/ supported accommodation,3250
2022,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Other placement,290
2022,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Other residential settings,400
2022,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Placed for adoption,2200
2022,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Placed with parents or other persons with parental responsibility,4180
2022,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Residential schools,80
2022,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Secure homes and children's homes,6030
2022,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Total children,58250
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,1 to 4 years,17540
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,10 to 15 years,34760
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,16 years and over,32070
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,5 to 9 years,18210
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,Total children,108100
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,Under 1 year,5530
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1. Total White,78270
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1a. White British,73030
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1b. White Irish,270
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1c. Traveller of Irish Heritage,220
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1d. Gypsy Roma,700
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1e. Any other White background,4050
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,2. Total Mixed or Multiple ethnic groups,10930
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,2a. White and Black Caribbean,3740
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,2b. White and Black African,1270
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,2c. White and Asian,2160
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,2d. Any other Mixed background,3760
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3. Total Asian or Asian British,5400
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3a. Indian,420
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3b. Pakistani,1510
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3c. Bangladeshi,610
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3d. Chinese,140
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3e. Any other Asian background,2720
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",8640
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,4a. Caribbean,1890
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,4b. African,5000
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,4c. Any other Black background,1760
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,5. Total other ethnic group,4370
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,6. Total Refused or information not yet available,490
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,6a. Refused,50
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,6b. Information not yet obtained,440
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,Total children,108100
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Gender,Female,47250
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Gender,Male,60860
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Gender,Total children,108100
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Foster placements,78750
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Independent and semi-independent living arrangements/ supported accommodation,13780
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Other placement,2230
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Other residential settings,3940
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Placed for adoption,5430
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Placed with parents or other persons with parental responsibility,11270
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Residential schools,180
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Secure homes and children's homes,10510
2021,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Total children,126080
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,1 to 4 years,7280
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,10 to 15 years,26080
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,16 years and over,14400
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,5 to 9 years,11240
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,Total children,58990
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,Under 1 year,c
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1. Total White,45330
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1a. White British,42580
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1b. White Irish,150
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1c. Traveller of Irish Heritage,110
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1d. Gypsy Roma,440
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1e. Any other White background,2050
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,2. Total Mixed or Multiple ethnic groups,6250
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,2a. White and Black Caribbean,2190
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,2b. White and Black African,710
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,2c. White and Asian,1300
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,2d. Any other Mixed background,2050
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3. Total Asian or Asian British,2270
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3a. Indian,220
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3b. Pakistani,690
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3c. Bangladeshi,300
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3d. Chinese,70
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3e. Any other Asian background,990
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,"4. Total Black, African, Caribbean or Black British",3690
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,4a. Caribbean,1020
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,4b. African,1850
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,4c. Any other Black background,820
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,5. Total other ethnic group,1370
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,6. Total Refused or information not yet available,80
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,6a. Refused,20
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,6b. Information not yet obtained,60
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,Total children,58990
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Gender,Female,26210
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Gender,Male,32780
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Gender,Total children,58990
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Foster placements,42430
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Independent and semi-independent living arrangements/ supported accommodation,3380
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Other placement,210
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Other residential settings,400
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Placed for adoption,2270
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Placed with parents or other persons with parental responsibility,4290
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Residential schools,80
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Secure homes and children's homes,5930
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Total children,58990
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,1 to 4 years,17180
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,10 to 15 years,35300
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,16 years and over,31950
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,5 to 9 years,18020
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,Total children,108680
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,Under 1 year,6220
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1. Total White,78110
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1a. White British,72670
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1b. White Irish,270
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1c. Traveller of Irish Heritage,200
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1d. Gypsy Roma,710
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1e. Any other White background,4270
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,2. Total Mixed or Multiple ethnic groups,10810
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,2a. White and Black Caribbean,3730
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,2b. White and Black African,1280
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,2c. White and Asian,2060
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,2d. Any other Mixed background,3750
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3. Total Asian or Asian British,5580
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3a. Indian,440
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3b. Pakistani,1510
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3c. Bangladeshi,620
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3d. Chinese,150
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3e. Any other Asian background,2850
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",9130
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,4a. Caribbean,1880
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,4b. African,5460
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,4c. Any other Black background,1790
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,5. Total other ethnic group,4490
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,6. Total Refused or information not yet available,550
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,6a. Refused,50
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,6b. Information not yet obtained,500
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,Total children,108680
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Gender,Female,47230
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Gender,Male,61440
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Gender,Total children,108680
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Foster placements,80290
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Independent and semi-independent living arrangements/ supported accommodation,14130
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Other placement,1990
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Other residential settings,4170
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Placed for adoption,5790
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Placed with parents or other persons with parental responsibility,10590
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Residential schools,190
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Secure homes and children's homes,10510
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Total children,127650
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,1 to 4 years,6470
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,10 to 15 years,25650
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,16 years and over,13970
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,5 to 9 years,10610
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,Total children,56700
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1. Total White,43520
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1a. White British,40980
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1b. White Irish,140
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1c. Traveller of Irish Heritage,110
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1d. Gypsy Roma,370
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1e. Any other White background,1930
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,2. Total Mixed or Multiple ethnic groups,5820
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,2a. White and Black Caribbean,2070
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,2b. White and Black African,670
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,2c. White and Asian,1210
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,2d. Any other Mixed background,1880
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3. Total Asian or Asian British,2170
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3a. Indian,200
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3b. Pakistani,710
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3c. Bangladeshi,280
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3d. Chinese,60
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3e. Any other Asian background,920
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,"4. Total Black, African, Caribbean or Black British",3810
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,4a. Caribbean,980
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,4b. African,2040
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,4c. Any other Black background,790
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,5. Total other ethnic group,1320
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,6. Total Refused or information not yet available,60
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,6a. Refused,10
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,6b. Information not yet obtained,50
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,Total children,56700
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Gender,Female,25060
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Gender,Male,31640
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Gender,Total children,56700
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Foster placements,40730
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Independent and semi-independent living arrangements/ supported accommodation,3500
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Other placement,190
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Other residential settings,400
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Placed for adoption,1990
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Placed with parents or other persons with parental responsibility,4180
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Residential schools,80
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Secure homes and children's homes,5640
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Total children,56700
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,Under 1 year,0
