time_period,time_identifier,level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,performance_type,cla_ks4_matched,cla_ks4_gcse_em_9-5,cla_ks4_gcse_em_9-5_%,cla_ks4_gcse_em_9-4,cla_ks4_gcse_em_9-4_%,cla_ks4_att8points,cla_ks4_av_att8score,cla_ks4_inp8calc,cla_ks4_p8score,cla_ks4_av_p8score
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,key stage 4 performance,13,c,c,c,c,181.5,14,13,-21.9,-1.69
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,key stage 4 performance,56,6,10.7,9,16.1,1097.5,19.6,47,-56.5,-1.2
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,key stage 4 performance,83,c,c,15,18.1,1477.5,17.8,65,-78.3,-1.21
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,key stage 4 performance,60,c,c,6,10,1020,17,42,-39.2,-0.93
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,key stage 4 performance,22,c,c,c,c,391.5,17.8,16,-22,-1.37
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,key stage 4 performance,47,c,c,c,c,881.5,18.8,27,-27.1,-1
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,key stage 4 performance,35,c,c,c,c,437,12.5,29,-40.4,-1.39
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,key stage 4 performance,62,7,11.3,12,19.4,1060,17.1,51,-50.7,-0.99
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,key stage 4 performance,70,6,8.6,16,22.9,1310.5,18.7,53,-47.9,-0.9
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,key stage 4 performance,47,7,14.9,10,21.3,939,20,37,-54,-1.46
2017/18,year ending 31 March 2018,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,key stage 4 performance,54,c,c,10,18.5,1000.25,18.5,39,-35.7,-0.91
