time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,la_name,new_la_code,age,in_touch,number,percentage
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 22,Young person has requested and received support,53,70
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 23,Care leaver not in touch,18,26
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 23,Total,69,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 23,Young person has requested and received support,51,74
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 24,Care leaver not in touch,22,35
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 24,Total,63,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 24,Young person has requested and received support,41,65
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 25,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 25,Total,51,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,344,Wirral,E08000015,Aged 25,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 22,Care leaver not in touch,34,77
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 22,Total,44,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 22,Young person has requested and received support,10,23
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 23,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 23,Total,50,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 23,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 24,Care leaver not in touch,56,86
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 24,Total,65,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 24,Young person has requested and received support,9,14
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 25,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 25,Total,60,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,909,Cumbria,E10000006,Aged 25,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 22,Care leaver not in touch,160,70
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 22,Total,228,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 22,Young person has requested and received support,68,30
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 23,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 23,Total,193,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 23,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 24,Care leaver not in touch,147,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 24,Total,147,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 24,Young person has requested and received support,0,0
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 25,Care leaver not in touch,124,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 25,Total,124,100
2023,Reporting year,Local authority,E92000001,England,E12000002,North West,888,Lancashire,E10000017,Aged 25,Young person has requested and received support,0,0
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,"Kingston upon Hull, City of",E06000010,Aged 22,Care leaver not in touch,39,53
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,"Kingston upon Hull, City of",E06000010,Aged 22,Total,74,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,"Kingston upon Hull, City of",E06000010,Aged 22,Young person has requested and received support,35,47
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,"Kingston upon Hull, City of",E06000010,Aged 23,Care leaver not in touch,45,69
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,"Kingston upon Hull, City of",E06000010,Aged 23,Total,65,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,"Kingston upon Hull, City of",E06000010,Aged 23,Young person has requested and received support,20,31
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,"Kingston upon Hull, City of",E06000010,Aged 24,Care leaver not in touch,57,78
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,"Kingston upon Hull, City of",E06000010,Aged 24,Total,73,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,"Kingston upon Hull, City of",E06000010,Aged 24,Young person has requested and received support,16,22
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,"Kingston upon Hull, City of",E06000010,Aged 25,Care leaver not in touch,53,85
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,"Kingston upon Hull, City of",E06000010,Aged 25,Total,62,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,810,"Kingston upon Hull, City of",E06000010,Aged 25,Young person has requested and received support,9,15
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,East Riding of Yorkshire,E06000011,Aged 22,Care leaver not in touch,32,80
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,East Riding of Yorkshire,E06000011,Aged 22,Total,40,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,East Riding of Yorkshire,E06000011,Aged 22,Young person has requested and received support,8,20
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,East Riding of Yorkshire,E06000011,Aged 23,Care leaver not in touch,34,81
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,East Riding of Yorkshire,E06000011,Aged 23,Total,42,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,East Riding of Yorkshire,E06000011,Aged 23,Young person has requested and received support,8,19
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,East Riding of Yorkshire,E06000011,Aged 24,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,East Riding of Yorkshire,E06000011,Aged 24,Total,41,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,East Riding of Yorkshire,E06000011,Aged 24,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,East Riding of Yorkshire,E06000011,Aged 25,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,East Riding of Yorkshire,E06000011,Aged 25,Total,27,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,811,East Riding of Yorkshire,E06000011,Aged 25,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,North East Lincolnshire,E06000012,Aged 22,Care leaver not in touch,21,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,North East Lincolnshire,E06000012,Aged 22,Total,21,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,North East Lincolnshire,E06000012,Aged 22,Young person has requested and received support,0,0
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,North East Lincolnshire,E06000012,Aged 23,Care leaver not in touch,24,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,North East Lincolnshire,E06000012,Aged 23,Total,24,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,North East Lincolnshire,E06000012,Aged 23,Young person has requested and received support,0,0
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,North East Lincolnshire,E06000012,Aged 24,Care leaver not in touch,28,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,North East Lincolnshire,E06000012,Aged 24,Total,28,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,North East Lincolnshire,E06000012,Aged 24,Young person has requested and received support,0,0
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,North East Lincolnshire,E06000012,Aged 25,Care leaver not in touch,16,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,North East Lincolnshire,E06000012,Aged 25,Total,16,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,812,North East Lincolnshire,E06000012,Aged 25,Young person has requested and received support,0,0
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,North Lincolnshire,E06000013,Aged 22,Care leaver not in touch,15,47
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,North Lincolnshire,E06000013,Aged 22,Total,32,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,North Lincolnshire,E06000013,Aged 22,Young person has requested and received support,17,53
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,North Lincolnshire,E06000013,Aged 23,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,North Lincolnshire,E06000013,Aged 23,Total,21,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,North Lincolnshire,E06000013,Aged 23,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,North Lincolnshire,E06000013,Aged 24,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,North Lincolnshire,E06000013,Aged 24,Total,22,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,North Lincolnshire,E06000013,Aged 24,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,North Lincolnshire,E06000013,Aged 25,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,North Lincolnshire,E06000013,Aged 25,Total,21,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,813,North Lincolnshire,E06000013,Aged 25,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,York,E06000014,Aged 22,Care leaver not in touch,9,32
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,York,E06000014,Aged 22,Total,28,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,York,E06000014,Aged 22,Young person has requested and received support,19,68
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,York,E06000014,Aged 23,Care leaver not in touch,14,45
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,York,E06000014,Aged 23,Total,31,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,York,E06000014,Aged 23,Young person has requested and received support,17,55
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,York,E06000014,Aged 24,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,York,E06000014,Aged 24,Total,20,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,York,E06000014,Aged 24,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,York,E06000014,Aged 25,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,York,E06000014,Aged 25,Total,28,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,816,York,E06000014,Aged 25,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,Barnsley,E08000016,Aged 22,Care leaver not in touch,x,z
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,Barnsley,E08000016,Aged 22,Total,x,z
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,Barnsley,E08000016,Aged 22,Young person has requested and received support,x,z
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,Barnsley,E08000016,Aged 23,Care leaver not in touch,x,z
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,Barnsley,E08000016,Aged 23,Total,x,z
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,Barnsley,E08000016,Aged 23,Young person has requested and received support,x,z
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,Barnsley,E08000016,Aged 24,Care leaver not in touch,x,z
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,Barnsley,E08000016,Aged 24,Total,x,z
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,Barnsley,E08000016,Aged 24,Young person has requested and received support,x,z
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,Barnsley,E08000016,Aged 25,Care leaver not in touch,x,z
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,Barnsley,E08000016,Aged 25,Total,x,z
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,370,Barnsley,E08000016,Aged 25,Young person has requested and received support,x,z
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,Doncaster,E08000017,Aged 22,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,Doncaster,E08000017,Aged 22,Total,75,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,Doncaster,E08000017,Aged 22,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,Doncaster,E08000017,Aged 23,Care leaver not in touch,9,16
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,Doncaster,E08000017,Aged 23,Total,58,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,Doncaster,E08000017,Aged 23,Young person has requested and received support,49,84
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,Doncaster,E08000017,Aged 24,Care leaver not in touch,47,76
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,Doncaster,E08000017,Aged 24,Total,62,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,Doncaster,E08000017,Aged 24,Young person has requested and received support,15,24
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,Doncaster,E08000017,Aged 25,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,Doncaster,E08000017,Aged 25,Total,42,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,371,Doncaster,E08000017,Aged 25,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,Rotherham,E08000018,Aged 22,Care leaver not in touch,47,75
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,Rotherham,E08000018,Aged 22,Total,63,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,Rotherham,E08000018,Aged 22,Young person has requested and received support,16,25
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,Rotherham,E08000018,Aged 23,Care leaver not in touch,41,87
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,Rotherham,E08000018,Aged 23,Total,47,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,Rotherham,E08000018,Aged 23,Young person has requested and received support,6,13
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,Rotherham,E08000018,Aged 24,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,Rotherham,E08000018,Aged 24,Total,55,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,Rotherham,E08000018,Aged 24,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,Rotherham,E08000018,Aged 25,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,Rotherham,E08000018,Aged 25,Total,39,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,372,Rotherham,E08000018,Aged 25,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,Sheffield,E08000019,Aged 22,Care leaver not in touch,23,27
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,Sheffield,E08000019,Aged 22,Total,84,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,Sheffield,E08000019,Aged 22,Young person has requested and received support,61,73
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,Sheffield,E08000019,Aged 23,Care leaver not in touch,43,46
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,Sheffield,E08000019,Aged 23,Total,94,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,Sheffield,E08000019,Aged 23,Young person has requested and received support,51,54
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,Sheffield,E08000019,Aged 24,Care leaver not in touch,33,46
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,Sheffield,E08000019,Aged 24,Total,72,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,Sheffield,E08000019,Aged 24,Young person has requested and received support,39,54
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,Sheffield,E08000019,Aged 25,Care leaver not in touch,52,69
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,Sheffield,E08000019,Aged 25,Total,75,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,373,Sheffield,E08000019,Aged 25,Young person has requested and received support,23,31
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,Bradford,E08000032,Aged 22,Care leaver not in touch,44,43
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,Bradford,E08000032,Aged 22,Total,102,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,Bradford,E08000032,Aged 22,Young person has requested and received support,58,57
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,Bradford,E08000032,Aged 23,Care leaver not in touch,82,80
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,Bradford,E08000032,Aged 23,Total,103,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,Bradford,E08000032,Aged 23,Young person has requested and received support,21,20
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,Bradford,E08000032,Aged 24,Care leaver not in touch,58,79
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,Bradford,E08000032,Aged 24,Total,73,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,Bradford,E08000032,Aged 24,Young person has requested and received support,15,21
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,Bradford,E08000032,Aged 25,Care leaver not in touch,70,92
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,Bradford,E08000032,Aged 25,Total,76,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,380,Bradford,E08000032,Aged 25,Young person has requested and received support,6,8
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,Calderdale,E08000033,Aged 22,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,Calderdale,E08000033,Aged 22,Total,36,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,Calderdale,E08000033,Aged 22,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,Calderdale,E08000033,Aged 23,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,Calderdale,E08000033,Aged 23,Total,30,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,Calderdale,E08000033,Aged 23,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,Calderdale,E08000033,Aged 24,Care leaver not in touch,31,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,Calderdale,E08000033,Aged 24,Total,31,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,Calderdale,E08000033,Aged 24,Young person has requested and received support,0,0
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,Calderdale,E08000033,Aged 25,Care leaver not in touch,19,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,Calderdale,E08000033,Aged 25,Total,19,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,381,Calderdale,E08000033,Aged 25,Young person has requested and received support,0,0
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,Kirklees,E08000034,Aged 22,Care leaver not in touch,40,51
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,Kirklees,E08000034,Aged 22,Total,78,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,Kirklees,E08000034,Aged 22,Young person has requested and received support,38,49
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,Kirklees,E08000034,Aged 23,Care leaver not in touch,59,79
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,Kirklees,E08000034,Aged 23,Total,75,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,Kirklees,E08000034,Aged 23,Young person has requested and received support,16,21
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,Kirklees,E08000034,Aged 24,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,Kirklees,E08000034,Aged 24,Total,74,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,Kirklees,E08000034,Aged 24,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,Kirklees,E08000034,Aged 25,Care leaver not in touch,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,Kirklees,E08000034,Aged 25,Total,60,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,382,Kirklees,E08000034,Aged 25,Young person has requested and received support,c,c
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,Leeds,E08000035,Aged 22,Care leaver not in touch,100,70
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,Leeds,E08000035,Aged 22,Total,143,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,Leeds,E08000035,Aged 22,Young person has requested and received support,43,30
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,Leeds,E08000035,Aged 23,Care leaver not in touch,132,87
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,Leeds,E08000035,Aged 23,Total,151,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,Leeds,E08000035,Aged 23,Young person has requested and received support,19,13
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,Leeds,E08000035,Aged 24,Care leaver not in touch,109,89
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,Leeds,E08000035,Aged 24,Total,123,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,Leeds,E08000035,Aged 24,Young person has requested and received support,14,11
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,Leeds,E08000035,Aged 25,Care leaver not in touch,100,94
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,Leeds,E08000035,Aged 25,Total,106,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,383,Leeds,E08000035,Aged 25,Young person has requested and received support,6,6
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,Wakefield,E08000036,Aged 22,Care leaver not in touch,13,19
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,Wakefield,E08000036,Aged 22,Total,69,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,Wakefield,E08000036,Aged 22,Young person has requested and received support,56,81
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,Wakefield,E08000036,Aged 23,Care leaver not in touch,18,28
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,Wakefield,E08000036,Aged 23,Total,64,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,Wakefield,E08000036,Aged 23,Young person has requested and received support,46,72
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,Wakefield,E08000036,Aged 24,Care leaver not in touch,15,29
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,Wakefield,E08000036,Aged 24,Total,52,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,Wakefield,E08000036,Aged 24,Young person has requested and received support,37,71
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,Wakefield,E08000036,Aged 25,Care leaver not in touch,31,69
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,Wakefield,E08000036,Aged 25,Total,45,100
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,384,Wakefield,E08000036,Aged 25,Young person has requested and received support,14,31
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,North Yorkshire,E10000023,Aged 22,Care leaver not in touch,10,17
2023,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and the Humber,815,North Yorkshire,E10000023,Aged 22,Total,58,100
