time_period,time_identifier,geographic_level,country_code,country_name,cla_group,characteristic,reason_for_change,number,percent
2022,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Change in the status of a placement only,6930,19
2022,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Change to/Implementation of care plan,12710,35
2022,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Child requests placement to end,1170,3
2022,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Custody,90,k
2022,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Other,7630,21
2022,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Resignation or closure of provision,220,1
2022,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Responsible/Area authority requests placement to end,620,2
2022,Reporting year,National,E92000001,England,Category of need,N1. Abuse or neglect,Standards of care concern,450,1
2022,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,All Placements,900,2
2022,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Allegation (s47),c,c
2022,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Approval removed,c,c
2022,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Carer requests placement end other than due to child's behaviour,60,6
2022,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Carer requests placement ends due to child's behaviour,130,15
2022,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Change in the status of a placement only,140,16
2022,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Change to/Implementation of care plan,250,28
2022,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Child requests placement to end,20,2
2022,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Custody,0,0
2022,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Other,230,26
2022,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Resignation or closure of provision,20,2
2022,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Responsible/Area authority requests placement to end,10,1
2022,Reporting year,National,E92000001,England,Category of need,N2. Child’s disability,Standards of care concern,20,2
2022,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,All Placements,1380,2
2022,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Allegation (s47),20,1
2022,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Approval removed,c,c
2022,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Carer requests placement end other than due to child's behaviour,90,7
2022,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Carer requests placement ends due to child's behaviour,120,9
2022,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Change in the status of a placement only,230,16
2022,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Change to/Implementation of care plan,560,41
2022,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Child requests placement to end,40,3
2022,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Custody,c,c
2022,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Other,240,17
2022,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Resignation or closure of provision,20,1
2022,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Responsible/Area authority requests placement to end,30,2
2022,Reporting year,National,E92000001,England,Category of need,N3. Parental illness or disability,Standards of care concern,30,2
2022,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,All Placements,4750,8
2022,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Allegation (s47),50,1
2022,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Approval removed,10,k
2022,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Carer requests placement end other than due to child's behaviour,290,6
2022,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Carer requests placement ends due to child's behaviour,590,12
2022,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Change in the status of a placement only,680,14
2022,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Change to/Implementation of care plan,1490,31
2022,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Child requests placement to end,210,4
2022,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Custody,20,k
2022,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Other,1270,27
2022,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Resignation or closure of provision,50,1
2022,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Responsible/Area authority requests placement to end,70,1
2022,Reporting year,National,E92000001,England,Category of need,N4. Family in acute stress,Standards of care concern,40,1
2022,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,All Placements,8210,15
2022,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Allegation (s47),50,1
2022,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Approval removed,50,1
2022,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Carer requests placement end other than due to child's behaviour,460,6
2022,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Carer requests placement ends due to child's behaviour,810,10
2022,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Change in the status of a placement only,1450,18
2022,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Change to/Implementation of care plan,2900,35
2022,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Child requests placement to end,330,4
2022,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Custody,30,k
2022,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Other,1860,23
2022,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Resignation or closure of provision,60,1
2022,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Responsible/Area authority requests placement to end,140,2
2022,Reporting year,National,E92000001,England,Category of need,N5. Family dysfunction,Standards of care concern,70,1
2022,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,All Placements,940,2
2022,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Allegation (s47),c,c
2022,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Approval removed,c,c
2022,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Carer requests placement end other than due to child's behaviour,50,5
2022,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Carer requests placement ends due to child's behaviour,140,15
2022,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Change in the status of a placement only,80,9
2022,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Change to/Implementation of care plan,300,32
2022,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Child requests placement to end,40,4
2022,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Custody,20,2
2022,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Other,260,28
2022,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Resignation or closure of provision,10,1
2022,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Responsible/Area authority requests placement to end,20,2
2022,Reporting year,National,E92000001,England,Category of need,N6. Socially unacceptable behaviour,Standards of care concern,10,1
2022,Reporting year,National,E92000001,England,Category of need,N7. Low income,All Placements,50,k
2022,Reporting year,National,E92000001,England,Category of need,N7. Low income,Allegation (s47),0,0
2022,Reporting year,National,E92000001,England,Category of need,N7. Low income,Approval removed,0,0
2022,Reporting year,National,E92000001,England,Category of need,N7. Low income,Carer requests placement end other than due to child's behaviour,c,c
2022,Reporting year,National,E92000001,England,Category of need,N7. Low income,Carer requests placement ends due to child's behaviour,10,11
2022,Reporting year,National,E92000001,England,Category of need,N7. Low income,Change in the status of a placement only,10,15
2022,Reporting year,National,E92000001,England,Category of need,N7. Low income,Change to/Implementation of care plan,30,48
2022,Reporting year,National,E92000001,England,Category of need,N7. Low income,Child requests placement to end,c,c
2022,Reporting year,National,E92000001,England,Category of need,N7. Low income,Custody,0,0
2022,Reporting year,National,E92000001,England,Category of need,N7. Low income,Other,10,19
2022,Reporting year,National,E92000001,England,Category of need,N7. Low income,Resignation or closure of provision,0,0
2022,Reporting year,National,E92000001,England,Category of need,N7. Low income,Responsible/Area authority requests placement to end,c,c
2022,Reporting year,National,E92000001,England,Category of need,N7. Low income,Standards of care concern,0,0
2022,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,All Placements,3640,6
2022,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Allegation (s47),10,k
2022,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Approval removed,10,k
2022,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Carer requests placement end other than due to child's behaviour,120,3
2022,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Carer requests placement ends due to child's behaviour,220,6
2022,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Change in the status of a placement only,360,10
2022,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Change to/Implementation of care plan,1450,40
2022,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Child requests placement to end,250,7
2022,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Custody,c,c
2022,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Other,1120,31
2022,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Resignation or closure of provision,30,1
2022,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Responsible/Area authority requests placement to end,40,1
2022,Reporting year,National,E92000001,England,Category of need,N8. Absent parenting,Standards of care concern,30,1
2022,Reporting year,National,E92000001,England,Category of need,Total,All Placements,56140,100
2022,Reporting year,National,E92000001,England,Category of need,Total,Allegation (s47),460,1
2022,Reporting year,National,E92000001,England,Category of need,Total,Approval removed,260,k
2022,Reporting year,National,E92000001,England,Category of need,Total,Carer requests placement end other than due to child's behaviour,3490,6
2022,Reporting year,National,E92000001,England,Category of need,Total,Carer requests placement ends due to child's behaviour,5560,10
2022,Reporting year,National,E92000001,England,Category of need,Total,Change in the status of a placement only,9870,18
2022,Reporting year,National,E92000001,England,Category of need,Total,Change to/Implementation of care plan,19680,35
2022,Reporting year,National,E92000001,England,Category of need,Total,Child requests placement to end,2070,4
2022,Reporting year,National,E92000001,England,Category of need,Total,Custody,160,k
2022,Reporting year,National,E92000001,England,Category of need,Total,Other,12620,22
2022,Reporting year,National,E92000001,England,Category of need,Total,Resignation or closure of provision,410,1
2022,Reporting year,National,E92000001,England,Category of need,Total,Responsible/Area authority requests placement to end,930,2
2022,Reporting year,National,E92000001,England,Category of need,Total,Standards of care concern,640,1
2022,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,All Placements,9330,17
2022,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Allegation (s47),30,k
2022,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Approval removed,40,k
2022,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Carer requests placement end other than due to child's behaviour,580,6
2022,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Carer requests placement ends due to child's behaviour,660,7
2022,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Change in the status of a placement only,1070,11
2022,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Change to/Implementation of care plan,3600,39
2022,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Child requests placement to end,180,2
2022,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Custody,20,k
2022,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Other,2930,31
2022,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Resignation or closure of provision,20,k
2022,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Responsible/Area authority requests placement to end,160,2
2022,Reporting year,National,E92000001,England,Duration of Placement,1. Under 2 weeks,Standards of care concern,50,k
2022,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,All Placements,9200,16
2022,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Allegation (s47),70,1
2022,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Approval removed,50,1
2022,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Carer requests placement end other than due to child's behaviour,680,7
2022,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Carer requests placement ends due to child's behaviour,1080,12
2022,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Change in the status of a placement only,1130,12
2022,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Change to/Implementation of care plan,3260,35
2022,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Child requests placement to end,350,4
2022,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Custody,40,k
2022,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Other,2270,25
2022,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Resignation or closure of provision,60,1
2022,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Responsible/Area authority requests placement to end,130,1
2022,Reporting year,National,E92000001,England,Duration of Placement,2. From 2 weeks to under 8 weeks,Standards of care concern,90,1
2022,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,All Placements,13570,24
2022,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Allegation (s47),110,1
2022,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Approval removed,80,1
2022,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Carer requests placement end other than due to child's behaviour,900,7
2022,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Carer requests placement ends due to child's behaviour,1580,12
2022,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Change in the status of a placement only,2340,17
2022,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Change to/Implementation of care plan,4410,32
2022,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Child requests placement to end,570,4
2022,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Custody,70,1
2022,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Other,2970,22
2022,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Resignation or closure of provision,100,1
2022,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Responsible/Area authority requests placement to end,250,2
2022,Reporting year,National,E92000001,England,Duration of Placement,3. From 8 weeks to under 6 months,Standards of care concern,200,2
2022,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,All Placements,9480,17
2022,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Allegation (s47),70,1
2022,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Approval removed,50,k
2022,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Carer requests placement end other than due to child's behaviour,560,6
2022,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Carer requests placement ends due to child's behaviour,930,10
2022,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Change in the status of a placement only,1550,16
2022,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Change to/Implementation of care plan,3580,38
2022,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Child requests placement to end,370,4
2022,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Custody,20,k
2022,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Other,1960,21
2022,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Resignation or closure of provision,90,1
2022,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Responsible/Area authority requests placement to end,180,2
2022,Reporting year,National,E92000001,England,Duration of Placement,4. From 6 months to under 1 year,Standards of care concern,120,1
2022,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,All Placements,8320,15
2022,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Allegation (s47),80,1
2022,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Approval removed,30,k
2022,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Carer requests placement end other than due to child's behaviour,440,5
2022,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Carer requests placement ends due to child's behaviour,680,8
2022,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Change in the status of a placement only,1900,23
2022,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Change to/Implementation of care plan,3140,38
2022,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Child requests placement to end,290,3
2022,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Custody,10,k
2022,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Other,1450,17
2022,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Resignation or closure of provision,90,1
2022,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Responsible/Area authority requests placement to end,130,2
2022,Reporting year,National,E92000001,England,Duration of Placement,5. From 1 year to under 2 years,Standards of care concern,100,1
2022,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,All Placements,3090,6
2022,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Allegation (s47),40,1
2022,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Approval removed,10,k
2022,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Carer requests placement end other than due to child's behaviour,150,5
2022,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Carer requests placement ends due to child's behaviour,300,10
2022,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Change in the status of a placement only,870,28
2022,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Change to/Implementation of care plan,970,32
2022,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Child requests placement to end,150,5
2022,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Custody,0,0
2022,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Other,480,15
2022,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Resignation or closure of provision,40,1
2022,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Responsible/Area authority requests placement to end,40,1
2022,Reporting year,National,E92000001,England,Duration of Placement,6. From 2 years to under 3 years,Standards of care concern,40,1
2022,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,All Placements,2080,4
2022,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Allegation (s47),40,2
2022,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Approval removed,c,c
2022,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Carer requests placement end other than due to child's behaviour,120,6
2022,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Carer requests placement ends due to child's behaviour,200,10
2022,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Change in the status of a placement only,670,32
2022,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Change to/Implementation of care plan,490,24
2022,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Child requests placement to end,100,5
2022,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Custody,0,0
2022,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Other,380,18
2022,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Resignation or closure of provision,10,1
2022,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Responsible/Area authority requests placement to end,20,1
2022,Reporting year,National,E92000001,England,Duration of Placement,7. From 3 years to under 5 years,Standards of care concern,40,2
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,All Placements,940,2
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Allegation (s47),20,3
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Approval removed,c,c
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Carer requests placement end other than due to child's behaviour,70,7
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Carer requests placement ends due to child's behaviour,100,11
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Change in the status of a placement only,290,31
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Change to/Implementation of care plan,200,21
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Child requests placement to end,50,6
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Custody,0,0
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Other,160,17
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Resignation or closure of provision,10,1
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Responsible/Area authority requests placement to end,20,2
2022,Reporting year,National,E92000001,England,Duration of Placement,8. From 5 years to under 10 years,Standards of care concern,10,1
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,All Placements,130,k
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Allegation (s47),c,c
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Approval removed,0,0
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Carer requests placement end other than due to child's behaviour,10,5
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Carer requests placement ends due to child's behaviour,20,16
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Change in the status of a placement only,40,30
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Change to/Implementation of care plan,20,16
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Child requests placement to end,10,7
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Custody,0,0
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Other,30,19
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Resignation or closure of provision,c,c
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Responsible/Area authority requests placement to end,c,c
2022,Reporting year,National,E92000001,England,Duration of Placement,9. 10 years and over,Standards of care concern,c,c
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,All Placements,56140,100
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Allegation (s47),460,1
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Approval removed,260,k
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Carer requests placement end other than due to child's behaviour,3490,6
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Carer requests placement ends due to child's behaviour,5560,10
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Change in the status of a placement only,9870,18
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Change to/Implementation of care plan,19680,35
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Child requests placement to end,2070,4
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Custody,160,k
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Other,12620,22
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Resignation or closure of provision,410,1
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Responsible/Area authority requests placement to end,930,2
2022,Reporting year,National,E92000001,England,Duration of Placement,Total,Standards of care concern,640,1
2022,Reporting year,National,E92000001,England,Gender,Female,All Placements,25750,46
2022,Reporting year,National,E92000001,England,Gender,Female,Allegation (s47),230,1
2022,Reporting year,National,E92000001,England,Gender,Female,Approval removed,130,1
2022,Reporting year,National,E92000001,England,Gender,Female,Carer requests placement end other than due to child's behaviour,1690,7
2022,Reporting year,National,E92000001,England,Gender,Female,Carer requests placement ends due to child's behaviour,2490,10
2022,Reporting year,National,E92000001,England,Gender,Female,Change in the status of a placement only,4590,18
2022,Reporting year,National,E92000001,England,Gender,Female,Change to/Implementation of care plan,8960,35
2022,Reporting year,National,E92000001,England,Gender,Female,Child requests placement to end,1070,4
2022,Reporting year,National,E92000001,England,Gender,Female,Custody,10,k
2022,Reporting year,National,E92000001,England,Gender,Female,Other,5690,22
2022,Reporting year,National,E92000001,England,Gender,Female,Resignation or closure of provision,170,1
2022,Reporting year,National,E92000001,England,Gender,Female,Responsible/Area authority requests placement to end,430,2
2022,Reporting year,National,E92000001,England,Gender,Female,Standards of care concern,290,1
2022,Reporting year,National,E92000001,England,Gender,Male,All Placements,30400,54
2022,Reporting year,National,E92000001,England,Gender,Male,Allegation (s47),230,1
2022,Reporting year,National,E92000001,England,Gender,Male,Approval removed,130,k
2022,Reporting year,National,E92000001,England,Gender,Male,Carer requests placement end other than due to child's behaviour,1790,6
2022,Reporting year,National,E92000001,England,Gender,Male,Carer requests placement ends due to child's behaviour,3070,10
2022,Reporting year,National,E92000001,England,Gender,Male,Change in the status of a placement only,5270,17
2022,Reporting year,National,E92000001,England,Gender,Male,Change to/Implementation of care plan,10720,35
2022,Reporting year,National,E92000001,England,Gender,Male,Child requests placement to end,1000,3
2022,Reporting year,National,E92000001,England,Gender,Male,Custody,150,1
2022,Reporting year,National,E92000001,England,Gender,Male,Other,6930,23
2022,Reporting year,National,E92000001,England,Gender,Male,Resignation or closure of provision,250,1
2022,Reporting year,National,E92000001,England,Gender,Male,Responsible/Area authority requests placement to end,510,2
2022,Reporting year,National,E92000001,England,Gender,Male,Standards of care concern,360,1
2022,Reporting year,National,E92000001,England,Gender,Total,All Placements,56140,100
2022,Reporting year,National,E92000001,England,Gender,Total,Allegation (s47),460,1
2022,Reporting year,National,E92000001,England,Gender,Total,Approval removed,260,k
2022,Reporting year,National,E92000001,England,Gender,Total,Carer requests placement end other than due to child's behaviour,3490,6
2022,Reporting year,National,E92000001,England,Gender,Total,Carer requests placement ends due to child's behaviour,5560,10
2022,Reporting year,National,E92000001,England,Gender,Total,Change in the status of a placement only,9870,18
2022,Reporting year,National,E92000001,England,Gender,Total,Change to/Implementation of care plan,19680,35
2022,Reporting year,National,E92000001,England,Gender,Total,Child requests placement to end,2070,4
2022,Reporting year,National,E92000001,England,Gender,Total,Custody,160,k
2022,Reporting year,National,E92000001,England,Gender,Total,Other,12620,22
2022,Reporting year,National,E92000001,England,Gender,Total,Resignation or closure of provision,410,1
2022,Reporting year,National,E92000001,England,Gender,Total,Responsible/Area authority requests placement to end,930,2
2022,Reporting year,National,E92000001,England,Gender,Total,Standards of care concern,640,1
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,All Placements,36350,65
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,Allegation (s47),380,1
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,Approval removed,150,k
2022,Reporting year,National,E92000001,England,Placement type,Foster placements,Carer requests placement end other than due to child's behaviour,2830,8
