time_period,time_identifier,geographic_level,country_code,country_name,population_group,characteristic,placement_stability,number,percentage
2022,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,Total children,400,100
2022,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",540,73
2022,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",200,27
2022,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,Total children,740,100
2022,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",750,70
2022,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",330,30
2022,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,Total children,1080,100
2022,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",550,70
2022,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",240,30
2022,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,Total children,790,100
2022,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",80,76
2022,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",30,24
2022,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,Total children,110,100
2022,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",230,69
2022,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",100,31
2022,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,Total children,330,100
2022,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",70,65
2022,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",40,35
2022,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,Total children,110,100
2022,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",30,89
2022,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",c,c
2022,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,Total children,30,100
2022,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",150,70
2022,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",60,30
2022,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,Total children,210,100
2022,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British","Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",1050,69
2022,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British","Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",480,31
2022,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",Total children,1530,100
2022,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",300,69
2022,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",130,31
2022,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,Total children,440,100
2022,Reporting year,National,E92000001,England,Ethnicity,4b. African,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",470,70
2022,Reporting year,National,E92000001,England,Ethnicity,4b. African,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",210,30
2022,Reporting year,National,E92000001,England,Ethnicity,4b. African,Total children,680,100
2022,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",280,67
2022,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",140,33
2022,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,Total children,410,100
2022,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",200,69
2022,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",90,31
2022,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,Total children,290,100
2022,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20,75
2022,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",c,c
2022,Reporting year,National,E92000001,England,Ethnicity,6. Total refused or information not yet available,Total children,20,100
2022,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",10,75
2022,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",c,c
2022,Reporting year,National,E92000001,England,Ethnicity,6a. Refused,Total children,10,100
2022,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",10,75
2022,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",c,c
2022,Reporting year,National,E92000001,England,Ethnicity,6b. Information not yet obtained,Total children,10,100
2022,Reporting year,National,E92000001,England,Ethnicity,Total children,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20860,71
2022,Reporting year,National,E92000001,England,Ethnicity,Total children,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8650,29
2022,Reporting year,National,E92000001,England,Ethnicity,Total children,Total children,29510,100
2022,Reporting year,National,E92000001,England,Gender,Female,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",9230,70
2022,Reporting year,National,E92000001,England,Gender,Female,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",3940,30
2022,Reporting year,National,E92000001,England,Gender,Female,Total children,13170,100
2022,Reporting year,National,E92000001,England,Gender,Male,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",11640,71
2022,Reporting year,National,E92000001,England,Gender,Male,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",4710,29
2022,Reporting year,National,E92000001,England,Gender,Male,Total children,16350,100
2022,Reporting year,National,E92000001,England,Gender,Total children,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20860,71
2022,Reporting year,National,E92000001,England,Gender,Total children,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8650,29
2022,Reporting year,National,E92000001,England,Gender,Total children,Total children,29510,100
2022,Reporting year,National,E92000001,England,Legal status,Care orders,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",19680,71
2022,Reporting year,National,E92000001,England,Legal status,Care orders,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8220,29
2022,Reporting year,National,E92000001,England,Legal status,Care orders,Total children,27890,100
2022,Reporting year,National,E92000001,England,Legal status,Detained for child protection,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",z,z
2022,Reporting year,National,E92000001,England,Legal status,Detained for child protection,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",z,z
2022,Reporting year,National,E92000001,England,Legal status,Detained for child protection,Total children,0,z
2022,Reporting year,National,E92000001,England,Legal status,Placement order granted,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",920,73
2022,Reporting year,National,E92000001,England,Legal status,Placement order granted,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",340,27
2022,Reporting year,National,E92000001,England,Legal status,Placement order granted,Total children,1260,100
2022,Reporting year,National,E92000001,England,Legal status,Total children,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20860,71
2022,Reporting year,National,E92000001,England,Legal status,Total children,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8650,29
2022,Reporting year,National,E92000001,England,Legal status,Total children,Total children,29510,100
2022,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",270,75
2022,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",90,25
2022,Reporting year,National,E92000001,England,Legal status,Voluntary agreements under S20 CA 1989,Total children,360,100
2022,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",z,z
2022,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",z,z
2022,Reporting year,National,E92000001,England,Legal status,Youth justice legal statuses,Total children,0,z
2022,Reporting year,National,E92000001,England,Placement,Foster placements,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",18240,77
2022,Reporting year,National,E92000001,England,Placement,Foster placements,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",5590,23
2022,Reporting year,National,E92000001,England,Placement,Foster placements,Total children,23830,100
2022,Reporting year,National,E92000001,England,Placement,Other placement,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20,29
2022,Reporting year,National,E92000001,England,Placement,Other placement,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",60,71
2022,Reporting year,National,E92000001,England,Placement,Other placement,Total children,80,100
2022,Reporting year,National,E92000001,England,Placement,Other residential settings,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",30,28
2022,Reporting year,National,E92000001,England,Placement,Other residential settings,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",90,72
2022,Reporting year,National,E92000001,England,Placement,Other residential settings,Total children,120,100
2022,Reporting year,National,E92000001,England,Placement,Placed for adoption,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",560,82
2022,Reporting year,National,E92000001,England,Placement,Placed for adoption,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",120,18
2022,Reporting year,National,E92000001,England,Placement,Placed for adoption,Total children,680,100
2022,Reporting year,National,E92000001,England,Placement,Placed in the community,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",0,0
2022,Reporting year,National,E92000001,England,Placement,Placed in the community,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",c,c
2022,Reporting year,National,E92000001,England,Placement,Placed in the community,Total children,c,c
2022,Reporting year,National,E92000001,England,Placement,Placed with parents or other person with parental responsibility,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",1040,50
2022,Reporting year,National,E92000001,England,Placement,Placed with parents or other person with parental responsibility,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",1050,50
2022,Reporting year,National,E92000001,England,Placement,Placed with parents or other person with parental responsibility,Total children,2090,100
2022,Reporting year,National,E92000001,England,Placement,Residential schools,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",10,52
2022,Reporting year,National,E92000001,England,Placement,Residential schools,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",10,48
2022,Reporting year,National,E92000001,England,Placement,Residential schools,Total children,20,100
2022,Reporting year,National,E92000001,England,Placement,"Secure units, children's homes and semi-independent living accommodation","Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",950,35
2022,Reporting year,National,E92000001,England,Placement,"Secure units, children's homes and semi-independent living accommodation","Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",1730,65
2022,Reporting year,National,E92000001,England,Placement,"Secure units, children's homes and semi-independent living accommodation",Total children,2680,100
2022,Reporting year,National,E92000001,England,Placement,Total children,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20860,71
2022,Reporting year,National,E92000001,England,Placement,Total children,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8650,29
2022,Reporting year,National,E92000001,England,Placement,Total children,Total children,29510,100
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20830,71
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8640,29
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Non-unaccompanied asylum-seeking children,Total children,29470,100
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Total children,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20860,71
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Total children,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8650,29
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Total children,Total children,29510,100
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",30,74
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",10,26
2022,Reporting year,National,E92000001,England,Unaccompanied asylum-seeking children,Unaccompanied asylum-seeking children,Total children,40,100
2021,Reporting year,National,E92000001,England,Age group,1 to 4 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",1150,67
2021,Reporting year,National,E92000001,England,Age group,1 to 4 years,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",570,33
2021,Reporting year,National,E92000001,England,Age group,1 to 4 years,Total children,1720,100
2021,Reporting year,National,E92000001,England,Age group,10 to 15 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",14200,70
2021,Reporting year,National,E92000001,England,Age group,10 to 15 years,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",6040,30
2021,Reporting year,National,E92000001,England,Age group,10 to 15 years,Total children,20230,100
2021,Reporting year,National,E92000001,England,Age group,5 to 9 years,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",4670,70
2021,Reporting year,National,E92000001,England,Age group,5 to 9 years,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",2020,30
2021,Reporting year,National,E92000001,England,Age group,5 to 9 years,Total children,6690,100
2021,Reporting year,National,E92000001,England,Age group,Total children,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20010,70
2021,Reporting year,National,E92000001,England,Age group,Total children,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",8630,30
2021,Reporting year,National,E92000001,England,Age group,Total children,Total children,28640,100
2021,Reporting year,National,E92000001,England,Ethnicity,1. Total White,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",15940,70
2021,Reporting year,National,E92000001,England,Ethnicity,1. Total White,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",6910,30
2021,Reporting year,National,E92000001,England,Ethnicity,1. Total White,Total children,22850,100
2021,Reporting year,National,E92000001,England,Ethnicity,1a. White British,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",15070,70
2021,Reporting year,National,E92000001,England,Ethnicity,1a. White British,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",6560,30
2021,Reporting year,National,E92000001,England,Ethnicity,1a. White British,Total children,21630,100
2021,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",50,75
2021,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20,25
2021,Reporting year,National,E92000001,England,Ethnicity,1b. White Irish,Total children,70,100
2021,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",40,63
2021,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20,38
2021,Reporting year,National,E92000001,England,Ethnicity,1c. Traveller of Irish Heritage,Total children,60,100
2021,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",160,74
2021,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",60,26
2021,Reporting year,National,E92000001,England,Ethnicity,1d. Gypsy Roma,Total children,220,100
2021,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",620,71
2021,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",250,29
2021,Reporting year,National,E92000001,England,Ethnicity,1e. Any other White background,Total children,870,100
2021,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",2230,70
2021,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",960,30
2021,Reporting year,National,E92000001,England,Ethnicity,2. Total Mixed or Multiple ethnic groups,Total children,3190,100
2021,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",760,67
2021,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",370,33
2021,Reporting year,National,E92000001,England,Ethnicity,2a. White and Black Caribbean,Total children,1130,100
2021,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",280,75
2021,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",100,25
2021,Reporting year,National,E92000001,England,Ethnicity,2b. White and Black African,Total children,380,100
2021,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",490,71
2021,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",200,29
2021,Reporting year,National,E92000001,England,Ethnicity,2c. White and Asian,Total children,700,100
2021,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",700,71
2021,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",290,29
2021,Reporting year,National,E92000001,England,Ethnicity,2d. Any other Mixed background,Total children,990,100
2021,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",540,72
2021,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",210,28
2021,Reporting year,National,E92000001,England,Ethnicity,3. Total Asian or Asian British,Total children,750,100
2021,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",70,78
2021,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20,22
2021,Reporting year,National,E92000001,England,Ethnicity,3a. Indian,Total children,100,100
2021,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",220,73
2021,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",80,27
2021,Reporting year,National,E92000001,England,Ethnicity,3b. Pakistani,Total children,300,100
2021,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",90,68
2021,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",40,32
2021,Reporting year,National,E92000001,England,Ethnicity,3c. Bangladeshi,Total children,130,100
2021,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",20,79
2021,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",10,21
2021,Reporting year,National,E92000001,England,Ethnicity,3d. Chinese,Total children,30,100
2021,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",140,71
2021,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",60,29
2021,Reporting year,National,E92000001,England,Ethnicity,3e. Any other Asian background,Total children,190,100
2021,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British","Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",1090,70
2021,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British","Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",460,30
2021,Reporting year,National,E92000001,England,Ethnicity,"4. Total Black, African, Caribbean or Black British",Total children,1550,100
2021,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",330,68
2021,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",150,32
2021,Reporting year,National,E92000001,England,Ethnicity,4a. Caribbean,Total children,480,100
2021,Reporting year,National,E92000001,England,Ethnicity,4b. African,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",490,70
2021,Reporting year,National,E92000001,England,Ethnicity,4b. African,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",210,30
2021,Reporting year,National,E92000001,England,Ethnicity,4b. African,Total children,690,100
2021,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",270,73
2021,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,"Not living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",100,27
2021,Reporting year,National,E92000001,England,Ethnicity,4c. Any other Black background,Total children,370,100
2021,Reporting year,National,E92000001,England,Ethnicity,5. Total other ethnic group,"Living with the same carer for at least 2 years, or are placed for adoption and their adoptive placement together with their previous placement, last for at least 2 years",200,71
