time_period,time_identifier,geographic_level,country_code,country_name,cla_group,population_group,characteristic,number
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,6. Total Refused or information not yet available,90
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,6a. Refused,20
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,6b. Information not yet obtained,70
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,Total children,58990
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Gender,Female,26200
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Gender,Male,32790
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Gender,Total children,58990
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Foster placements,42430
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Other placement,210
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Other residential settings,410
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Placed for adoption,2270
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Placed in the community,1110
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Placed with parents or other persons with parental responsibility,4290
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Residential schools,80
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,"Secure units, children's homes and semi-independent living accommodation",8200
2021,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Total children,58990
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,1 to 4 years,17180
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,10 to 15 years,35300
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,16 years and over,31950
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,5 to 9 years,18020
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,Total children,108680
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,Under 1 year,6220
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1. Total White,78120
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1a. White British,72660
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1b. White Irish,270
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1c. Traveller of Irish Heritage,200
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1d. Gypsy Roma,710
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1e. Any other White background,4280
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,2. Total Mixed or Multiple ethnic groups,10770
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,2a. White and Black Caribbean,3720
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,2b. White and Black African,1270
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,2c. White and Asian,2050
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,2d. Any other Mixed background,3730
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3. Total Asian or Asian British,5550
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3a. Indian,440
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3b. Pakistani,1510
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3c. Bangladeshi,620
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3d. Chinese,150
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3e. Any other Asian background,2830
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",9140
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,4a. Caribbean,1880
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,4b. African,5440
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,4c. Any other Black background,1830
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,5. Total other ethnic group,4530
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,6. Total Refused or information not yet available,560
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,6a. Refused,50
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,6b. Information not yet obtained,510
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,Total children,108680
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Gender,Female,47230
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Gender,Male,61450
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Gender,Total children,108680
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Foster placements,80290
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Other placement,1990
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Other residential settings,4170
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Placed for adoption,5790
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Placed in the community,6590
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Placed with parents or other persons with parental responsibility,10590
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Residential schools,190
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,"Secure units, children's homes and semi-independent living accommodation",18010
2020,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Total children,127610
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,1 to 4 years,6470
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,10 to 15 years,25660
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,16 years and over,13970
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,5 to 9 years,10610
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,Total children,56700
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1. Total White,43520
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1a. White British,40970
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1b. White Irish,140
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1c. Traveller of Irish Heritage,110
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1d. Gypsy Roma,370
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1e. Any other White background,1930
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,2. Total Mixed or Multiple ethnic groups,5790
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,2a. White and Black Caribbean,2060
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,2b. White and Black African,660
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,2c. White and Asian,1200
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,2d. Any other Mixed background,1870
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3. Total Asian or Asian British,2170
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3a. Indian,200
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3b. Pakistani,710
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3c. Bangladeshi,280
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3d. Chinese,60
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3e. Any other Asian background,920
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,"4. Total Black, African, Caribbean or Black British",3820
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,4a. Caribbean,980
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,4b. African,2040
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,4c. Any other Black background,810
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,5. Total other ethnic group,1330
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,6. Total Refused or information not yet available,60
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,6a. Refused,10
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,6b. Information not yet obtained,50
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,Total children,56700
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Gender,Female,25050
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Gender,Male,31650
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Gender,Total children,56700
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Foster placements,40730
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Other placement,200
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Other residential settings,400
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Placed for adoption,1980
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Placed in the community,1430
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Placed with parents or other persons with parental responsibility,4180
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Residential schools,70
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,"Secure units, children's homes and semi-independent living accommodation",7700
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Total children,56700
2020,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,Under 1 year,0
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,1 to 4 years,16820
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,10 to 15 years,34630
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,16 years and over,30720
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,5 to 9 years,18160
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,Total children,106640
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Age group,Under 1 year,6300
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1. Total White,76960
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1a. White British,71480
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1b. White Irish,310
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1c. Traveller of Irish Heritage,190
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1d. Gypsy Roma,630
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,1e. Any other White background,4370
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,2. Total Mixed or Multiple ethnic groups,10480
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,2a. White and Black Caribbean,3640
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,2b. White and Black African,1240
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,2c. White and Asian,1990
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,2d. Any other Mixed background,3610
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3. Total Asian or Asian British,5440
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3a. Indian,450
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3b. Pakistani,1480
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3c. Bangladeshi,620
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3d. Chinese,140
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,3e. Any other Asian background,2750
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,"4. Total Black, African, Caribbean or Black British",9020
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,4a. Caribbean,1850
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,4b. African,5460
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,4c. Any other Black background,1710
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,5. Total other ethnic group,4180
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,6. Total Refused or information not yet available,550
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,6a. Refused,40
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,6b. Information not yet obtained,510
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Ethnicity,Total children,106640
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Gender,Female,46430
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Gender,Male,60210
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Gender,Total children,106640
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Foster placements,79860
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Other placement,1440
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Other residential settings,4290
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Placed for adoption,6110
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Placed in the community,7190
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Placed with parents or other persons with parental responsibility,9890
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Residential schools,190
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,"Secure units, children's homes and semi-independent living accommodation",15800
2019,Reporting year,National,E92000001,England,All children looked after during the year ending 31 March,Placement,Total children,124760
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,1 to 4 years,6130
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,10 to 15 years,24840
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,16 years and over,13270
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,5 to 9 years,10310
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,Total children,54540
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1. Total White,41880
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1a. White British,39450
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1b. White Irish,150
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1c. Traveller of Irish Heritage,100
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1d. Gypsy Roma,330
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,1e. Any other White background,1840
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,2. Total Mixed or Multiple ethnic groups,5570
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,2a. White and Black Caribbean,2030
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,2b. White and Black African,630
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,2c. White and Asian,1120
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,2d. Any other Mixed background,1790
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3. Total Asian or Asian British,2160
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3a. Indian,210
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3b. Pakistani,660
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3c. Bangladeshi,280
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3d. Chinese,60
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,3e. Any other Asian background,950
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,"4. Total Black, African, Caribbean or Black British",3550
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,4a. Caribbean,990
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,4b. African,1810
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,4c. Any other Black background,750
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,5. Total other ethnic group,1300
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,6. Total Refused or information not yet available,90
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,6a. Refused,10
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,6b. Information not yet obtained,80
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Ethnicity,Total children,54540
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Gender,Female,24030
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Gender,Male,30510
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Gender,Total children,54540
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Foster placements,39450
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Other placement,140
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Other residential settings,440
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Placed for adoption,2100
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Placed in the community,1580
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Placed with parents or other persons with parental responsibility,3820
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Residential schools,70
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,"Secure units, children's homes and semi-independent living accommodation",6940
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Placement,Total children,54540
2019,Reporting year,National,E92000001,England,Children looked after on 31 March who’ve been looked after for at least 12 months,Age group,Under 1 year,0
