LA,LA Name,ReturnStatus,Line,S52 Line Reference,Own Provision (y),Private (z(i)),Other Public (z(ii)),Voluntary (z(iii)),Total Expenditure (k),Income (l),NET Current Expenditure (m),Govt. Grants Inside AEF (n),Govt. Grants Outside AEF (o),LEA NET Revenue Expenditure (p)
208,Lambeth,Submitted,17,Leaving care support services,1232239.52,32293.45,0,0,1264532.97,0,1264532.97,0,0,1264532.97
208,Lambeth,Submitted,18,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
208,Lambeth,Submitted,19,Total Children Looked After,9728380.61,21687765.57,452748,0,31868894.18,6180,31862714.18,1864630.41,0,29998083.77
208,Lambeth,Submitted,20,Child death review processes,108804,0,0,0,108804,101318,7486,0,0,7486
208,Lambeth,Submitted,21,LA functions in relation to child protection,2315479.17,0,0,0,2315479.17,0,2315479.17,0,0,2315479.17
208,Lambeth,Submitted,22,Local safeguarding childrens board,168331.31,213722.43,0,0,382053.74,58450,323603.74,0,0,323603.74
208,Lambeth,Submitted,23,Total Children and Young People's Safety,2592614.48,213722.43,0,0,2806336.91,159768,2646568.91,0,0,2646568.91
208,Lambeth,Submitted,24,Direct payments,820523,0,0,0,820523,0,820523,0,0,820523
208,Lambeth,Submitted,25,Short breaks (respite) for disabled children,1312930,0,0,0,1312930,0,1312930,1312930,0,0
208,Lambeth,Submitted,26,Home care services,1304561,0,0,0,1304561,0,1304561,0,0,1304561
208,Lambeth,Submitted,27,Equiptment and adaptations,729.29,0,0,0,729.29,0,729.29,0,0,729.29
208,Lambeth,Submitted,28,Other family support services,920254,504924,0,0,1425178,236093.41,1189084.59,0,0,1189084.59
208,Lambeth,Submitted,29,Contribution to health care of individual children,1200578.32,0,0,0,1200578.32,1200578,0.32,0,0,0.32
208,Lambeth,Submitted,30,Total Family Support Services,5559575.61,504924,0,0,6064499.61,1436671.41,4627828.2,1312930,0,3314898.2
208,Lambeth,Submitted,31,Adoption services,1668567,54367,0,0,1722934,0,1722934,0,0,1722934
208,Lambeth,Submitted,32,Special guardianship support,347447,0,0,0,347447,0,347447,0,0,347447
208,Lambeth,Submitted,33,Other children's and families services,18688.78,771470,0,0,790158.78,496307,293851.78,0,0,293851.78
208,Lambeth,Submitted,34,Total Other Children's and Families Services,2034702.78,825837,0,0,2860539.78,496307,2364232.78,0,0,2364232.78
208,Lambeth,Submitted,35,Children's and young people's plan,0,0,0,0,0,0,0,0,0,0
208,Lambeth,Submitted,36,Partnership costs,56627.83,0,0,0,56627.83,0,56627.83,0,0,56627.83
208,Lambeth,Submitted,37,Central commissioning function,567244,0,0,0,567244,0,567244,0,0,567244
208,Lambeth,Submitted,38,Total Children's Services Strategy,623871.83,0,0,0,623871.83,0,623871.83,0,0,623871.83
208,Lambeth,Submitted,39,Commissioning and social work,12420800,127031,0,0,12547831,1003278,11544553,0,0,11544553
208,Lambeth,Submitted,40,Child Trust Fund Top Ups,0,0,0,0,0,0,0,0,0,0
208,Lambeth,Submitted,41,"Universal services for young people (including youth work, positive activities and  information, advice and guidance)",4145122,0,0,0,4145122,353895,3791227,318475,0,3472752
208,Lambeth,Submitted,42,"Targeted services for young people (including youth work, positive activities and information, advice and guidance)",1147485.73,0,0,0,1147485.73,1124213,23272.73,0,0,23272.73
208,Lambeth,Submitted,43,"Substances misuse services (Drugs, alcohol and volatile substances)",681095,0,0,0,681095,0,681095,0,681095,0
208,Lambeth,Submitted,44,Teenage pregnancy services,238339.92,0,0,0,238339.92,238339.92,0,0,0,0
208,Lambeth,Submitted,45,Connexions,2456473.43,0,0,0,2456473.43,2414033,42440.43,0,0,42440.43
208,Lambeth,Submitted,46,Student support/including mandatory awards,309007.67,0,0,0,309007.67,0,309007.67,0,0,309007.67
208,Lambeth,Submitted,47,Unknown,8977523.75,0,0,0,8977523.75,4130480.92,4847042.83,318475,681095,3847472.83
208,Lambeth,Submitted,48,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
208,Lambeth,Submitted,49,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,83442728.51,7601892.33,75840836.18,,,
208,Lambeth,Submitted,50,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,83442728.51,7601892.33,75840836.18,,,
208,Lambeth,Submitted,51,"Spend on evidence based, early intervention services delivered through Sure Start Children's Centres (whether provided by children's centres using delegated budgets or commissioned by the local authority) - (memorandum expenditure extracted from lines 5 to 7 above)",,,,,13942430.39,,,,,
208,Lambeth,Submitted,52,Youth work - (memorandum expenditure Included in lines 41 and 42 above),,,,,3496024.73,,,,,
209,Lewisham,Submitted,1,Secure accommodation (youth justice),0,280140.18,19151,0,299291.18,0,299291.18,0,0,299291.18
209,Lewisham,Submitted,2,Youth offender teams,3466155.15,0,23401.4,37709,3527265.55,420546.14,3106719.41,0,1349021.81,1757697.6
209,Lewisham,Submitted,3,Other Youth Justice service,0,0,0,0,0,0,0,0,0,0
209,Lewisham,Submitted,4,Total Youth Justice,3466155.15,280140.18,42552.4,37709,3826556.73,420546.14,3406010.59,0,1349021.81,2056988.78
209,Lewisham,Submitted,5,Spend on local authority management costs relating to Sure Start Children's Centres,1111855,0,0,0,1111855,0,1111855,0,0,1111855
209,Lewisham,Submitted,6,Spend by individual Sure Start Children's Centres,8232061,0,900365,521454,9653880,9653880,0,0,0,0
209,Lewisham,Submitted,7,Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children's Centres,130761,0,0,907855,1038616,1038616,0,0,0,0
209,Lewisham,Submitted,8,Total Sure Start Children's Centres,9474677,0,900365,1429309,11804351,10692496,1111855,0,0,1111855
209,Lewisham,Submitted,9,Residential care,0,7095161,973785,0,8068946,970458,7098488,0,0,7098488
209,Lewisham,Submitted,10,Fostering services,6234.02,12727819,2094372,3595,14832020.02,1572789,13259231.02,0,0,13259231.02
209,Lewisham,Submitted,11,Other children looked after services,6729.48,2932794,2307550,0,5247073.48,440171,4806902.48,0,0,4806902.48
209,Lewisham,Submitted,12,Secure accommodation (welfare),0,125456,12312,0,137768,0,137768,0,0,137768
209,Lewisham,Submitted,13,Short breaks (respite) for looked after children,0,0,0,0,0,0,0,0,0,0
209,Lewisham,Submitted,14,Children placed with family and friends,0,0,0,0,0,0,0,0,0,0
209,Lewisham,Submitted,15,Advocacy services for children looked after,0,0,0,0,0,0,0,0,0,0
209,Lewisham,Submitted,16,Education of looked after children,0,0,0,0,0,0,0,0,0,0
209,Lewisham,Submitted,17,Leaving care support services,42588,946045,259750,0,1248383,1289,1247094,0,0,1247094
209,Lewisham,Submitted,18,Asylum seeker services - children,0,272616,121324,0,393940,124000,269940,0,0,269940
209,Lewisham,Submitted,19,Total Children Looked After,55551.5,24099891,5769093,3595,29928130.5,3108707,26819423.5,0,0,26819423.5
209,Lewisham,Submitted,20,Child death review processes,0,0,229,0,229,0,229,0,0,229
209,Lewisham,Submitted,21,LA functions in relation to child protection,0,0,0,0,0,0,0,0,0,0
209,Lewisham,Submitted,22,Local safeguarding childrens board,50432.57,131800.68,1227420,0,1409653.25,69550,1340103.25,0,0,1340103.25
209,Lewisham,Submitted,23,Total Children and Young People's Safety,50432.57,131800.68,1227649,0,1409882.25,69550,1340332.25,0,0,1340332.25
209,Lewisham,Submitted,24,Direct payments,0,605269,36228,0,641497,267050,374447,0,0,374447
209,Lewisham,Submitted,25,Short breaks (respite) for disabled children,0,34905,122479,0,157384,42000,115384,0,0,115384
209,Lewisham,Submitted,26,Home care services,0,450007,58520,143934,652461,198631,453830,0,0,453830
209,Lewisham,Submitted,27,Equiptment and adaptations,0,0,10518,0,10518,0,10518,0,0,10518
209,Lewisham,Submitted,28,Other family support services,2205.32,989434,447229,66058,1504926.32,30081,1474845.32,20374,0,1454471.32
209,Lewisham,Submitted,29,Contribution to health care of individual children,0,0,285773,0,285773,156383,129390,0,0,129390
209,Lewisham,Submitted,30,Total Family Support Services,2205.32,2079615,960747,209992,3252559.32,694145,2558414.32,20374,0,2538040.32
209,Lewisham,Submitted,31,Adoption services,77873.11,2464,1896832,664,1977833.11,96824,1881009.11,0,0,1881009.11
209,Lewisham,Submitted,32,Special guardianship support,6531,349713,27356,59,383659,1069,382590,0,0,382590
209,Lewisham,Submitted,33,Other children's and families services,2440.05,0,132259,0,134699.05,72412,62287.05,0,0,62287.05
209,Lewisham,Submitted,34,Total Other Children's and Families Services,86844.16,352177,2056447,723,2496191.16,170305,2325886.16,0,0,2325886.16
209,Lewisham,Submitted,35,Children's and young people's plan,0,0,0,0,0,0,0,0,0,0
209,Lewisham,Submitted,36,Partnership costs,0,0,0,0,0,0,0,0,0,0
209,Lewisham,Submitted,37,Central commissioning function,0,0,600207,0,600207,0,600207,0,0,600207
209,Lewisham,Submitted,38,Total Children's Services Strategy,0,0,600207,0,600207,0,600207,0,0,600207
209,Lewisham,Submitted,39,Commissioning and social work,2270226.18,159909,8676415,39600,11146150.18,241261,10904889.18,45197,0,10859692.18
209,Lewisham,Submitted,40,Child Trust Fund Top Ups,0,0,0,0,0,0,0,0,0,0
209,Lewisham,Submitted,41,"Universal services for young people (including youth work, positive activities and  information, advice and guidance)",1437049,44782,0,360203,1842034,165513,1676521,521100,0,1155421
209,Lewisham,Submitted,42,"Targeted services for young people (including youth work, positive activities and information, advice and guidance)",3695718,72452,0,144599,3912769,955081,2957688,334653,0,2623035
209,Lewisham,Submitted,43,"Substances misuse services (Drugs, alcohol and volatile substances)",464393.15,0,0,0,464393.15,211827,252566.15,0,252565.95,0.2
209,Lewisham,Submitted,44,Teenage pregnancy services,316469,0,267489,0,583958,342697,241261,0,0,241261
209,Lewisham,Submitted,45,Connexions,953432,1539807,0,36720,2529959,2294103,235856,0,0,235856
209,Lewisham,Submitted,46,Student support/including mandatory awards,410685,850,11640,0,423175,0,423175,0,0,423175
209,Lewisham,Submitted,47,Unknown,7277746.15,1657891,279129,541522,9756288.15,3969221,5787067.15,855753,252565.95,4678748.2
209,Lewisham,Submitted,48,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
209,Lewisham,Submitted,49,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,74220316.29,19366231.14,54854085.15,,,
209,Lewisham,Submitted,50,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,74220316.29,19366231.14,54854085.15,,,
209,Lewisham,Submitted,51,"Spend on evidence based, early intervention services delivered through Sure Start Children's Centres (whether provided by children's centres using delegated budgets or commissioned by the local authority) - (memorandum expenditure extracted from lines 5 to 7 above)",,,,,0,,,,,
209,Lewisham,Submitted,52,Youth work - (memorandum expenditure Included in lines 41 and 42 above),,,,,0,,,,,
210,Southwark,Submitted,1,Secure accommodation (youth justice),399554.38,7754.89,950820.36,63120,1421249.63,82975.91,1338273.72,0,0,1338273.72
210,Southwark,Submitted,2,Youth offender teams,4076425.1,344418.49,44685.95,21215.14,4486744.68,2151637.21,2335107.47,448880,1702757.21,183470.26
210,Southwark,Submitted,3,Other Youth Justice service,44916.59,1326.29,330864,0,377106.88,226963.32,150143.56,0,226963.32,-76819.76
210,Southwark,Submitted,4,Total Youth Justice,4520896.07,353499.67,1326370.31,84335.14,6285101.19,2461576.44,3823524.75,448880,1929720.53,1444924.22
210,Southwark,Submitted,5,Spend on local authority management costs relating to Sure Start Children's Centres,2544897.19,97229.74,2820.17,7121.04,2652068.14,1305919.9,1346148.24,1294479.94,0,51668.3
210,Southwark,Submitted,6,Spend by individual Sure Start Children's Centres,862921.68,486557.91,87428.76,145472.1,1582380.45,653886.95,928493.5,620505.17,0,307988.33
210,Southwark,Submitted,7,Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children's Centres,20464615.18,1611058.55,1284834.43,4862885.89,28223394.05,14020152.79,14203241.26,11220160.61,233281.86,2749798.79
210,Southwark,Submitted,8,Total Sure Start Children's Centres,23872434.05,2194846.2,1375083.36,5015479.03,32457842.64,15979959.64,16477883,13135145.72,233281.86,3109455.42
210,Southwark,Submitted,9,Residential care,223101.02,4051701.1,476882.91,1093194.63,5844879.66,514843.39,5330036.27,0,0,5330036.27
210,Southwark,Submitted,10,Fostering services,6115605.85,3856318.84,87945.92,311257.48,10371128.09,81168.48,10289959.61,0,0,10289959.61
210,Southwark,Submitted,11,Other children looked after services,3578198.81,5094981.66,943412.29,584455.57,10201048.33,1573083.54,8627964.79,783658.49,0,7844306.3
210,Southwark,Submitted,12,Secure accommodation (welfare),0,80758.93,107626.56,0,188385.49,81527,106858.49,0,0,106858.49
210,Southwark,Submitted,13,Short breaks (respite) for looked after children,0,0,0,0,0,0,0,0,0,0
210,Southwark,Submitted,14,Children placed with family and friends,262554.36,1863.97,137378.62,3480,405276.95,0,405276.95,0,0,405276.95
210,Southwark,Submitted,15,Advocacy services for children looked after,38161.38,15233.63,0,41769.48,95164.49,1488.79,93675.7,0,0,93675.7
210,Southwark,Submitted,16,Education of looked after children,1178.88,20048.11,0,0,21226.99,530.42,20696.57,0,0,20696.57
210,Southwark,Submitted,17,Leaving care support services,443601.52,339667.53,1027.44,51481.33,835777.82,0,835777.82,0,0,835777.82
210,Southwark,Submitted,18,Asylum seeker services - children,787270.25,386833.26,12729.58,68856.6,1255689.69,477506.52,778183.17,420312.85,0,357870.32
210,Southwark,Submitted,19,Total Children Looked After,11449672.07,13847407.03,1767003.32,2154495.09,29218577.51,2730148.14,26488429.37,1203971.34,0,25284458.03
210,Southwark,Submitted,20,Child death review processes,93594.16,0,0,0,93594.16,0,93594.16,0,0,93594.16
210,Southwark,Submitted,21,LA functions in relation to child protection,394161.96,5750.2,0,85,399997.16,272.41,399724.75,0,0,399724.75
210,Southwark,Submitted,22,Local safeguarding childrens board,111192.73,0,0,2884.06,114076.79,0,114076.79,0,0,114076.79
210,Southwark,Submitted,23,Total Children and Young People's Safety,598948.85,5750.2,0,2969.06,607668.11,272.41,607395.7,0,0,607395.7
210,Southwark,Submitted,24,Direct payments,537159.59,102234.97,0,0,639394.56,73316.01,566078.55,0,0,566078.55
210,Southwark,Submitted,25,Short breaks (respite) for disabled children,428112.12,0,0,0,428112.12,0,428112.12,0,0,428112.12
210,Southwark,Submitted,26,Home care services,0,0,0,0,0,0,0,0,0,0
210,Southwark,Submitted,27,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
210,Southwark,Submitted,28,Other family support services,1502027.73,553095.79,582530.44,364549.72,3002203.68,1191277.5,1810926.18,1484261,0,326665.18
210,Southwark,Submitted,29,Contribution to health care of individual children,0,0,0,0,0,0,0,0,0,0
210,Southwark,Submitted,30,Total Family Support Services,2467299.44,655330.76,582530.44,364549.72,4069710.36,1264593.51,2805116.85,1484261,0,1320855.85
210,Southwark,Submitted,31,Adoption services,1108316.02,20472.55,621465.17,76985,1827238.74,6649.64,1820589.1,0,0,1820589.1
210,Southwark,Submitted,32,Special guardianship support,210276.3,0,316914.62,0,527190.92,15642.86,511548.06,0,15642.86,495905.2
210,Southwark,Submitted,33,Other children's and families services,239802.53,169046.02,481.67,656841.68,1066171.9,80638.32,985533.58,0,0,985533.58
210,Southwark,Submitted,34,Total Other Children's and Families Services,1558394.85,189518.57,938861.46,733826.68,3420601.56,102930.82,3317670.74,0,15642.86,3302027.88
210,Southwark,Submitted,35,Children's and young people's plan,656596.12,129773.04,24573,192645.53,1003587.69,231909.09,771678.6,0,227999.98,543678.62
210,Southwark,Submitted,36,Partnership costs,0,0,0,0,0,0,0,0,0,0
210,Southwark,Submitted,37,Central commissioning function,1925553.66,144523.92,645264.79,61431.97,2776774.34,313732.52,2463041.82,273896.73,0,2189145.09
210,Southwark,Submitted,38,Total Children's Services Strategy,2582149.78,274296.96,669837.79,254077.5,3780362.03,545641.61,3234720.42,273896.73,227999.98,2732823.71
210,Southwark,Submitted,39,Commissioning and social work,17152196.97,1549874.26,537674.65,95673.18,19335419.06,1888476.15,17446942.91,997586.54,647383.23,15801973.14
210,Southwark,Submitted,40,Child Trust Fund Top Ups,0,0,0,0,0,0,0,0,0,0
210,Southwark,Submitted,41,"Universal services for young people (including youth work, positive activities and  information, advice and guidance)",2676998.4,2135984.39,197581.83,1151768.06,6162332.68,1068638.38,5093694.3,60278,87550,4945866.3
210,Southwark,Submitted,42,"Targeted services for young people (including youth work, positive activities and information, advice and guidance)",1452968,19067.51,8990.12,1315.74,1482341.37,33181.98,1449159.39,0,6250,1442909.39
210,Southwark,Submitted,43,"Substances misuse services (Drugs, alcohol and volatile substances)",7571,0,0,0,7571,0,7571,0,0,7571
210,Southwark,Submitted,44,Teenage pregnancy services,15825.48,20397.38,19104.73,22229.16,77556.75,0,77556.75,0,0,77556.75
210,Southwark,Submitted,45,Connexions,287644.51,230628.16,37739.09,381322.25,937334.01,343570.39,593763.62,0,0,593763.62
210,Southwark,Submitted,46,Student support/including mandatory awards,0,0,0,0,0,540,-540,0,0,-540
210,Southwark,Submitted,47,Unknown,4441007.39,2406077.44,263415.77,1556635.21,8667135.81,1445930.75,7221205.06,60278,93800,7067127.06
210,Southwark,Submitted,48,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
210,Southwark,Submitted,49,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,107842418.3,26419529.47,81422888.8,,,
210,Southwark,Submitted,50,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,107842418.3,26419529.47,81422888.8,,,
210,Southwark,Submitted,51,"Spend on evidence based, early intervention services delivered through Sure Start Children's Centres (whether provided by children's centres using delegated budgets or commissioned by the local authority) - (memorandum expenditure extracted from lines 5 to 7 above)",,,,,0,,,,,
210,Southwark,Submitted,52,Youth work - (memorandum expenditure Included in lines 41 and 42 above),,,,,0,,,,,
211,Tower Hamlets,Submitted,1,Secure accommodation (youth justice),0,143156,0,0,143156,0,143156,0,0,143156
211,Tower Hamlets,Submitted,2,Youth offender teams,2754405,0,0,0,2754405,203846,2550559,0,1284211,1266348
211,Tower Hamlets,Submitted,3,Other Youth Justice service,0,0,0,0,0,0,0,0,0,0
211,Tower Hamlets,Submitted,4,Total Youth Justice,2754405,143156,0,0,2897561,203846,2693715,0,1284211,1409504
211,Tower Hamlets,Submitted,5,Spend on local authority management costs relating to Sure Start Children's Centres,0,0,9692555,0,9692555,386583,9305972,9061714,0,244258
211,Tower Hamlets,Submitted,6,Spend by individual Sure Start Children's Centres,7997925,0,0,0,7997925,113543,7884382,7344684,0,539698
211,Tower Hamlets,Submitted,7,Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children's Centres,0,0,0,0,0,0,0,0,0,0
211,Tower Hamlets,Submitted,8,Total Sure Start Children's Centres,7997925,0,9692555,0,17690480,500126,17190354,16406398,0,783956
211,Tower Hamlets,Submitted,9,Residential care,3955743,2452771,0,0,6408514,939560,5468954,0,0,5468954
211,Tower Hamlets,Submitted,10,Fostering services,5418276,4034308,0,0,9452584,456455,8996129,111000,0,8885129
211,Tower Hamlets,Submitted,11,Other children looked after services,3039269,1441605,144,0,4481018,780,4480238,100500,0,4379738
211,Tower Hamlets,Submitted,12,Secure accommodation (welfare),0,0,0,0,0,0,0,0,0,0
211,Tower Hamlets,Submitted,13,Short breaks (respite) for looked after children,7957,4818,0,0,12775,0,12775,0,0,12775
211,Tower Hamlets,Submitted,14,Children placed with family and friends,458479,0,0,0,458479,0,458479,0,0,458479
211,Tower Hamlets,Submitted,15,Advocacy services for children looked after,0,0,0,0,0,0,0,0,0,0
211,Tower Hamlets,Submitted,16,Education of looked after children,1500,7808,0,0,9308,0,9308,0,0,9308
211,Tower Hamlets,Submitted,17,Leaving care support services,2148475,63702,0,0,2212177,82154,2130023,0,0,2130023
211,Tower Hamlets,Submitted,18,Asylum seeker services - children,519975,0,0,0,519975,86554,433421,0,0,433421
211,Tower Hamlets,Submitted,19,Total Children Looked After,15549674,8005012,144,0,23554830,1565503,21989327,211500,0,21777827
211,Tower Hamlets,Submitted,20,Child death review processes,116093,0,0,0,116093,0,116093,0,0,116093
211,Tower Hamlets,Submitted,21,LA functions in relation to child protection,2886328,0,0,0,2886328,54519,2831809,131901,0,2699908
211,Tower Hamlets,Submitted,22,Local safeguarding childrens board,5909,0,0,0,5909,0,5909,0,0,5909
211,Tower Hamlets,Submitted,23,Total Children and Young People's Safety,3008330,0,0,0,3008330,54519,2953811,131901,0,2821910
211,Tower Hamlets,Submitted,24,Direct payments,4727426,0,0,0,4727426,761909,3965517,0,0,3965517
211,Tower Hamlets,Submitted,25,Short breaks (respite) for disabled children,0,0,0,2584061,2584061,2516101,67960,0,0,67960
211,Tower Hamlets,Submitted,26,Home care services,0,0,0,0,0,0,0,0,0,0
211,Tower Hamlets,Submitted,27,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
211,Tower Hamlets,Submitted,28,Other family support services,6676864,0,0,1927803,8604667,2682046,5922621,1669270,0,4253351
211,Tower Hamlets,Submitted,29,Contribution to health care of individual children,2222054,0,0,0,2222054,259923,1962131,44100,0,1918031
211,Tower Hamlets,Submitted,30,Total Family Support Services,13626344,0,0,4511864,18138208,6219979,11918229,1713370,0,10204859
211,Tower Hamlets,Submitted,31,Adoption services,1762345,0,0,0,1762345,67762,1694583,0,0,1694583
211,Tower Hamlets,Submitted,32,Special guardianship support,498156,0,0,0,498156,0,498156,0,0,498156
211,Tower Hamlets,Submitted,33,Other children's and families services,0,0,0,0,0,0,0,0,0,0
211,Tower Hamlets,Submitted,34,Total Other Children's and Families Services,2260501,0,0,0,2260501,67762,2192739,0,0,2192739
211,Tower Hamlets,Submitted,35,Children's and young people's plan,233410,0,0,0,233410,80935,152475,93528,0,58947
211,Tower Hamlets,Submitted,36,Partnership costs,207331,0,0,0,207331,33810,173521,0,0,173521
211,Tower Hamlets,Submitted,37,Central commissioning function,5335265,0,0,0,5335265,983572,4351693,996,0,4350697
211,Tower Hamlets,Submitted,38,Total Children's Services Strategy,5776006,0,0,0,5776006,1098317,4677689,94524,0,4583165
211,Tower Hamlets,Submitted,39,Commissioning and social work,10598925,0,0,0,10598925,663608,9935317,904785,0,9030532
211,Tower Hamlets,Submitted,40,Child Trust Fund Top Ups,0,0,0,0,0,0,0,0,0,0
211,Tower Hamlets,Submitted,41,"Universal services for young people (including youth work, positive activities and  information, advice and guidance)",8539771,0,281931,2292533,11114235,1124490,9989745,1731772,0,8257973
211,Tower Hamlets,Submitted,42,"Targeted services for young people (including youth work, positive activities and information, advice and guidance)",0,0,223412,2617500,2840912,137353,2703559,222500,0,2481059
211,Tower Hamlets,Submitted,43,"Substances misuse services (Drugs, alcohol and volatile substances)",0,0,0,684641,684641,395516,289125,0,0,289125
211,Tower Hamlets,Submitted,44,Teenage pregnancy services,0,0,169100,0,169100,0,169100,0,0,169100
211,Tower Hamlets,Submitted,45,Connexions,0,0,2974620,0,2974620,154046,2820574,28000,0,2792574
211,Tower Hamlets,Submitted,46,Student support/including mandatory awards,336567,0,0,0,336567,4642,331925,25497,0,306428
211,Tower Hamlets,Submitted,47,Unknown,8876338,0,3649063,5594674,18120075,1816047,16304028,2007769,0,14296259
211,Tower Hamlets,Submitted,48,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
211,Tower Hamlets,Submitted,49,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,102044916,12189707,89855209,,,
211,Tower Hamlets,Submitted,50,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,102044916,12189707,89855209,,,
211,Tower Hamlets,Submitted,51,"Spend on evidence based, early intervention services delivered through Sure Start Children's Centres (whether provided by children's centres using delegated budgets or commissioned by the local authority) - (memorandum expenditure extracted from lines 5 to 7 above)",,,,,17690480,,,,,
211,Tower Hamlets,Submitted,52,Youth work - (memorandum expenditure Included in lines 41 and 42 above),,0,,,9070845,,,,,
212,Wandsworth,Submitted,1,Secure accommodation (youth justice),0,134391,0,0,134391,0,134391,0,0,134391
212,Wandsworth,Submitted,2,Youth offender teams,1717298,0,0,0,1717298,0,1717298,0,742145,975153
212,Wandsworth,Submitted,3,Other Youth Justice service,9680,0,0,0,9680,0,9680,0,0,9680
212,Wandsworth,Submitted,4,Total Youth Justice,1726978,134391,0,0,1861369,0,1861369,0,742145,1119224
212,Wandsworth,Submitted,5,Spend on local authority management costs relating to Sure Start Children's Centres,686421,0,0,0,686421,0,686421,431090.52,0,255330.48
212,Wandsworth,Submitted,6,Spend by individual Sure Start Children's Centres,2474804.5,0,0,386671,2861475.5,66286,2795189.5,4003366.84,0,-1208177.34
212,Wandsworth,Submitted,7,Spend on local authority provided or commissioned area-wide services delivered through Sure Start Children's Centres,1061908.5,0,0,2409187.5,3471096,24974,3446122,2164255.64,0,1281866.36
212,Wandsworth,Submitted,8,Total Sure Start Children's Centres,4223134,0,0,2795858.5,7018992.5,91260,6927732.5,6598713,0,329019.5
212,Wandsworth,Submitted,9,Residential care,1903280.84,1209860,0,0,3113140.84,0,3113140.84,0,0,3113140.84
212,Wandsworth,Submitted,10,Fostering services,3378658.65,1841054,0,0,5219712.65,114317,5105395.65,0,0,5105395.65
212,Wandsworth,Submitted,11,Other children looked after services,1908397.85,0,0,0,1908397.85,158065,1750332.85,0,0,1750332.85
212,Wandsworth,Submitted,12,Secure accommodation (welfare),0,0,0,0,0,0,0,0,0,0
212,Wandsworth,Submitted,13,Short breaks (respite) for looked after children,0,0,0,0,0,0,0,0,0,0
212,Wandsworth,Submitted,14,Children placed with family and friends,0,0,70392.41,0,70392.41,0,70392.41,0,0,70392.41
212,Wandsworth,Submitted,15,Advocacy services for children looked after,0,30765.61,0,0,30765.61,0,30765.61,0,0,30765.61
212,Wandsworth,Submitted,16,Education of looked after children,592687,0,0,0,592687,0,592687,0,0,592687
212,Wandsworth,Submitted,17,Leaving care support services,1269644.61,0,0,0,1269644.61,23226,1246418.61,0,0,1246418.61
212,Wandsworth,Submitted,18,Asylum seeker services - children,313236.17,0,0,0,313236.17,76454,236782.17,0,0,236782.17
212,Wandsworth,Submitted,19,Total Children Looked After,9365905.12,3081679.61,70392.41,0,12517977.14,372062,12145915.14,0,0,12145915.14
212,Wandsworth,Submitted,20,Child death review processes,36559.23,0,0,0,36559.23,0,36559.23,0,0,36559.23
212,Wandsworth,Submitted,21,LA functions in relation to child protection,1788427.44,0,0,0,1788427.44,0,1788427.44,0,87009,1701418.44
212,Wandsworth,Submitted,22,Local safeguarding childrens board,300791,0,0,0,300791,98811,201980,0,0,201980
212,Wandsworth,Submitted,23,Total Children and Young People's Safety,2125777.67,0,0,0,2125777.67,98811,2026966.67,0,87009,1939957.67
212,Wandsworth,Submitted,24,Direct payments,0,70047.74,0,0,70047.74,0,70047.74,0,0,70047.74
212,Wandsworth,Submitted,25,Short breaks (respite) for disabled children,1931824.45,0,0,0,1931824.45,0,1931824.45,948430,0,983394.45
212,Wandsworth,Submitted,26,Home care services,0,0,0,0,0,0,0,0,0,0
212,Wandsworth,Submitted,27,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
212,Wandsworth,Submitted,28,Other family support services,3618166.5,0,0,0,3618166.5,22785,3595381.5,0,0,3595381.5
212,Wandsworth,Submitted,29,Contribution to health care of individual children,0,0,0,0,0,0,0,0,0,0
212,Wandsworth,Submitted,30,Total Family Support Services,5549990.95,70047.74,0,0,5620038.69,22785,5597253.69,948430,0,4648823.69
212,Wandsworth,Submitted,31,Adoption services,1360215.95,0,0,0,1360215.95,30018,1330197.95,0,0,1330197.95
212,Wandsworth,Submitted,32,Special guardianship support,759602.09,0,0,0,759602.09,0,759602.09,0,0,759602.09
