LEA,LEA Name,Line,S52 Line Reference,Own Provision (y),Private (z(i)),Other Public (z(ii)),Voluntary (z(iii)),Total Expenditure (k),Income (l),NET Current Expenditure (m),Govt. Grants Inside AEF (n),Govt. Grants Outside AEF (o),LEA NET Revenue Expenditure (p)
305,Bromley,13,Leaving care support services,341607,821037,0,0,1162644,345206,817438,0,0,817438
305,Bromley,14,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
305,Bromley,15,Unaccompanied asylum children: assessment and care management,176509,0,0,0,176509,0,176509,151856,0,24653
305,Bromley,16,Unaccompanied asylum children: accommodation,0,161823,0,0,161823,0,161823,161823,0,0
305,Bromley,17,Total Children Looked After,4913389,6192758,0,0,11106147,364415,10741732,313679,0,10428053
305,Bromley,18,Child death processes,40000,0,0,0,40000,0,40000,0,0,40000
305,Bromley,19,Preventative services ,0,0,0,0,0,0,0,0,0,0
305,Bromley,20,LA functions in relation to child protection,2029304,0,0,0,2029304,0,2029304,0,0,2029304
305,Bromley,21,Local safeguarding childrens board,16843,0,0,0,16843,0,16843,0,0,16843
305,Bromley,22,Total Children and Young People's Safety,2086147,0,0,0,2086147,0,2086147,0,0,2086147
305,Bromley,23,Direct payments,0,270809,0,0,270809,0,270809,0,0,270809
305,Bromley,24,Short breaks (respite) for disabled children,693116,0,0,0,693116,0,693116,0,0,693116
305,Bromley,25,Home care services,0,0,9704,0,9704,0,9704,0,0,9704
305,Bromley,26,Equiptment and adaptations,59780,0,0,0,59780,0,59780,0,0,59780
305,Bromley,27,Other family support services,816441,0,0,0,816441,0,816441,0,0,816441
305,Bromley,28,"Substances misuse services (Drugs, Alcohol and Volatile substances)",28114,0,0,0,28114,0,28114,0,0,28114
305,Bromley,29,Contribution to health care of individual children,0,0,24747,0,24747,0,24747,0,0,24747
305,Bromley,30,Teenage pregnancy services,112540,0,0,0,112540,0,112540,0,0,112540
305,Bromley,31,Total Family Support Services,1709991,270809,34451,0,2015251,0,2015251,0,0,2015251
305,Bromley,32,Adoption services,415201,0,0,0,415201,193233,221968,0,0,221968
305,Bromley,33,Special guardianship support,70329,0,0,0,70329,0,70329,0,0,70329
305,Bromley,34,Other children's and families services,39660,0,0,265159,304819,0,304819,0,0,304819
305,Bromley,35,Total Other Children's and Families Services,525190,0,0,265159,790349,193233,597116,0,0,597116
305,Bromley,36,Children's and young people's plan,0,0,0,0,0,0,0,0,0,0
305,Bromley,37,Partnership costs,0,0,17000,0,17000,0,17000,0,0,17000
305,Bromley,38,Central commissioning function,361750,0,0,0,361750,0,361750,0,0,361750
305,Bromley,39,Commissioning and social work,9673017,0,0,0,9673017,0,9673017,0,0,9673017
305,Bromley,40,Total Children's Services Strategy,10034767,0,17000,0,10051767,0,10051767,0,0,10051767
305,Bromley,41,Child Trust Fund Top Ups,0,4498,0,0,4498,0,4498,,,
305,Bromley,42,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
305,Bromley,43,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,27517954,557648,26960306,,,
305,Bromley,44,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,27517954,557648,26960306,,,
306,Croydon,1,Secure accommodation (youth justice),0,547595,0,0,547595,0,547595,0,0,547595
306,Croydon,2,Youth offender teams,3006960,321832,163194,105000,3596986,0,3596986,0,30000,3566986
306,Croydon,3,Other Youth Justice service,597333,64989,0,0,662322,451535,210787,0,150512,60275
306,Croydon,4,Total Youth Justice,3604293,934416,163194,105000,4806903,451535,4355368,0,180512,4174856
306,Croydon,5,Residential care,1465334,7853924,30,503102,9822390,0,9822390,0,0,9822390
306,Croydon,6,Fostering services,5156190,6116327,0,0,11272517,0,11272517,0,0,11272517
306,Croydon,7,Other children looked after services,6204,1721697,0,53063,1780964,0,1780964,0,0,1780964
306,Croydon,8,Secure accommodation (welfare),0,0,0,0,0,0,0,0,0,0
306,Croydon,9,Short breaks (respite) for looked after children,0,0,0,0,0,0,0,0,0,0
306,Croydon,10,Children placed with family and friends,0,0,0,0,0,0,0,0,0,0
306,Croydon,11,Advocacy services for children looked after,0,0,0,0,0,0,0,0,0,0
306,Croydon,12,Education of looked after children,18221,1533,0,0,19754,0,19754,0,0,19754
306,Croydon,13,Leaving care support services,378909.75,7264,30,6481.75,392685.5,0,392685.5,0,0,392685.5
306,Croydon,14,Asylum seeker services - children,120,41710,0,0,41830,0,41830,0,0,41830
306,Croydon,15,Unaccompanied asylum children: assessment and care management,13014899.72,16379920,60,13113.5,29407993.22,758603,28649390.22,27773605,0,875785.219
306,Croydon,16,Unaccompanied asylum children: accommodation,41892,3981135,0,638,4023665,0,4023665,4023665,0,0
306,Croydon,17,Total Children Looked After,20081770.47,36103510,120,576398.25,56761798.72,758603,56003195.72,31797270,0,24205925.72
306,Croydon,18,Child death processes,0,0,0,0,0,0,0,0,0,0
306,Croydon,19,Preventative services ,167782,2262,0,479297,649341,0,649341,0,0,649341
306,Croydon,20,LA functions in relation to child protection,0,0,0,0,0,0,0,0,0,0
306,Croydon,21,Local safeguarding childrens board,0,0,0,0,0,0,0,0,0,0
306,Croydon,22,Total Children and Young People's Safety,167782,2262,0,479297,649341,0,649341,0,0,649341
306,Croydon,23,Direct payments,0,0,0,0,0,0,0,0,0,0
306,Croydon,24,Short breaks (respite) for disabled children,1419319,457282,24258,145154,2046013,428155,1617858,411080,0,1206778
306,Croydon,25,Home care services,0,0,0,0,0,0,0,0,0,0
306,Croydon,26,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
306,Croydon,27,Other family support services,1300380,382032,0,301896,1984308,0,1984308,0,0,1984308
306,Croydon,28,"Substances misuse services (Drugs, Alcohol and Volatile substances)",161580,0,0,0,161580,0,161580,0,0,161580
306,Croydon,29,Contribution to health care of individual children,0,0,0,0,0,0,0,0,0,0
306,Croydon,30,Teenage pregnancy services,0,0,0,0,0,0,0,0,0,0
306,Croydon,31,Total Family Support Services,2881279,839314,24258,447050,4191901,428155,3763746,411080,0,3352666
306,Croydon,32,Adoption services,1616530,157372,0,60,1773962,53023,1720939,0,0,1720939
306,Croydon,33,Special guardianship support,224064,0,0,0,224064,0,224064,0,0,224064
306,Croydon,34,Other children's and families services,0,0,0,0,0,0,0,0,0,0
306,Croydon,35,Total Other Children's and Families Services,1840594,157372,0,60,1998026,53023,1945003,0,0,1945003
306,Croydon,36,Children's and young people's plan,0,0,0,0,0,0,0,0,0,0
306,Croydon,37,Partnership costs,0,0,0,0,0,0,0,0,0,0
306,Croydon,38,Central commissioning function,0,0,0,0,0,0,0,0,0,0
306,Croydon,39,Commissioning and social work,7593233.55,694207,1173023,296236.75,9756700.3,86350.16,9670350.14,0,0,9670350.14
306,Croydon,40,Total Children's Services Strategy,7593233.55,694207,1173023,296236.75,9756700.3,86350.16,9670350.14,0,0,9670350.14
306,Croydon,41,Child Trust Fund Top Ups,0,0,0,0,0,0,0,,,
306,Croydon,42,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
306,Croydon,43,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,78164670.02,1777666.16,76387003.86,,,
306,Croydon,44,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,78164670.02,1777666.16,76387003.86,,,
307,Ealing,1,Secure accommodation (youth justice),0,0,19744,0,19744,0,19744,0,0,19744
307,Ealing,2,Youth offender teams,2043631,18256,0,3467,2065354,0,2065354,0,419337,1646017
307,Ealing,3,Other Youth Justice service,0,0,0,0,0,0,0,0,0,0
307,Ealing,4,Total Youth Justice,2043631,18256,19744,3467,2085098,0,2085098,0,419337,1665761
307,Ealing,5,Residential care,1222039,11226038,0,1087759,13535836,233520,13302316,0,0,13302316
307,Ealing,6,Fostering services,3369923,75893,0,0,3445816,717,3445099,0,0,3445099
307,Ealing,7,Other children looked after services,28102,494595,0,317379,840076,22240,817836,650939,0,166897
307,Ealing,8,Secure accommodation (welfare),28223,457903,0,36424,522550,22240,500310,0,0,500310
307,Ealing,9,Short breaks (respite) for looked after children,420608,0,0,0,420608,0,420608,0,0,420608
307,Ealing,10,Children placed with family and friends,777056,14753,0,1050,792859,0,792859,0,0,792859
307,Ealing,11,Advocacy services for children looked after,0,0,0,38825,38825,0,38825,0,0,38825
307,Ealing,12,Education of looked after children,379934,0,0,0,379934,140375,239559,23000,0,216559
307,Ealing,13,Leaving care support services,205393,15467,0,48586,269446,30907,238539,0,0,238539
307,Ealing,14,Asylum seeker services - children,130112,152351,0,72,282535,40444,242091,0,0,242091
307,Ealing,15,Unaccompanied asylum children: assessment and care management,273234,0,0,0,273234,0,273234,249613,0,23621
307,Ealing,16,Unaccompanied asylum children: accommodation,145792,235446,0,0,381238,0,381238,345268,0,35970
307,Ealing,17,Total Children Looked After,6980416,12672446,0,1530095,21182957,490443,20692514,1268820,0,19423694
307,Ealing,18,Child death processes,75134,0,0,0,75134,0,75134,68524,0,6610
307,Ealing,19,Preventative services ,1793300,70054,0,772793,2636147,342424,2293723,1747108,0,546615
307,Ealing,20,LA functions in relation to child protection,516708,2385,0,0,519093,26500,492593,58000,0,434593
307,Ealing,21,Local safeguarding childrens board,327709,0,0,0,327709,249391,78318,0,0,78318
307,Ealing,22,Total Children and Young People's Safety,2712851,72439,0,772793,3558083,618315,2939768,1873632,0,1066136
307,Ealing,23,Direct payments,556983,0,0,0,556983,0,556983,0,0,556983
307,Ealing,24,Short breaks (respite) for disabled children,891659,83461,0,420904,1396024,70945,1325079,251825,0,1073254
307,Ealing,25,Home care services,0,473761,0,0,473761,0,473761,0,0,473761
307,Ealing,26,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
307,Ealing,27,Other family support services,1396338,893337,0,28594,2318269,0,2318269,0,0,2318269
307,Ealing,28,"Substances misuse services (Drugs, Alcohol and Volatile substances)",414515,0,0,216892,631407,118071,513336,447440,0,65896
307,Ealing,29,Contribution to health care of individual children,0,0,0,0,0,0,0,0,0,0
307,Ealing,30,Teenage pregnancy services,120370,5096,0,14779,140245,4500,135745,124000,0,11745
307,Ealing,31,Total Family Support Services,3379865,1455655,0,681169,5516689,193516,5323173,823265,0,4499908
307,Ealing,32,Adoption services,2261939,193351,0,3526,2458816,93609,2365207,0,0,2365207
307,Ealing,33,Special guardianship support,346473,0,0,0,346473,0,346473,0,0,346473
307,Ealing,34,Other children's and families services,0,0,0,0,0,0,0,0,0,0
307,Ealing,35,Total Other Children's and Families Services,2608412,193351,0,3526,2805289,93609,2711680,0,0,2711680
307,Ealing,36,Children's and young people's plan,57030,0,0,0,57030,0,57030,0,0,57030
307,Ealing,37,Partnership costs,12519,20858,0,0,33377,30491,2886,0,0,2886
307,Ealing,38,Central commissioning function,216995,98914,0,0,315909,11964,303945,26787,0,277158
307,Ealing,39,Commissioning and social work,11066504,196049,0,0,11262553,408859,10853694,47000,0,10806694
307,Ealing,40,Total Children's Services Strategy,11353048,315821,0,0,11668869,451314,11217555,73787,0,11143768
307,Ealing,41,Child Trust Fund Top Ups,8343,0,0,0,8343,0,8343,,,
307,Ealing,42,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
307,Ealing,43,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,46825328,1847197,44978131,,,
307,Ealing,44,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,46825328,1847197,44978131,,,
308,Enfield,1,Secure accommodation (youth justice),0,0,0,0,0,0,0,0,0,0
308,Enfield,2,Youth offender teams,2228257,0,0,0,2228257,0,2228257,0,241928,1986329
308,Enfield,3,Other Youth Justice service,658600,0,0,0,658600,208306,450294,0,347080,103214
308,Enfield,4,Total Youth Justice,2886857,0,0,0,2886857,208306,2678551,0,589008,2089543
308,Enfield,5,Residential care,264660,2198435,0,0,2463095,389020,2074075,0,0,2074075
308,Enfield,6,Fostering services,7025350,0,0,0,7025350,26562,6998788,25000,0,6973788
308,Enfield,7,Other children looked after services,923475,207048,0,0,1130523,32480,1098043,0,0,1098043
308,Enfield,8,Secure accommodation (welfare),20313,245940,0,0,266253,0,266253,0,0,266253
308,Enfield,9,Short breaks (respite) for looked after children,12159,0,0,0,12159,0,12159,0,0,12159
308,Enfield,10,Children placed with family and friends,248226,0,0,0,248226,0,248226,0,0,248226
308,Enfield,11,Advocacy services for children looked after,0,0,0,34000,34000,0,34000,0,0,34000
308,Enfield,12,Education of looked after children,523422,0,0,0,523422,360853,162569,0,0,162569
308,Enfield,13,Leaving care support services,2020107,211172,0,0,2231279,11715,2219564,0,0,2219564
308,Enfield,14,Asylum seeker services - children,276802,74348,0,0,351150,0,351150,230487,0,120663
308,Enfield,15,Unaccompanied asylum children: assessment and care management,192415,0,0,0,192415,79096,113319,0,0,113319
308,Enfield,16,Unaccompanied asylum children: accommodation,37886,50619,0,0,88505,16780,71725,0,0,71725
308,Enfield,17,Total Children Looked After,11544815,2987562,0,34000,14566377,916506,13649871,255487,0,13394384
308,Enfield,18,Child death processes,98481,0,0,0,98481,0,98481,0,0,98481
308,Enfield,19,Preventative services ,464744,0,68000,370414,903158,4216,898942,0,0,898942
308,Enfield,20,LA functions in relation to child protection,835635,0,0,120459,956094,270,955824,0,0,955824
308,Enfield,21,Local safeguarding childrens board,82581,0,0,13384,95965,30,95935,0,0,95935
308,Enfield,22,Total Children and Young People's Safety,1481441,0,68000,504257,2053698,4516,2049182,0,0,2049182
308,Enfield,23,Direct payments,223373,0,0,0,223373,140000,83373,0,0,83373
308,Enfield,24,Short breaks (respite) for disabled children,575475,332091,0,369217,1276783,1074077,202706,0,0,202706
308,Enfield,25,Home care services,0,0,0,0,0,0,0,0,0,0
308,Enfield,26,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
308,Enfield,27,Other family support services,5479785,539663,0,149585,6169033,631456,5537577,0,0,5537577
308,Enfield,28,"Substances misuse services (Drugs, Alcohol and Volatile substances)",148474,0,0,237674,386148,180276,205872,46241,0,159631
308,Enfield,29,Contribution to health care of individual children,0,0,0,0,0,0,0,0,0,0
308,Enfield,30,Teenage pregnancy services,315552,0,0,0,315552,101314,214238,0,0,214238
308,Enfield,31,Total Family Support Services,6742659,871754,0,756476,8370889,2127123,6243766,46241,0,6197525
308,Enfield,32,Adoption services,1861977,0,0,0,1861977,40863,1821114,0,0,1821114
308,Enfield,33,Special guardianship support,108797,0,0,0,108797,0,108797,0,0,108797
308,Enfield,34,Other children's and families services,0,108762,0,80000,188762,0,188762,0,0,188762
308,Enfield,35,Total Other Children's and Families Services,1970774,108762,0,80000,2159536,40863,2118673,0,0,2118673
308,Enfield,36,Children's and young people's plan,191263,0,0,0,191263,0,191263,0,0,191263
308,Enfield,37,Partnership costs,0,0,0,0,0,0,0,0,0,0
308,Enfield,38,Central commissioning function,0,0,0,0,0,0,0,0,0,0
308,Enfield,39,Commissioning and social work,8898482,0,0,0,8898482,102467,8796015,0,0,8796015
308,Enfield,40,Total Children's Services Strategy,9089745,0,0,0,9089745,102467,8987278,0,0,8987278
308,Enfield,41,Child Trust Fund Top Ups,2600,0,0,0,2600,0,2600,,,
308,Enfield,42,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
308,Enfield,43,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,39129702,3399781,35729921,,,
308,Enfield,44,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,39129702,3399781,35729921,,,
309,Haringey,1,Secure accommodation (youth justice),0,0,0,0,0,0,0,0,0,0
309,Haringey,2,Youth offender teams,0,0,0,0,0,0,0,0,0,0
309,Haringey,3,Other Youth Justice service,4754773,40626,238955,324495,5358849,688704,4670145,0,1586929,3083216
309,Haringey,4,Total Youth Justice,4754773,40626,238955,324495,5358849,688704,4670145,0,1586929,3083216
309,Haringey,5,Residential care,3152830.693,6776573.379,0,0,9929404.072,995649.9178,8933754.155,741417,0,8192337.155
309,Haringey,6,Fostering services,6609504.704,10179594.49,0,0,16789099.19,0,16789099.19,1262412,0,15526687.19
309,Haringey,7,Other children looked after services,0,2572349.259,0,0,2572349.259,0,2572349.259,0,0,2572349.259
309,Haringey,8,Secure accommodation (welfare),0,0,372777.1725,0,372777.1725,0,372777.1725,0,0,372777.1725
309,Haringey,9,Short breaks (respite) for looked after children,0,0,0,0,0,0,0,0,0,0
309,Haringey,10,Children placed with family and friends,260282.5861,0,0,0,260282.5861,0,260282.5861,0,0,260282.5861
309,Haringey,11,Advocacy services for children looked after,0,0,0,71337.11962,71337.11962,0,71337.11962,0,0,71337.11962
309,Haringey,12,Education of looked after children,645186.2694,0,0,0,645186.2694,309854.44,335331.8294,0,0,335331.8294
309,Haringey,13,Leaving care support services,1043939,1860135.598,0,0,2904074.598,199195.8976,2704878.701,0,0,2704878.701
309,Haringey,14,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
309,Haringey,15,Unaccompanied asylum children: assessment and care management,653112.9247,836854.4192,0,0,1489967.344,736.49612,1489230.848,0,0,1489230.848
309,Haringey,16,Unaccompanied asylum children: accommodation,0,499292.3322,0,0,499292.3322,9930.072,489362.2602,240100,0,249262.2602
309,Haringey,17,Total Children Looked After,12364856.18,22724799.48,372777.1725,71337.11962,35533769.95,1515366.824,34018403.12,2243929,0,31774474.12
309,Haringey,18,Child death processes,111437.1345,0,0,0,111437.1345,0,111437.1345,0,0,111437.1345
309,Haringey,19,Preventative services ,0,0,0,0,0,0,0,0,0,0
309,Haringey,20,LA functions in relation to child protection,2028311.415,0,0,0,2028311.415,63023.02532,1965288.39,0,0,1965288.39
309,Haringey,21,Local safeguarding childrens board,0,167401.5915,0,0,167401.5915,105337.7051,62063.88643,0,0,62063.88643
309,Haringey,22,Total Children and Young People's Safety,2139748.55,167401.5915,0,0,2307150.141,168360.7304,2138789.411,0,0,2138789.411
309,Haringey,23,Direct payments,380371.3976,0,0,0,380371.3976,1483.51362,378887.8839,0,0,378887.8839
309,Haringey,24,Short breaks (respite) for disabled children,1033785.602,0,0,567838.8154,1601624.417,549592.3449,1052032.072,289200,0,762832.0723
309,Haringey,25,Home care services,0,0,0,0,0,0,0,0,0,0
309,Haringey,26,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
309,Haringey,27,Other family support services,874891.3927,0,0,394043.4423,1268934.835,70249,1198685.835,0,0,1198685.835
309,Haringey,28,"Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,0,0,0,0,0,0,0,0
309,Haringey,29,Contribution to health care of individual children,0,0,0,0,0,0,0,0,0,0
309,Haringey,30,Teenage pregnancy services,0,0,0,0,0,0,0,0,0,0
309,Haringey,31,Total Family Support Services,2289048.392,0,0,961882.2577,3250930.65,621324.8585,2629605.791,289200,0,2340405.791
309,Haringey,32,Adoption services,1645055.991,0,232426.8429,0,1877482.834,151313.8101,1726169.024,0,0,1726169.024
309,Haringey,33,Special guardianship support,556725.4958,0,0,0,556725.4958,0,556725.4958,0,0,556725.4958
309,Haringey,34,Other children's and families services,0,0,0,0,0,0,0,0,0,0
309,Haringey,35,Total Other Children's and Families Services,2201781.487,0,232426.8429,0,2434208.33,151313.8101,2282894.52,0,0,2282894.52
309,Haringey,36,Children's and young people's plan,0,0,0,0,0,0,0,0,0,0
309,Haringey,37,Partnership costs,0,0,0,0,0,0,0,0,0,0
309,Haringey,38,Central commissioning function,0,0,0,0,0,0,0,0,0,0
309,Haringey,39,Commissioning and social work,16779163.6,481956.434,941242.0443,174882.4141,18377244.49,685393.8128,17691850.68,2262383,0,15429467.68
309,Haringey,40,Total Children's Services Strategy,16779163.6,481956.434,941242.0443,174882.4141,18377244.49,685393.8128,17691850.68,2262383,0,15429467.68
309,Haringey,41,Child Trust Fund Top Ups,16413.34215,0,0,0,16413.34215,0,16413.34215,,,
309,Haringey,42,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
309,Haringey,43,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,67278565.9,3830464.035,63448101.86,,,
309,Haringey,44,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,67278565.9,3830464.035,63448101.86,,,
310,Harrow,1,Secure accommodation (youth justice),0,0,0,0,0,0,0,0,0,0
310,Harrow,2,Youth offender teams,296233,1568,0,0,297801,0,297801,244316,0,53485
310,Harrow,3,Other Youth Justice service,0,0,0,0,0,0,0,0,0,0
310,Harrow,4,Total Youth Justice,296233,1568,0,0,297801,0,297801,244316,0,53485
310,Harrow,5,Residential care,5061649,88486,0,4564,5154699,459559,4695140,0,0,4695140
310,Harrow,6,Fostering services,699743,1268529,0,4311,1972583,8276,1964307,0,0,1964307
310,Harrow,7,Other children looked after services,1668282,2505789,0,370,4174441,240794,3933647,0,0,3933647
310,Harrow,8,Secure accommodation (welfare),0,0,0,0,0,0,0,0,0,0
310,Harrow,9,Short breaks (respite) for looked after children,0,0,0,0,0,0,0,0,0,0
310,Harrow,10,Children placed with family and friends,0,0,0,0,0,0,0,0,0,0
310,Harrow,11,Advocacy services for children looked after,0,0,0,0,0,0,0,0,0,0
310,Harrow,12,Education of looked after children,21558,0,0,0,21558,0,21558,0,0,21558
310,Harrow,13,Leaving care support services,1450830,1358913,0,0,2809743,169694,2640049,0,0,2640049
310,Harrow,14,Asylum seeker services - children,529171,447015,0,299,976485,648,975837,781737,0,194100
310,Harrow,15,Unaccompanied asylum children: assessment and care management,657336,1981,0,0,659317,27795,631522,0,0,631522
310,Harrow,16,Unaccompanied asylum children: accommodation,0,357383,0,0,357383,0,357383,0,0,357383
310,Harrow,17,Total Children Looked After,10088569,6028096,0,9544,16126209,906766,15219443,781737,0,14437706
310,Harrow,18,Child death processes,0,0,0,0,0,0,0,0,0,0
310,Harrow,19,Preventative services ,188449,0,0,38000,226449,0,226449,0,0,226449
310,Harrow,20,LA functions in relation to child protection,1763380,62496,0,1000,1826876,0,1826876,0,0,1826876
310,Harrow,21,Local safeguarding childrens board,442757,164623,0,44,607424,209001,398423,173418,0,225005
310,Harrow,22,Total Children and Young People's Safety,2394586,227119,0,39044,2660749,209001,2451748,173418,0,2278330
310,Harrow,23,Direct payments,0,227467,0,0,227467,0,227467,0,0,227467
310,Harrow,24,Short breaks (respite) for disabled children,81490,175949,0,2861,260300,0,260300,260300,0,0
310,Harrow,25,Home care services,0,411243,0,0,411243,0,411243,0,0,411243
310,Harrow,26,Equiptment and adaptations,0,0,0,0,0,0,0,0,0,0
310,Harrow,27,Other family support services,552030,581911,0,0,1133941,396236,737705,0,0,737705
310,Harrow,28,"Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,0,0,0,0,0,0,0,0
310,Harrow,29,Contribution to health care of individual children,0,0,0,0,0,0,0,0,0,0
310,Harrow,30,Teenage pregnancy services,92314,615,0,23191,116120,17930,98190,0,0,98190
310,Harrow,31,Total Family Support Services,725834,1397185,0,26052,2149071,414166,1734905,260300,0,1474605
310,Harrow,32,Adoption services,424337,829846,0,65,1254248,52864,1201384,0,0,1201384
310,Harrow,33,Special guardianship support,0,0,0,0,0,0,0,0,0,0
310,Harrow,34,Other children's and families services,7757312,595035,175035,426151,8953533,863001,8090532,1398262,0,6692270
310,Harrow,35,Total Other Children's and Families Services,8181649,1424881,175035,426216,10207781,915865,9291916,1398262,0,7893654
310,Harrow,36,Children's and young people's plan,134640,0,0,0,134640,0,134640,0,0,134640
310,Harrow,37,Partnership costs,0,0,0,0,0,0,0,0,0,0
310,Harrow,38,Central commissioning function,0,0,0,0,0,0,0,0,0,0
310,Harrow,39,Commissioning and social work,0,0,0,0,0,0,0,0,0,0
310,Harrow,40,Total Children's Services Strategy,134640,0,0,0,134640,0,134640,0,0,134640
310,Harrow,41,Child Trust Fund Top Ups,0,0,0,0,0,0,0,,,
310,Harrow,42,Capital Expenditure from Revenue (CERA) (Children's and young people's services),,,,,0,0,0,,,
310,Harrow,43,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (including CERA),,,,,31576251,2445798,29130453,,,
310,Harrow,44,TOTAL CHILDREN AND YOUNG PEOPLE'S SERVICES BUDGET (excluding CERA),,,,,31576251,2445798,29130453,,,
311,Havering,1,Secure accommodation (youth justice),0,0,0,0,0,0,0,0,0,0
311,Havering,2,Youth offender teams,944779.92,0,0,0,944779.92,0,944779.92,0,285048,659731.92
311,Havering,3,Other Youth Justice service,33497.76,0,0,0,33497.76,0,33497.76,0,30000,3497.76
311,Havering,4,Total Youth Justice,978277.68,0,0,0,978277.68,0,978277.68,0,315048,663229.68
311,Havering,5,Residential care,6160,576226.49,150490,0,732876.49,0,732876.49,0,0,732876.49
311,Havering,6,Fostering services,1390183.91,615191.16,77234,0,2082609.07,153506,1929103.07,100824,0,1828279.07
311,Havering,7,Other children looked after services,0,126351.8,0,0,126351.8,0,126351.8,0,0,126351.8
311,Havering,8,Secure accommodation (welfare),0,62875.99,0,0,62875.99,0,62875.99,0,0,62875.99
311,Havering,9,Short breaks (respite) for looked after children,189888.02,0,1092178,0,1282066.02,149901,1132165.02,0,0,1132165.02
311,Havering,10,Children placed with family and friends,968061.04,2682091.04,0,0,3650152.08,48958,3601194.08,0,0,3601194.08
311,Havering,11,Advocacy services for children looked after,0,0,130102,0,130102,0,130102,0,0,130102
311,Havering,12,Education of looked after children,127725.12,0,0,0,127725.12,0,127725.12,0,0,127725.12
311,Havering,13,Leaving care support services,937332.5,229463.95,0,0,1166796.45,31509,1135287.45,0,0,1135287.45
311,Havering,14,Asylum seeker services - children,0,0,0,0,0,0,0,0,0,0
311,Havering,15,Unaccompanied asylum children: assessment and care management,130716.47,0,0,0,130716.47,0,130716.47,130716.47,0,0
311,Havering,16,Unaccompanied asylum children: accommodation,107134.83,147028.61,0,0,254163.44,75456,178707.44,178707.44,0,0
311,Havering,17,Total Children Looked After,3857201.89,4439229.04,1450004,0,9746434.93,459330,9287104.93,410247.91,0,8876857.02
311,Havering,18,Child death processes,56159.76,0,0,0,56159.76,36993,19166.76,0,0,19166.76
311,Havering,19,Preventative services ,393833.88,0,0,0,393833.88,0,393833.88,276231,115603,1999.88
311,Havering,20,LA functions in relation to child protection,1425147.85,122342.87,0,0,1547490.72,0,1547490.72,0,0,1547490.72
311,Havering,21,Local safeguarding childrens board,743106,0,0,0,743106,236404,506702,0,0,506702
311,Havering,22,Total Children and Young People's Safety,2618247.49,122342.87,0,0,2740590.36,273397,2467193.36,276231,115603,2075359.36
311,Havering,23,Direct payments,0,349567.03,0,0,349567.03,0,349567.03,86742,0,262825.03
311,Havering,24,Short breaks (respite) for disabled children,159479.69,0,787377,0,946856.69,0,946856.69,0,0,946856.69
311,Havering,25,Home care services,0,0,0,0,0,0,0,0,0,0
311,Havering,26,Equiptment and adaptations,19817.3,0,0,0,19817.3,0,19817.3,0,0,19817.3
311,Havering,27,Other family support services,3656928.12,0,173823,0,3830751.12,0,3830751.12,2652525,0,1178226.12
311,Havering,28,"Substances misuse services (Drugs, Alcohol and Volatile substances)",35654.68,0,0,0,35654.68,0,35654.68,0,32216,3438.68
311,Havering,29,Contribution to health care of individual children,200088.79,0,223184,0,423272.79,0,423272.79,0,0,423272.79
311,Havering,30,Teenage pregnancy services,123378.86,0,0,0,123378.86,10262,113116.86,0,0,113116.86
311,Havering,31,Total Family Support Services,4195347.44,349567.03,1184384,0,5729298.47,10262,5719036.47,2739267,32216,2947553.47
311,Havering,32,Adoption services,765813.27,0,0,0,765813.27,500,765313.27,0,0,765313.27
311,Havering,33,Special guardianship support,141520.06,0,0,0,141520.06,4910,136610.06,0,0,136610.06
