LEA Number:,LA Name:,S52 Line Reference:,PRIVATE (x),VOLUNTARY (y),PUBLIC (z),TOTAL EXPENDITURE (k),INCOME (l),NET Current Expenditure (m)
307,Ealing ,47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,44619769.25,2357374.59,42262394.66
308,Enfield ,1 Secure accommodation (youth justice),0,0,0,0,0,0
308,Enfield ,2 Youth offender teams,28858,8606,1736736,1774200,19010,1755190
308,Enfield ,3 Other Youth Justice service,16010,20382,468886,505278,136811,368467
308,Enfield ,4 Total Youth Justice,44868,28988,2205622,2279478,155821,2123657
308,Enfield ,5 Residential care,1082954,5164,151802,1239920,195793,1044127
308,Enfield ,6 Fostering services,26184,5164,5416368,5447716,33403,5414313
308,Enfield ,7 Other children looked after services,353453,1148,557278,911879,69412,842467
308,Enfield ,8 Secure accommodation (welfare),66435,1148,165625,233208,0,233208
308,Enfield ,9 Short breaks (respite) for looked after children,0,0,25000,25000,0,25000
308,Enfield ,10 Children placed with family and friends,0,0,307839,307839,0,307839
308,Enfield ,11 Advocacy services for children looked after,0,128945,0,128945,0,128945
308,Enfield ,12 Education of looked after children,0,0,341736,341736,89100,252636
308,Enfield ,13 Leaving care support services,1472362,9754,2486541,3968657,57502,3911155
308,Enfield ,14 Total Children Looked After,3001388,151323,9452189,12604900,445210,12159690
308,Enfield ,15 Child death processes,0,0,47251,47251,0,47251
308,Enfield ,16 Preventative services,0,473321,380835,854156,0,854156
308,Enfield ,17 LA functions in relation to child protection,0,1148,713994,715142,0,715142
308,Enfield ,18 Local safeguarding childrens board,0,0,78339,78339,0,78339
308,Enfield ,19 Total Children and Young Peoples Safety,0,474469,1220419,1694888,0,1694888
308,Enfield ,20 Direct payments,0,0,405528,405528,93295,312233
308,Enfield ,21 Short breaks (respite) for disabled children,20676,0,349968,370644,2800,367844
308,Enfield ,22 Home care services,0,0,0,0,0,0
308,Enfield ,23 Equiptment and adaptations,0,0,0,0,0,0
308,Enfield ,24 Other family support services,570858,74769,4667556,5313183,385326,4927857
308,Enfield ,"25 Substances misuse services (Drugs, Alcohol and Volatile substances)",0,237674,167176,404850,177276,227574
308,Enfield ,26 Contribution to health care of individual children,0,0,0,0,0,0
308,Enfield ,27 Teenage pregnancy services,0,1148,287641,288789,85200,203589
308,Enfield ,28 Total Family Support Services,591534,313591,5877869,6782994,743897,6039097
308,Enfield ,29 Asylum seeker services - children,0,0,0,0,0,0
308,Enfield ,30 Unaccompanied asylum children,0,574,187615,188189,0,188189
308,Enfield ,31 Accommodation,59445,0,123357,182802,9620,173182
308,Enfield ,32 Assessment and care management,0,574,135943,136517,77008,59509
308,Enfield ,33 Total Asylum Seeker,59445,1148,446915,507508,86628,420880
308,Enfield ,34 Adoption services,0,5738,1833594,1839332,46897,1792435
308,Enfield ,35 Special guardianship support,0,0,70888,70888,0,70888
308,Enfield ,36 Other childrens and families services,0,23607,139594,163201,1116,162085
308,Enfield ,37 Total Other Childrens and Families Services,0,29345,2044076,2073421,48013,2025408
308,Enfield ,38 Childrens and young peoples plan,0,0,84720,84720,0,84720
308,Enfield ,39 Childrens social care workforce grant,0,0,294826,294826,850,293976
308,Enfield ,40 Partnership costs,0,0,0,0,0,0
308,Enfield ,41 Central commissioning function,0,1148,176069,177217,4,177213
308,Enfield ,42 Commissioning and social work,22260,51624,8877925,8951809,27334,8924475
308,Enfield ,43 Total Childrens Services Strategy,22260,52772,9433540,9508572,28188,9480384
308,Enfield ,44 Child Trust Fund Top Ups,0,0,2800,2800,0,2800
308,Enfield ,45 Capital Expenditure from Revenue (CERA) (Childrens and young peoples services,,,,60000,0,60000
308,Enfield ,46 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (excluding CERA),,,,35454561,1507757,33946804
308,Enfield ,47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,35514561,1507757,34006804
309,Haringey ,1 Secure accommodation (youth justice),0,0,0,0,0,0
309,Haringey ,2 Youth offender teams,74527,326000,3910527,4311054,334923,3976131
309,Haringey ,3 Other Youth Justice service,0,0,0,0,0,0
309,Haringey ,4 Total Youth Justice,74527,326000,3910527,4311054,334923,3976131
309,Haringey ,5 Residential care,5453954,0,2635873,8089827,1032746,7057081
309,Haringey ,6 Fostering services,7161450,0,7034504,14195954,69615,14126339
309,Haringey ,7 Other children looked after services,1139636,0,0,1139636,0,1139636
309,Haringey ,8 Secure accommodation (welfare),0,0,300416,300416,0,300416
309,Haringey ,9 Short breaks (respite) for looked after children,0,0,0,0,0,0
309,Haringey ,10 Children placed with family and friends,0,0,0,0,0,0
309,Haringey ,11 Advocacy services for children looked after,0,111723,0,111723,29120,82603
309,Haringey ,12 Education of looked after children,0,0,597424,597424,1972,595452
309,Haringey ,13 Leaving care support services,0,0,2727287,2727287,276765,2450522
309,Haringey ,14 Total Children Looked After,13755040,111723,13295504,27162267,1410218,25752049
309,Haringey ,15 Child death processes,0,0,31776,31776,0,31776
309,Haringey ,16 Preventative services,0,0,0,0,0,0
309,Haringey ,17 LA functions in relation to child protection,0,0,1850196,1850196,58445,1791751
309,Haringey ,18 Local safeguarding childrens board,0,0,115099,115099,54718,60381
309,Haringey ,19 Total Children and Young Peoples Safety,0,0,1997071,1997071,113163,1883908
309,Haringey ,20 Direct payments,0,0,268163,268163,0,268163
309,Haringey ,21 Short breaks (respite) for disabled children,0,0,910932,910932,1325,909607
309,Haringey ,22 Home care services,0,0,97842,97842,0,97842
309,Haringey ,23 Equiptment and adaptations,0,0,15006,15006,0,15006
309,Haringey ,24 Other family support services,0,599752,940216,1539968,239115,1300853
309,Haringey ,"25 Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,0,0,0,0
309,Haringey ,26 Contribution to health care of individual children,0,0,0,0,0,0
309,Haringey ,27 Teenage pregnancy services,0,0,0,0,0,0
309,Haringey ,28 Total Family Support Services,0,599752,2232159,2831911,240440,2591471
309,Haringey ,29 Asylum seeker services - children,0,0,0,0,0,0
309,Haringey ,30 Unaccompanied asylum children,0,0,107980,107980,0,107980
309,Haringey ,31 Accommodation,0,0,710497,710497,651,709846
309,Haringey ,32 Assessment and care management,0,0,1373092,1373092,0,1373092
309,Haringey ,33 Total Asylum Seeker,0,0,2191569,2191569,651,2190918
309,Haringey ,34 Adoption services,0,0,1961798,1961798,166063,1795735
309,Haringey ,35 Special guardianship support,0,0,309723,309723,0,309723
309,Haringey ,36 Other childrens and families services,0,0,0,0,0,0
309,Haringey ,37 Total Other Childrens and Families Services,0,0,2271521,2271521,166063,2105458
309,Haringey ,38 Childrens and young peoples plan,0,0,0,0,0,0
309,Haringey ,39 Childrens social care workforce grant,0,0,0,0,0,0
309,Haringey ,40 Partnership costs,0,0,0,0,0,0
309,Haringey ,41 Central commissioning function,0,0,0,0,0,0
309,Haringey ,42 Commissioning and social work,0,0,13134301,13134301,243242,12891059
309,Haringey ,43 Total Childrens Services Strategy,0,0,13134301,13134301,243242,12891059
309,Haringey ,44 Child Trust Fund Top Ups,0,0,0,0,0,0
309,Haringey ,45 Capital Expenditure from Revenue (CERA) (Childrens and young peoples services,,,,0,0,0
309,Haringey ,46 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (excluding CERA),,,,53899694,2508700,51390994
309,Haringey ,47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,53899694,2508700,51390994
310,Harrow ,1 Secure accommodation (youth justice),0,0,0,0,0,0
310,Harrow ,2 Youth offender teams,68909,27947,1415057,1511913,800967,710946
310,Harrow ,3 Other Youth Justice service,0,0,0,0,0,0
310,Harrow ,4 Total Youth Justice,68909,27947,1415057,1511913,800967,710946
310,Harrow ,5 Residential care,3337007,0,1361901,4698908,1418255,3280653
310,Harrow ,6 Fostering services,205078,0,1354701,1559779,2796,1556983
310,Harrow ,7 Other children looked after services,3028380,0,2222832,5251212,304996,4946216
310,Harrow ,8 Secure accommodation (welfare),6014,0,0,6014,0,6014
310,Harrow ,9 Short breaks (respite) for looked after children,127000,0,0,127000,0,127000
310,Harrow ,10 Children placed with family and friends,0,0,0,0,0,0
310,Harrow ,11 Advocacy services for children looked after,0,0,0,0,0,0
310,Harrow ,12 Education of looked after children,0,0,0,0,0,0
310,Harrow ,13 Leaving care support services,761582,109145,1391309,2262036,39061,2222975
310,Harrow ,14 Total Children Looked After,7465061,109145,6330743,13904949,1765108,12139841
310,Harrow ,15 Child death processes,0,0,0,0,0,0
310,Harrow ,16 Preventative services,8120,198409,206014,412543,382148,30395
310,Harrow ,17 LA functions in relation to child protection,79700,0,1708207,1787907,72670,1715237
310,Harrow ,18 Local safeguarding childrens board,302524,0,92650,395174,353571,41603
310,Harrow ,19 Total Children and Young Peoples Safety,390344,198409,2006871,2595624,808389,1787235
310,Harrow ,20 Direct payments,183962,0,0,183962,0,183962
310,Harrow ,21 Short breaks (respite) for disabled children,0,0,0,0,0,0
310,Harrow ,22 Home care services,486922,0,0,486922,0,486922
310,Harrow ,23 Equiptment and adaptations,0,0,0,0,0,0
310,Harrow ,24 Other family support services,662478,0,500422,1162900,367590,795310
310,Harrow ,"25 Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,0,0,0,0
310,Harrow ,26 Contribution to health care of individual children,0,0,0,0,0,0
310,Harrow ,27 Teenage pregnancy services,6458,12870,104883,124211,121762,2449
310,Harrow ,28 Total Family Support Services,1339820,12870,605305,1957995,489352,1468643
310,Harrow ,29 Asylum seeker services - children,233999,881,293177,528057,425990,102067
310,Harrow ,30 Unaccompanied asylum children,77029,0,0,77029,0,77029
310,Harrow ,31 Accommodation,585886,0,0,585886,500000,85886
310,Harrow ,32 Assessment and care management,19081,3080,651276,673437,0,673437
310,Harrow ,33 Total Asylum Seeker,915995,3961,944453,1864409,925990,938419
310,Harrow ,34 Adoption services,721850,349855,0,1071705,236800,834905
310,Harrow ,35 Special guardianship support,0,0,0,0,0,0
310,Harrow ,36 Other childrens and families services,868585,658,4969964,5839207,2452442,3386765
310,Harrow ,37 Total Other Childrens and Families Services,1590435,350513,4969964,6910912,2689242,4221670
310,Harrow ,38 Childrens and young peoples plan,0,0,130000,130000,0,130000
310,Harrow ,39 Childrens social care workforce grant,0,0,217398,217398,97365,120033
310,Harrow ,40 Partnership costs,0,0,0,0,0,0
310,Harrow ,41 Central commissioning function,0,0,526141,526141,0,526141
310,Harrow ,42 Commissioning and social work,0,0,325908,325908,0,325908
310,Harrow ,43 Total Childrens Services Strategy,0,0,1199447,1199447,97365,1102082
310,Harrow ,44 Child Trust Fund Top Ups,0,0,0,0,0,0
310,Harrow ,45 Capital Expenditure from Revenue (CERA) (Childrens and young peoples services,,,,0,0,0
310,Harrow ,46 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (excluding CERA),,,,29945249,7576413,22368836
310,Harrow ,47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,29945249,7576413,22368836
311,Havering ,1 Secure accommodation (youth justice),0,0,0,0,0,0
311,Havering ,2 Youth offender teams,0,0,854522.98,854522.98,350244.88,504278.1
311,Havering ,3 Other Youth Justice service,0,0,0,0,0,0
311,Havering ,4 Total Youth Justice,0,0,854522.98,854522.98,350244.88,504278.1
311,Havering ,5 Residential care,2313181.8,0,2680,2315861.8,55666.33,2260195.47
311,Havering ,6 Fostering services,2148924.3,0,2724246.85,4873171.15,82982.08,4790189.07
311,Havering ,7 Other children looked after services,159259.2,0,234753.95,394013.15,0,394013.15
311,Havering ,8 Secure accommodation (welfare),153266.61,0,0,153266.61,20071,133195.61
311,Havering ,9 Short breaks (respite) for looked after children,168879.74,98544.22,272339.84,539763.8,39630.4,500133.4
311,Havering ,10 Children placed with family and friends,0,0,0,0,0,0
311,Havering ,11 Advocacy services for children looked after,0,0,186374.28,186374.28,0,186374.28
311,Havering ,12 Education of looked after children,0,0,84276.95,84276.95,0,84276.95
311,Havering ,13 Leaving care support services,250570.65,0,575015.43,825586.08,11727,813859.08
311,Havering ,14 Total Children Looked After,5194082.3,98544.22,4079687.3,9372313.82,210076.81,9162237.01
311,Havering ,15 Child death processes,0,0,28000,28000,0,28000
311,Havering ,16 Preventative services,0,188000,383234.09,571234.09,556338.16,14895.93
311,Havering ,17 LA functions in relation to child protection,0,0,1055745.23,1055745.23,2631.61,1053113.62
311,Havering ,18 Local safeguarding childrens board,0,0,622851.9,622851.9,29762.76,593089.14
311,Havering ,19 Total Children and Young Peoples Safety,0,188000,2089831.22,2277831.22,588732.53,1689098.69
311,Havering ,20 Direct payments,0,0,250395.14,250395.14,23410.04,226985.1
311,Havering ,21 Short breaks (respite) for disabled children,383710.93,256584.45,829676.09,1469971.47,26596.05,1443375.42
311,Havering ,22 Home care services,0,16609.27,0,16609.27,0,16609.27
311,Havering ,23 Equiptment and adaptations,0,0,56196.08,56196.08,0,56196.08
311,Havering ,24 Other family support services,0,0,3710534.01,3710534.01,2179398.14,1531135.87
311,Havering ,"25 Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,95440.83,95440.83,85703.62,9737.21
311,Havering ,26 Contribution to health care of individual children,299543.56,0,5260,304803.56,57216.44,247587.12
311,Havering ,27 Teenage pregnancy services,0,0,141261.21,141261.21,25364.64,115896.57
311,Havering ,28 Total Family Support Services,683254.49,273193.72,5088763.36,6045211.57,2397688.93,3647522.64
311,Havering ,29 Asylum seeker services - children,0,0,0,0,0,0
311,Havering ,30 Unaccompanied asylum children,0,0,0,0,0,0
311,Havering ,31 Accommodation,461133.45,0,42292.84,503426.29,325752.09,177674.2
311,Havering ,32 Assessment and care management,1914.2,0,236586.36,238500.56,0,238500.56
311,Havering ,33 Total Asylum Seeker,463047.65,0,278879.2,741926.85,325752.09,416174.76
311,Havering ,34 Adoption services,0,0,762540.86,762540.86,31107.96,731432.9
311,Havering ,35 Special guardianship support,0,0,63246.83,63246.83,0,63246.83
311,Havering ,36 Other childrens and families services,0,0,81024.81,81024.81,0,81024.81
311,Havering ,37 Total Other Childrens and Families Services,0,0,906812.5,906812.5,31107.96,875704.54
311,Havering ,38 Childrens and young peoples plan,0,0,0,0,0,0
311,Havering ,39 Childrens social care workforce grant,0,0,111927.62,111927.62,0,111927.62
311,Havering ,40 Partnership costs,0,0,0,0,0,0
311,Havering ,41 Central commissioning function,0,0,306884.75,306884.75,0,306884.75
311,Havering ,42 Commissioning and social work,0,0,3308155.43,3308155.43,13341.56,3294813.87
311,Havering ,43 Total Childrens Services Strategy,0,0,3726967.8,3726967.8,13341.56,3713626.24
311,Havering ,44 Child Trust Fund Top Ups,0,0,0,0,0,0
311,Havering ,45 Capital Expenditure from Revenue (CERA) (Childrens and young peoples services,,,,0,0,0
311,Havering ,46 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (excluding CERA),,,,23925586.74,3916944.76,20008641.98
311,Havering ,47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,23925586.74,3916944.76,20008641.98
312,Hillingdon ,1 Secure accommodation (youth justice),0,0,36122,36122,0,36122
312,Hillingdon ,2 Youth offender teams,0,0,1729829,1729829,794464,935365
312,Hillingdon ,3 Other Youth Justice service,0,0,0,0,0,0
312,Hillingdon ,4 Total Youth Justice,0,0,1765951,1765951,794464,971487
312,Hillingdon ,5 Residential care,0,0,6763542.8,6763542.8,1643149.94,5120392.86
312,Hillingdon ,6 Fostering services,0,0,10920695.92,10920695.92,4169990.5,6750705.42
312,Hillingdon ,7 Other children looked after services,0,0,812880.5,812880.5,88051.5,724829
312,Hillingdon ,8 Secure accommodation (welfare),0,0,0,0,0,0
312,Hillingdon ,9 Short breaks (respite) for looked after children,0,0,0,0,0,0
312,Hillingdon ,10 Children placed with family and friends,0,0,124901,124901,0,124901
312,Hillingdon ,11 Advocacy services for children looked after,0,0,267404,267404,17500,249904
312,Hillingdon ,12 Education of looked after children,0,0,299592.87,299592.87,25940,273652.87
312,Hillingdon ,13 Leaving care support services,0,0,937237,937237,0,937237
312,Hillingdon ,14 Total Children Looked After,0,0,20126254.09,20126254.09,5944631.94,14181622.15
312,Hillingdon ,15 Child death processes,0,0,100270.93,100270.93,51000,49270.93
312,Hillingdon ,16 Preventative services,0,0,347123,347123,0,347123
312,Hillingdon ,17 LA functions in relation to child protection,0,0,983440,983440,22760,960680
312,Hillingdon ,18 Local safeguarding childrens board,0,0,119772,119772,71541,48231
312,Hillingdon ,19 Total Children and Young Peoples Safety,0,0,1550605.93,1550605.93,145301,1405304.93
312,Hillingdon ,20 Direct payments,0,0,363258,363258,50000,313258
312,Hillingdon ,21 Short breaks (respite) for disabled children,0,0,989592,989592,135920,853672
312,Hillingdon ,22 Home care services,0,0,157595,157595,113860,43735
312,Hillingdon ,23 Equiptment and adaptations,0,0,37860,37860,0,37860
312,Hillingdon ,24 Other family support services,0,0,670690.5,670690.5,0,670690.5
312,Hillingdon ,"25 Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,0,0,0,0
312,Hillingdon ,26 Contribution to health care of individual children,0,0,0,0,0,0
312,Hillingdon ,27 Teenage pregnancy services,0,0,195792,195792,0,195792
312,Hillingdon ,28 Total Family Support Services,0,0,2414787.5,2414787.5,299780,2115007.5
312,Hillingdon ,29 Asylum seeker services - children,0,0,0,0,0,0
312,Hillingdon ,30 Unaccompanied asylum children,0,0,1484373.26,1484373.26,426492.97,1057880.29
312,Hillingdon ,31 Accommodation,0,0,5281240.87,5281240.87,4265001.67,1016239.2
312,Hillingdon ,32 Assessment and care management,0,0,3768279.52,3768279.52,3269642.75,498636.77
312,Hillingdon ,33 Total Asylum Seeker,0,0,10533893.65,10533893.65,7961137.39,2572756.26
312,Hillingdon ,34 Adoption services,0,0,1014364,1014364,0,1014364
312,Hillingdon ,35 Special guardianship support,0,0,434728,434728,186843,247885
312,Hillingdon ,36 Other childrens and families services,0,0,0,0,0,0
312,Hillingdon ,37 Total Other Childrens and Families Services,0,0,1449092,1449092,186843,1262249
312,Hillingdon ,38 Childrens and young peoples plan,0,0,0,0,0,0
312,Hillingdon ,39 Childrens social care workforce grant,0,0,151507,151507,150000,1507
312,Hillingdon ,40 Partnership costs,0,0,326873.5,326873.5,0,326873.5
312,Hillingdon ,41 Central commissioning function,0,0,791153.5,791153.5,62124,729029.5
312,Hillingdon ,42 Commissioning and social work,0,0,7391376,7391376,573431,6817945
312,Hillingdon ,43 Total Childrens Services Strategy,0,0,8660910,8660910,785555,7875355
312,Hillingdon ,44 Child Trust Fund Top Ups,0,0,3755,3755,0,3755
312,Hillingdon ,45 Capital Expenditure from Revenue (CERA) (Childrens and young peoples services,,,,0,0,0
312,Hillingdon ,46 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (excluding CERA),,,,46505249.17,16117712.33,30387536.84
312,Hillingdon ,47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,46505249.17,16117712.33,30387536.84
313,Hounslow ,1 Secure accommodation (youth justice),0,0,0,0,0,0
313,Hounslow ,2 Youth offender teams,0,0,822209,822209,57773,764436
313,Hounslow ,3 Other Youth Justice service,0,0,1316534,1316534,1124837,191697
313,Hounslow ,4 Total Youth Justice,0,0,2138743,2138743,1182610,956133
313,Hounslow ,5 Residential care,3364769,179013,902192,4445974,517542,3928432
313,Hounslow ,6 Fostering services,0,0,8152883,8152883,28039,8124844
313,Hounslow ,7 Other children looked after services,0,453777,1538919,1992696,25500,1967196
313,Hounslow ,8 Secure accommodation (welfare),0,0,423508,423508,0,423508
313,Hounslow ,9 Short breaks (respite) for looked after children,0,0,42934,42934,42934,0
313,Hounslow ,10 Children placed with family and friends,0,0,190403,190403,0,190403
313,Hounslow ,11 Advocacy services for children looked after,195221,0,87924,283145,0,283145
313,Hounslow ,12 Education of looked after children,0,0,162743,162743,28434,134309
313,Hounslow ,13 Leaving care support services,0,962715,0,962715,30181,932534
313,Hounslow ,14 Total Children Looked After,3559990,1595505,11501506,16657001,672630,15984371
313,Hounslow ,15 Child death processes,0,0,44000,44000,0,44000
313,Hounslow ,16 Preventative services,562288,0,74195,636483,4264,632219
313,Hounslow ,17 LA functions in relation to child protection,0,0,728234,728234,39033,689201
313,Hounslow ,18 Local safeguarding childrens board,0,0,131798,131798,15444,116354
313,Hounslow ,19 Total Children and Young Peoples Safety,562288,0,978227,1540515,58741,1481774
313,Hounslow ,20 Direct payments,0,0,200796,200796,0,200796
313,Hounslow ,21 Short breaks (respite) for disabled children,0,0,654752,654752,500,654252
313,Hounslow ,22 Home care services,0,0,0,0,0,0
313,Hounslow ,23 Equiptment and adaptations,0,0,0,0,0,0
313,Hounslow ,24 Other family support services,269570,0,2413500,2683070,23123,2659947
313,Hounslow ,"25 Substances misuse services (Drugs, Alcohol and Volatile substances)",0,0,0,0,0,0
313,Hounslow ,26 Contribution to health care of individual children,0,0,0,0,0,0
313,Hounslow ,27 Teenage pregnancy services,0,0,166504,166504,43300,123204
313,Hounslow ,28 Total Family Support Services,269570,0,3435552,3705122,66923,3638199
313,Hounslow ,29 Asylum seeker services - children,0,0,0,0,0,0
313,Hounslow ,30 Unaccompanied asylum children,0,0,948822,948822,706513,242309
313,Hounslow ,31 Accommodation,0,0,330518,330518,250181,80337
313,Hounslow ,32 Assessment and care management,0,0,945144,945144,220554,724590
313,Hounslow ,33 Total Asylum Seeker,0,0,2224484,2224484,1177248,1047236
313,Hounslow ,34 Adoption services,0,0,1330069,1330069,125710.65,1204358.35
313,Hounslow ,35 Special guardianship support,0,0,240775,240775,0,240775
313,Hounslow ,36 Other childrens and families services,177229,0,47458,224687,224480,207
313,Hounslow ,37 Total Other Childrens and Families Services,177229,0,1618302,1795531,350190.65,1445340.35
313,Hounslow ,38 Childrens and young peoples plan,0,0,35000,35000,0,35000
313,Hounslow ,39 Childrens social care workforce grant,0,0,4956,4956,0,4956
313,Hounslow ,40 Partnership costs,0,0,0,0,0,0
313,Hounslow ,41 Central commissioning function,90995,0,605720,696715,79447,617268
313,Hounslow ,42 Commissioning and social work,8035,0,7813373,7821408,567763,7253645
313,Hounslow ,43 Total Childrens Services Strategy,99030,0,8459049,8558079,647210,7910869
313,Hounslow ,44 Child Trust Fund Top Ups,0,0,5800,5800,5800,0
313,Hounslow ,45 Capital Expenditure from Revenue (CERA) (Childrens and young peoples services,,,,0,0,0
313,Hounslow ,46 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (excluding CERA),,,,36625275,4161352.65,32463922.35
313,Hounslow ,47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,36625275,4161352.65,32463922.35
314,Kingston upon Thames,1 Secure accommodation (youth justice),0,0,0,0,0,0
314,Kingston upon Thames,2 Youth offender teams,0,21308,869632,890940,314928,576012
314,Kingston upon Thames,3 Other Youth Justice service,0,0,0,0,0,0
314,Kingston upon Thames,4 Total Youth Justice,0,21308,869632,890940,314928,576012
314,Kingston upon Thames,5 Residential care,919328,0,0,919328,0,919328
314,Kingston upon Thames,6 Fostering services,866874,0,1356498,2223372,32649,2190723
314,Kingston upon Thames,7 Other children looked after services,42715,0,1370331,1413046,483820,929226
314,Kingston upon Thames,8 Secure accommodation (welfare),0,0,0,0,0,0
314,Kingston upon Thames,9 Short breaks (respite) for looked after children,1189537,0,23805,1213342,508746,704596
314,Kingston upon Thames,10 Children placed with family and friends,0,0,0,0,0,0
314,Kingston upon Thames,11 Advocacy services for children looked after,0,0,38254,38254,4695,33559
314,Kingston upon Thames,12 Education of looked after children,0,0,0,0,0,0
314,Kingston upon Thames,13 Leaving care support services,0,0,0,0,0,0
314,Kingston upon Thames,14 Total Children Looked After,3018454,0,2788888,5807342,1029910,4777432
314,Kingston upon Thames,15 Child death processes,0,0,25325,25325,0,25325
314,Kingston upon Thames,16 Preventative services,0,38450,230840,269290,7744,261546
314,Kingston upon Thames,17 LA functions in relation to child protection,0,0,2766722,2766722,218750,2547972
314,Kingston upon Thames,18 Local safeguarding childrens board,0,0,79207,79207,18900,60307
314,Kingston upon Thames,19 Total Children and Young Peoples Safety,0,38450,3102094,3140544,245394,2895150
314,Kingston upon Thames,20 Direct payments,0,28026,0,28026,0,28026
314,Kingston upon Thames,21 Short breaks (respite) for disabled children,0,1836146,90001,1926147,248572,1677575
314,Kingston upon Thames,22 Home care services,0,0,364856,364856,1916,362940
314,Kingston upon Thames,23 Equiptment and adaptations,0,44182,1874,46056,0,46056
314,Kingston upon Thames,24 Other family support services,0,471757,3621341,4093098,2725265,1367833
314,Kingston upon Thames,"25 Substances misuse services (Drugs, Alcohol and Volatile substances)",0,27684,55158,82842,14262,68580
314,Kingston upon Thames,26 Contribution to health care of individual children,0,0,173055,173055,5742,167313
314,Kingston upon Thames,27 Teenage pregnancy services,0,0,194413,194413,21004,173409
314,Kingston upon Thames,28 Total Family Support Services,0,2407795,4500698,6908493,3016761,3891732
314,Kingston upon Thames,29 Asylum seeker services - children,0,0,174322,174322,165640,8682
314,Kingston upon Thames,30 Unaccompanied asylum children,0,0,0,0,0,0
314,Kingston upon Thames,31 Accommodation,239522,0,0,239522,239522,0
314,Kingston upon Thames,32 Assessment and care management,0,0,0,0,0,0
314,Kingston upon Thames,33 Total Asylum Seeker,239522,0,174322,413844,405162,8682
314,Kingston upon Thames,34 Adoption services,0,0,628104,628104,22041,606063
314,Kingston upon Thames,35 Special guardianship support,0,0,0,0,0,0
314,Kingston upon Thames,36 Other childrens and families services,0,0,0,0,0,0
314,Kingston upon Thames,37 Total Other Childrens and Families Services,0,0,628104,628104,22041,606063
314,Kingston upon Thames,38 Childrens and young peoples plan,0,0,0,0,0,0
314,Kingston upon Thames,39 Childrens social care workforce grant,0,0,145381,145381,118354,27027
314,Kingston upon Thames,40 Partnership costs,0,0,0,0,0,0
314,Kingston upon Thames,41 Central commissioning function,0,0,255352,255352,709,254643
314,Kingston upon Thames,42 Commissioning and social work,0,0,2214143,2214143,39826,2174317
314,Kingston upon Thames,43 Total Childrens Services Strategy,0,0,2614876,2614876,158889,2455987
314,Kingston upon Thames,44 Child Trust Fund Top Ups,0,0,1800,1800,0,1800
314,Kingston upon Thames,45 Capital Expenditure from Revenue (CERA) (Childrens and young peoples services,,,,0,0,0
314,Kingston upon Thames,46 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (excluding CERA),,,,20405943,5193085,15212858
314,Kingston upon Thames,47 TOTAL CHILDREN AND YOUNG PEOPLES SERVICES BUDGET (including CERA),,,,20405943,5193085,15212858
315,Merton ,1 Secure accommodation (youth justice),0,0,0,0,0,0
315,Merton ,2 Youth offender teams,51011.92,0,796800.38,847812.3,264255.39,583556.91
315,Merton ,3 Other Youth Justice service,0,0,253524.55,253524.55,211092.96,42431.59
315,Merton ,4 Total Youth Justice,51011.92,0,1050324.93,1101336.85,475348.35,625988.5
315,Merton ,5 Residential care,738370.48,0,0,738370.48,1874.75,736495.73
315,Merton ,6 Fostering services,695156.485,0,2421310.94,3116467.425,6885.245,3109582.18
315,Merton ,7 Other children looked after services,184548.66,0,0,184548.66,0,184548.66
315,Merton ,8 Secure accommodation (welfare),112161.98,0,0,112161.98,0,112161.98
315,Merton ,9 Short breaks (respite) for looked after children,595.79,0,754344.25,754940.04,39827,715113.04
315,Merton ,10 Children placed with family and friends,0,0,0,0,0,0
315,Merton ,11 Advocacy services for children looked after,0,0,28605.9,28605.9,0,28605.9
315,Merton ,12 Education of looked after children,0,0,0,0,0,0
315,Merton ,13 Leaving care support services,376216.83,0,782540.86,1158757.69,31619.16,1127138.53
315,Merton ,14 Total Children Looked After,2107050.225,0,3986801.95,6093852.175,80206.155,6013646.02
315,Merton ,15 Child death processes,0,0,0,0,0,0
315,Merton ,16 Preventative services,339294.5,0,0,339294.5,0,339294.5
